"Municipio";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110110 ITAPUA DO OESTE";959;918;864;956;1658;1426;1200;898;524;243;64;9710
"110120 MINISTRO ANDREAZZA";838;838;902;941;1782;1445;1428;886;587;315;110;10072
"110130 MIRANTE DA SERRA";871;850;1080;1073;1943;1790;1448;1110;723;413;179;11480
"110140 MONTE NEGRO";1291;1261;1465;1513;2449;2414;1933;1385;898;469;140;15218
"110143 NOVA UNIAO";562;579;644;696;1274;1111;997;716;421;208;70;7278
"110145 PARECIS";490;499;503;503;999;873;719;533;289;124;33;5565
"110146 PIMENTEIRAS DO OESTE";223;202;197;220;349;342;317;217;119;57;15;2258
"110147 PRIMAVERA DE RONDONIA";223;215;261;317;485;498;439;354;232;118;46;3188
"110148 SAO FELIPE D'OESTE";382;382;425;461;864;927;787;634;437;226;83;5608
"110149 SAO FRANCISCO DO GUAPORE";1714;1613;1758;1859;3290;2875;2347;1563;979;427;135;18560
"110150 SERINGUEIRAS";938;897;1155;1170;2091;1809;1629;1110;649;320;107;11875
"110155 TEIXEIROPOLIS";319;331;363;416;766;694;636;513;305;179;92;4614
"110160 THEOBROMA";849;847;930;958;1654;1734;1402;1094;715;347;114;10644
"110170 URUPA";905;916;1040;1058;2101;1962;1548;1292;919;395;130;12266
"110175 VALE DO ANARI";896;843;949;960;1689;1676;1363;1058;647;326;89;10496
"110180 VALE DO PARAISO";541;547;610;694;1248;1161;1086;827;491;230;86;7521
"120001 ACRELANDIA";1455;1456;1492;1558;2409;2133;1613;1088;686;310;118;14318
"120005 ASSIS BRASIL";859;860;779;675;1195;984;702;448;250;136;63;6951
"120010 BRASILEIA";2324;2463;2638;2466;4423;3683;2849;1759;1107;601;261;24574
"120013 BUJARI";987;986;1045;1028;1599;1436;1013;737;517;220;82;9650
"120017 CAPIXABA";1130;1084;1206;1249;1702;1359;1210;868;503;241;80;10632
"120020 CRUZEIRO DO SUL";9275;9707;10220;9432;15292;12817;8054;4986;3102;1835;867;85587
"120025 EPITACIOLANDIA";1648;1756;1832;1760;3064;2556;1963;1268;782;443;193;17265
"120030 FEIJO";4532;4665;4466;3966;5795;4201;2970;1818;1079;610;262;34364
"120032 JORDAO";1344;1212;1126;942;1279;871;495;234;104;56;27;7690
"120033 MANCIO LIMA";2189;2189;2061;1946;3015;2516;1546;1008;637;378;150;17635
"120034 MANOEL URBANO";1145;1116;1109;1013;1505;1270;800;496;286;153;78;8971
"120035 MARECHAL THAUMATURGO";2702;2647;2453;2142;2869;1968;1126;643;341;176;65;17132
"120038 PLACIDO DE CASTRO";1963;2045;2113;1915;3031;2551;2127;1554;990;493;200;18982
"120039 PORTO WALTER";1873;1744;1556;1322;1650;1282;760;389;212;105;51;10944
"120040 RIO BRANCO";32750;36524;39076;38872;70601;64203;44582;28596;16334;7754;3572;382864
"120042 RODRIGUES ALVES";2375;2233;2387;2051;2795;2328;1429;811;502;246;84;17241
"120043 SANTA ROSA DO PURUS";1008;839;817;628;1072;703;372;239;103;38;12;5831
"120045 SENADOR GUIOMARD";2157;2265;2401;2261;3673;3230;2521;1724;1078;623;241;22174
"120050 SENA MADUREIRA";4581;4670;5052;4738;8030;6580;4010;2616;1621;855;434;43187
"120060 TARAUACA";5578;5715;5347;4480;6689;4906;3157;2038;1247;717;350;40224
"120070 XAPURI";1808;1887;1996;1945;3161;2614;1961;1343;846;449;220;18230
"120080 PORTO ACRE";1737;1766;1923;1850;2814;2356;1894;1281;903;485;210;17219
"130002 ALVARAES";2423;2122;1958;1667;2647;1840;1175;738;427;229;89;15315
"130006 AMATURA";1475;1344;1096;1285;2072;1434;937;567;286;163;60;10719
"130008 ANAMA";1455;1332;1388;1399;2317;1774;1175;706;345;246;89;12226
"130010 ANORI";2364;2247;2089;2182;3599;2791;1780;1003;542;363;153;19113
"130014 APUI";1842;1719;1822;2209;4147;3447;2256;1649;890;341;84;20406
"130020 ATALAIA DO NORTE";2458;2279;2012;2005;3780;2410;1447;816;436;246;92;17981
"130030 AUTAZES";4753;4428;4033;3916;6144;4644;3463;2479;1523;820;412;36615
"130040 BARCELOS";2673;2658;2702;3363;5806;3719;2476;1829;1045;545;133;26949
"130050 BARREIRINHA";4515;4053;3658;3365;4969;3535;2429;1706;1037;640;335;30242
"130060 BENJAMIN CONSTANT";5620;5516;4578;4145;7088;4719;3204;2066;1165;693;321;39115
"130063 BERURI";2726;2420;2296;1991;2917;2078;1458;1018;605;328;154;17991
"130068 BOA VISTA DO RAMOS";2285;2136;2108;2101;3145;2200;1460;1032;576;297;160;17500
"130070 BOCA DO ACRE";3745;3600;3480;3514;5840;4739;3379;2175;1375;791;338;32976
"130080 BORBA";5189;4672;4251;4246;7134;5293;3280;2133;1357;769;446;38770
"130083 CAAPIRANGA";1547;1432;1343;1410;2208;1746;1147;680;448;219;81;12261
"130090 CANUTAMA";1555;1450;1420;1537;2702;2416;1580;1139;659;339;110;14907
"130100 CARAUARI";3589;3314;3190;3255;4963;3514;2350;1558;942;527;220;27422
"130110 CAREIRO";3974;3880;3732;3908;6223;5411;3860;2422;1461;760;290;35921
"130115 CAREIRO DA VARZEA";2802;2774;2653;2780;4795;3902;3502;2219;1272;734;264;27697
"130120 COARI";9615;9281;9064;9600;16600;11685;6869;4385;2656;1429;602;81786
"130130 CODAJAS";3011;2787;3101;2916;5336;3893;2407;1494;867;475;192;26479
"130140 EIRUNEPE";4574;4332;3864;3555;6196;4379;2755;1912;1095;631;243;33536
"130150 ENVIRA";2552;2361;2168;2219;3398;2583;1457;856;506;308;161;18569
"130160 FONTE BOA";2829;2632;2243;2218;3612;2540;1644;1046;715;413;175;20067
"130165 GUAJARA";2087;1872;1922;1892;2888;1925;1434;838;441;230;95;15624
"130170 HUMAITA";5287;5038;5406;5912;9732;7453;5052;3438;2000;1030;400;50748
"130180 IPIXUNA";4373;3532;3264;2809;4439;3633;2100;1284;700;386;132;26652
"130185 IRANDUBA";5245;5116;4974;4731;7534;6418;4717;3222;1952;1072;403;45384
"130190 ITACOATIARA";10973;10525;9975;9934;16609;13814;9827;6662;4210;2248;1013;95790
"130195 ITAMARATI";1177;964;918;931;1496;1123;651;386;219;98;39;8002
"130200 ITAPIRANGA";993;959;952;917;1593;1207;851;642;384;225;89;8812
"130210 JAPURA";656;677;551;589;869;649;421;212;90;58;31;4803
"130220 JURUA";1822;1660;1661;1557;2434;1718;1020;624;328;200;83;13107
"130230 JUTAI";2732;2300;1866;1691;2700;1893;1185;777;522;294;108;16068
"130240 LABREA";5258;4932;4799;4603;7867;6000;3802;2743;1562;843;351;42760
"130250 MANACAPURU";10592;10328;10178;10351;16837;13013;8913;5923;3562;2176;924;92797
"130255 MANAQUIRI";3452;3312;3167;3129;4931;3932;2702;1864;1019;554;199;28261
"130260 MANAUS";176134;181753;182397;200587;376877;357820;253255;162968;86933;37824;16396;2032944
"130270 MANICORE";6162;5871;5591;5862;9917;7359;4893;3307;1903;1044;454;52363
"130280 MARAA";2521;2447;2275;2185;3426;2431;1303;771;414;222;78;18073
"130290 MAUES";8300;7654;6683;6358;10265;7443;4856;3756;2191;1085;697;59288
"130300 NHAMUNDA";2326;2150;2137;2063;3592;2844;1948;1435;798;531;249;20073
"130310 NOVA OLINDA DO NORTE";4114;3827;3846;3977;6708;4709;3170;2292;1124;563;411;34741
"130320 NOVO AIRAO";2121;2041;1779;1759;3232;2437;1698;1248;688;361;162;17526
"130330 NOVO ARIPUANA";2666;2374;2571;2635;4567;3599;2378;1555;898;533;232;24008
"130340 PARINTINS";12739;12441;12104;12057;19690;14780;10325;7451;4522;2459;1269;109837
"130350 PAUINI";2616;2482;2357;2227;3504;2564;1427;963;531;263;102;19036
"130353 PRESIDENTE FIGUEIREDO";3551;3419;3310;3722;5630;4712;3496;2585;1469;530;135;32559
"130356 RIO PRETO DA EVA";3059;2932;3073;3387;5579;4640;3450;2140;1239;576;181;30256
"130360 SANTA ISABEL DO RIO NEGRO";3682;3464;2700;2396;3713;2374;1760;982;646;397;154;22268
"130370 SANTO ANTONIO DO ICA";3396;3073;2588;2599;4364;3076;1710;1075;682;321;179;23063
"130380 SAO GABRIEL DA CACHOEIRA";5417;5214;4807;4669;7312;5455;3918;2646;1783;928;412;42561
"130390 SAO PAULO DE OLIVENCA";5023;4504;4110;4032;6550;4694;3131;1931;1162;722;290;36149
"130395 SAO SEBASTIAO DO UATUMA";1615;1461;1519;1475;2280;1743;1182;718;439;179;62;12673
"130400 SILVES";1191;1097;950;908;1475;1123;855;670;385;179;95;8928
"130406 TABATINGA";7884;7532;7080;6285;11130;8161;5474;3550;1921;967;417;60401
"130410 TAPAUA";2191;2001;1963;1898;3402;2473;1488;1122;698;361;135;17732
"130420 TEFE";7786;7471;7145;6544;11061;8516;5321;3401;2166;1155;509;61075
"130423 TONANTINS";2718;2429;2057;2128;3550;2236;1442;740;489;278;107;18174
"130426 UARINI";1942;1726;1553;1385;2291;1752;1011;625;381;180;80;12926
"130430 URUCARA";2110;2001;1877;1732;2743;2090;1669;1166;763;430;186;16767
"130440 URUCURITUBA";2656;2411;2237;2283;4020;2754;1788;1357;780;420;242;20948
"140002 AMAJARI";1862;1533;1360;1153;1720;1305;984;707;387;180;58;11249
"140005 ALTO ALEGRE";2269;2419;1849;1525;2353;1885;1419;1144;720;343;117;16043
"140010 BOA VISTA";29632;29751;30797;33433;63546;57190;37535;24295;12587;5113;2086;325965
"140015 BONFIM";1702;1484;1357;1316;1840;1383;1078;773;548;252;85;11818
"140017 CANTA";1993;1794;1727;1747;2421;2059;1845;1483;932;363;98;16462
"140020 CARACARAI";2233;2099;2203;2314;3580;2945;2159;1599;873;382;99;20486
"140023 CAROEBE";1013;967;908;896;1635;1491;1024;739;392;179;59;9303
"140028 IRACEMA";1171;1091;1032;1118;1827;1661;1152;830;436;185;52;10555
"140030 MUCAJAI";1717;1645;1658;1638;2897;2568;1838;1320;803;383;110;16577
"140040 NORMANDIA";1713;1562;1342;1236;1628;1104;712;459;329;150;75;10310
"140045 PACARAIMA";1787;1576;1396;1369;1953;1565;1113;749;419;153;70;12150
"140047 RORAINOPOLIS";2621;2589;2850;3129;5447;4445;2772;2059;1200;440;129;27681
"140050 SAO JOAO DA BALIZA";798;770;766;816;1398;1290;778;503;313;141;36;7609
"140060 SAO LUIZ";598;585;616;761;1586;1377;794;619;362;132;55;7485
"140070 UIRAMUTA";1822;1625;1334;1060;1492;950;599;388;187;131;47;9635
"150010 ABAETETUBA";12919;13958;14700;15959;30560;24263;16672;10757;6972;3699;1603;152062
"150013 ABEL FIGUEIREDO";637;702;721;718;1263;1143;807;595;361;193;85;7225
"150020 ACARA";5908;6251;6041;6134;10162;7534;5692;3580;2204;1271;500;55277
"150030 AFUA";4740;4679;4729;4570;6851;4795;3220;2003;1233;687;288;37795
"150034 AGUA AZUL DO NORTE";1952;2129;2549;2780;5493;5219;3558;1712;825;366;91;26674
"150040 ALENQUER";6177;6345;6133;5781;9293;7616;5471;3861;2620;1541;714;55552
"150050 ALMEIRIM";3613;3840;3625;3659;6178;4835;3616;2572;1377;648;279;34242
"150060 ALTAMIRA";9263;10545;10909;11132;19971;17597;12564;8704;4912;2386;1005;108988
"150070 ANAJAS";3810;3727;3606;3201;4923;3413;2147;1312;825;440;199;27603
"150080 ANANINDEUA";35606;40876;44712;48071;93555;90402;69119;46577;26358;10907;4241;510424
"150085 ANAPU";2726;2910;2643;2611;4631;3792;2555;1639;938;402;119;24966
"150090 AUGUSTO CORREA";5096;5169;4990;4831;8013;5909;3985;2806;1853;991;423;44066
"150095 AURORA DO PARA";2901;2840;3094;3372;5702;4537;3073;1933;1223;648;243;29566
"150100 AVEIRO";1897;1899;1865;1886;2685;2024;1510;1152;779;450;173;16320
"150110 BAGRE";3838;3579;3459;3513;5225;3708;2185;1227;763;378;138;28013
"150120 BAIAO";4245;4339;4861;4880;8395;6705;4286;2705;1682;911;308;43317
"150125 BANNACH";308;319;316;292;507;527;443;320;221;101;29;3383
"150130 BARCARENA";10722;11526;11385;12234;22723;18841;12653;8152;4199;1863;816;115114
"150140 BELEM";91051;108661;117319;125173;252845;255312;204818;149146;92145;46697;21461;1464628
"150145 BELTERRA";1717;1736;1862;1732;2764;2438;1826;1413;990;579;239;17296
"150150 BENEVIDES";4756;5181;5823;5914;10921;9896;7291;4528;2481;1238;508;58537
"150157 BOM JESUS DO TOCANTINS";1421;1516;1578;1708;2898;2558;1895;1377;898;388;182;16419
"150160 BONITO";1544;1612;1557;1475;2908;2568;1615;982;599;293;139;15292
"150170 BRAGANCA";11665;12513;12504;12344;23204;18500;13153;8767;5575;3044;1408;122677
"150172 BRASIL NOVO";1340;1463;1379;1483;2651;2338;1897;1459;852;473;169;15504
"150175 BREJO GRANDE DO ARAGUAIA";695;751;737;703;1341;1088;777;625;414;201;96;7428
"150178 BREU BRANCO";6604;6642;6674;6901;11414;8905;5754;3876;2449;1186;397;60802
"150180 BREVES";12224;12237;12164;11691;17457;12831;8608;5658;3693;1920;970;99453
"150190 BUJARU";2947;3073;3210;3038;4994;3939;2933;1703;1124;701;267;27929
"150195 CACHOEIRA DO PIRIA";3820;3686;3972;3551;5607;4450;2962;1649;833;368;109;31007
"150200 CACHOEIRA DO ARARI";2193;2233;2193;2300;4185;3463;2404;1686;985;600;317;22559
"150210 CAMETA";13998;14414;14137;14434;25355;18914;12289;7955;5646;3241;1495;131878
"150215 CANAA DOS CARAJAS";3320;3523;3335;3458;6498;5823;3584;1927;916;427;124;32935
"150220 CAPANEMA";5087;5863;6191;6419;12143;10968;8198;5850;3666;2012;983;67380
"150230 CAPITAO POCO";4844;5059;5587;5712;10166;8062;6054;3889;2436;1404;593;53806
"150240 CASTANHAL";14992;17280;17930;18608;36752;32225;23161;14828;8614;4537;1846;190773
"150250 CHAVES";2841;2814;2708;2528;3948;2945;2092;1364;878;459;198;22775
"150260 COLARES";1147;1239;1115;1140;2040;1608;1308;945;716;445;198;11901
"150270 CONCEICAO DO ARAGUAIA";3803;4230;4460;4593;7805;7108;5851;4267;2929;1627;673;47346
"150275 CONCORDIA DO PARA";3360;3561;3379;3366;6245;4531;3021;1741;1227;692;307;31430
"150276 CUMARU DO NORTE";1180;1183;1180;1187;2058;2189;1576;1096;475;147;26;12297
"150277 CURIONOPOLIS";1629;1776;1719;1822;3302;2423;1801;1735;1151;689;223;18270
"150280 CURRALINHO";4405;4321;4060;3781;5759;4115;2486;1546;952;539;260;32224
"150285 CURUA";1643;1576;1670;1452;2446;1859;1214;876;479;276;115;13606
"150290 CURUCA";3410;3576;3864;3689;6641;5465;4124;3191;2058;1298;639;37955
"150293 DOM ELISEU";5253;5637;6091;6057;10893;9313;6137;3976;2073;910;321;56661
"150295 ELDORADO DOS CARAJAS";3385;3513;3513;3504;6003;4644;3499;2695;1564;733;218;33271
"150300 FARO";875;916;894;792;1348;936;716;574;354;207;85;7697
"150304 FLORESTA DO ARAGUAIA";1811;1920;1888;1940;3540;3064;2261;1498;877;448;157;19404
"150307 GARRAFAO DO NORTE";2660;2642;2914;2909;4902;3643;2570;1632;1111;659;240;25882
"150309 GOIANESIA DO PARA";3692;3831;3729;4052;7371;6527;3935;2514;1493;682;175;38001
"150310 GURUPA";3941;3931;3977;3783;5772;4042;2712;1742;1059;622;252;31833
"150320 IGARAPE-ACU";3073;3375;3640;3775;7161;5798;4287;3061;2054;1187;518;37929
"150330 IGARAPE-MIRI";6355;6741;6231;6225;11756;9109;6002;4016;2664;1484;738;61321
"150340 INHANGAPI";981;1049;1115;1102;2138;1627;1227;869;557;304;131;11100
"150345 IPIXUNA DO PARA";5775;5725;6622;7139;11682;9473;5714;2902;1673;748;192;57645
"150350 IRITUIA";3195;3362;3371;3228;5637;4610;3442;2223;1824;1003;470;32365
"150360 ITAITUBA";8561;9360;10090;11070;18861;15481;11163;8392;4693;2155;818;100644
"150370 ITUPIRANGA";5575;5788;5637;5746;9416;7620;5360;3787;2455;1138;397;52919
"150375 JACAREACANGA";1116;1274;1292;1142;1832;1552;1304;863;344;125;41;10885
"150380 JACUNDA";5025;5533;5716;5888;11322;9289;6266;3579;2124;1161;452;56355
"150390 JURUTI";6825;6416;6215;5972;10027;7615;4554;2900;1799;966;504;53793
"150400 LIMOEIRO DO AJURU";3070;3088;3216;3240;5336;3737;2535;1572;950;517;261;27522
"150405 MAE DO RIO";2732;2970;3047;2941;5345;4475;3328;2028;1392;805;373;29436
"150410 MAGALHAES BARATA";790;852;867;826;1451;1209;813;686;516;292;145;8447
"150420 MARABA";24635;27207;26444;26642;50984;43922;28148;18197;9731;4594;1751;262255
"150430 MARACANA";2699;2773;2965;3080;5134;3953;3082;2374;1700;1053;482;29295
"150440 MARAPANIM";2345;2445;2632;2808;4852;3955;3171;2386;1693;1066;517;27870
"150442 MARITUBA";9942;10635;11655;12554;23570;22793;15647;8629;4492;2018;765;122700
"150445 MEDICILANDIA";2664;2871;3133;3000;5661;4864;3452;2315;1295;603;198;30056
"150450 MELGACO";3766;3737;3423;3305;5042;3360;1984;1041;620;273;143;26694
"150460 MOCAJUBA";3062;3213;3446;3257;5478;3986;2868;1777;1274;799;370;29530
"150470 MOJU";8582;8911;8730;8591;14699;11279;7454;4607;2783;1452;572;77660
"150475 MOJUI DOS CAMPOS";1315;1383;1459;1541;2737;2296;1861;1404;961;497;223;15677
"150480 MONTE ALEGRE";5171;5402;5938;5924;10016;8292;6394;4613;3147;1820;786;57503
"150490 MUANA";4072;4203;4387;4200;7140;5661;3695;2333;1361;684;342;38078
"150495 NOVA ESPERANCA DO PIRIA";2459;2387;2423;2408;3976;3060;2004;1186;731;334;90;21058
"150497 NOVA IPIXUNA";1538;1606;1648;1625;2802;2437;1676;1245;834;413;136;15960
"150500 NOVA TIMBOTEUA";1120;1239;1357;1308;2521;2370;1851;1309;916;541;249;14781
"150503 NOVO PROGRESSO";2324;2886;2765;2854;4494;3623;3077;2287;1049;315;73;25747
"150506 NOVO REPARTIMENTO";7515;7699;7537;7590;12922;10824;7141;4762;2922;1331;395;70638
"150510 OBIDOS";5468;5795;5493;5000;8429;7354;5388;3730;2627;1549;613;51446
"150520 OEIRAS DO PARA";4156;4062;3866;3556;5365;4053;2643;1503;1098;581;251;31134
"150530 ORIXIMINA";7505;7997;7890;7454;11937;9912;6711;4723;2938;1615;662;69344
"150540 OUREM";1573;1705;1722;1750;3125;2601;1878;1327;903;537;235;17356
"150543 OURILANDIA DO NORTE";2829;3265;3202;3314;6477;5313;3319;1665;843;421;129;30777
"150548 PACAJA";4599;4875;4534;4771;8305;6755;4657;3186;1929;929;279;44819
"150549 PALESTINA DO PARA";725;762;767;702;1358;1112;792;630;456;217;96;7617
"150550 PARAGOMINAS";10555;11228;11532;11759;20779;17796;11566;6723;3621;1522;528;107609
"150553 PARAUAPEBAS";17852;19072;18676;20075;40099;34274;19047;10548;4571;1801;643;186658
"150555 PAU D'ARCO";490;535;538;580;1062;822;721;453;338;183;57;5779
"150560 PEIXE-BOI";628;684;762;763;1379;1231;929;747;500;275;164;8062
"150563 PICARRA";1243;1273;1297;1367;2224;1950;1570;1030;651;291;94;12990
"150565 PLACAS";2957;3092;3114;2873;5237;4735;2793;1866;1017;441;95;28220
"150570 PONTA DE PEDRAS";2902;3137;3171;2988;5508;4240;3020;2107;1168;607;332;29180
"150580 PORTEL";8582;8067;7573;7093;9876;7085;4427;2647;1755;897;364;58366
"150590 PORTO DE MOZ";5296;5328;4811;4676;7129;4707;3076;1673;931;575;219;38421
"150600 PRAINHA";3374;3343;3559;3549;5210;4010;2941;1985;1134;611;230;29946
"150610 PRIMAVERA";837;881;1073;1060;1912;1562;1196;892;652;430;197;10692
"150611 QUATIPURU";1121;1175;1449;1320;2370;2029;1417;1094;663;400;186;13224
"150613 REDENCAO";6595;7454;7860;8368;15012;13244;10068;6679;3727;1912;703;81622
"150616 RIO MARIA";1372;1544;1643;1675;3256;2973;2325;1652;1034;516;173;18163
"150618 RONDON DO PARA";4024;4656;4873;4959;9346;8476;6055;4192;2375;1145;436;50537
"150619 RUROPOLIS";4525;4747;4951;4914;8899;7449;4808;3186;1910;809;276;46474
"150620 SALINOPOLIS";3361;3599;3825;4107;7531;6272;4601;2993;1953;1036;392;39670
"150630 SALVATERRA";2006;2124;2208;2281;4269;3218;2592;1759;1089;598;292;22436
"150635 SANTA BARBARA DO PARA";1694;1808;1905;2062;3551;3052;2387;1493;966;468;189;19575
"150640 SANTA CRUZ DO ARARI";785;836;885;971;1914;1554;1030;717;377;222;79;9370
"150650 SANTA IZABEL DO PARA";4970;5580;6189;6677;13229;11812;8195;4857;2893;1539;633;66574
"150655 SANTA LUZIA DO PARA";1837;1927;2096;2135;3729;2841;2047;1458;946;590;260;19866
"150658 SANTA MARIA DAS BARREIRAS";1735;1802;1912;1886;3071;3029;2535;1904;1274;515;152;19815
"150660 SANTA MARIA DO PARA";1823;2035;2338;2248;4373;3918;3116;2048;1307;772;336;24314
"150670 SANTANA DO ARAGUAIA";5786;6270;7103;7610;13002;11440;7359;4279;2207;984;243;66283
"150680 SANTAREM";26576;29948;30200;29650;54897;45157;32208;22934;14138;7688;3485;296881
"150690 SANTAREM NOVO";640;660;622;708;1175;998;651;453;341;198;83;6529
"150700 SANTO ANTONIO DO TAUA";2680;2876;2826;2977;5514;4624;3308;2296;1457;837;309;29704
"150710 SAO CAETANO DE ODIVELAS";1539;1622;1692;1758;3232;2630;1988;1420;1015;606;227;17729
"150715 SAO DOMINGOS DO ARAGUAIA";2359;2503;2523;2495;4277;3703;2564;1799;1395;824;316;24758
"150720 SAO DOMINGOS DO CAPIM";3842;3890;3577;3480;5453;4153;2878;1723;1319;772;293;31380
"150730 SAO FELIX DO XINGU";9370;9114;11114;11766;23966;22284;14366;7080;3098;1153;262;113573
"150740 SAO FRANCISCO DO PARA";1219;1366;1451;1493;2753;2461;1785;1390;966;571;230;15685
"150745 SAO GERALDO DO ARAGUAIA";2287;2435;2469;2607;4510;3948;2878;1964;1319;706;301;25424
"150746 SAO JOAO DA PONTA";588;589;561;534;1055;812;622;466;305;194;94;5820
"150747 SAO JOAO DE PIRABAS";2047;2121;2212;2267;4136;3197;2250;1672;1226;747;358;22233
"150750 SAO JOAO DO ARAGUAIA";1358;1490;1388;1420;2353;1931;1422;1143;755;365;147;13772
"150760 SAO MIGUEL DO GUAMA";5360;5777;6037;5888;10315;8508;5963;3880;2537;1438;646;56349
"150770 SAO SEBASTIAO DA BOA VISTA";2809;2974;2869;2709;4860;3506;2293;1531;898;568;264;25281
"150775 SAPUCAIA";444;501;536;579;1033;881;725;494;265;111;36;5605
"150780 SENADOR JOSE PORFIRIO";1416;1371;1320;1382;2037;1766;1340;997;502;199;53;12383
"150790 SOURE";2160;2349;2321;2470;4516;3677;2817;1993;1252;712;330;24597
"150795 TAILANDIA";9574;9719;11234;11671;19800;16365;8756;4559;2455;1168;314;95615
"150796 TERRA ALTA";993;1043;1079;1200;1973;1658;1285;846;598;373;155;11203
"150797 TERRA SANTA";1662;1791;1958;1925;3271;2827;1872;1306;870;467;217;18166
"150800 TOME-ACU";6486;6812;6432;6420;11311;9057;6292;3801;2505;1440;514;61070
"150803 TRACUATEUA";3029;3187;3056;3093;5535;4261;2978;2090;1372;770;374;29745
"150805 TRAIRAO";1816;1764;1775;1874;3531;3126;1911;1335;750;298;80;18260
"150808 TUCUMA";3291;3645;3520;3628;7430;6221;4264;2863;1595;758;210;37425
"150810 TUCURUI";9924;11364;11312;11421;20895;17198;11140;7627;4176;1879;666;107602
"150812 ULIANOPOLIS";5310;5391;5908;6094;10613;8290;5680;3184;1561;680;173;52884
"150815 URUARA";4387;4971;4746;4812;8505;7383;4766;3118;1808;871;274;45641
"150820 VIGIA";4320;4725;4918;4960;9831;8330;5850;3947;2693;1482;647;51703
"150830 VISEU";7261;7101;6853;6572;10842;8024;5269;3731;2450;1308;573;59984
