"Municipio";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110037 ALTO ALEGRE DOS PARECIS";1437;1548;1552;1276;2366;2014;1291;819;506;188;41;13038
"110040 ALTO PARAISO";1629;1736;1668;1509;2804;2321;1632;1011;635;258;58;15261
"110045 BURITIS";3362;3405;3334;3136;5785;4277;3006;1754;932;284;58;29333
"110050 NOVO HORIZONTE DO OESTE";1132;1239;1262;1164;2158;1733;1288;800;554;224;54;11608
"110060 CACAULANDIA";608;621;607;563;1041;830;607;398;258;101;25;5659
"110070 CAMPO NOVO DE RONDONIA";1462;1466;1391;1315;2261;1787;1278;750;390;140;31;12271
"110080 CANDEIAS DO JAMARI";1999;2014;1903;1760;2992;2225;1645;1087;540;242;68;16475
"110090 CASTANHEIRAS";354;426;441;395;688;621;429;335;214;84;24;4011
"110092 CHUPINGUAIA";793;795;794;727;1297;1056;705;417;242;80;19;6925
"110094 CUJUBIM";1326;1346;1282;1103;2179;1552;1101;652;313;102;23;10979
"110100 GOVERNADOR JORGE TEIXEIRA";1276;1448;1442;1352;2282;1783;1273;849;515;220;59;12499
"110110 ITAPUA DO OESTE";963;938;893;802;1304;1047;829;547;314;111;30;7778
"110120 MINISTRO ANDREAZZA";1152;1248;1290;1147;2020;1670;1116;731;464;227;71;11136
"110130 MIRANTE DA SERRA";1286;1450;1452;1330;2378;1803;1353;860;567;295;82;12856
"110140 MONTE NEGRO";1489;1577;1500;1373;2527;1932;1399;917;582;239;47;13582
"110143 NOVA UNIAO";827;971;940;804;1512;1192;813;517;322;128;47;8073
"110145 PARECIS";494;476;483;479;745;594;468;274;165;57;15;4250
"110146 PIMENTEIRAS DO OESTE";310;281;290;242;450;347;259;166;94;36;10;2485
"110147 PRIMAVERA DE RONDONIA";371;441;420;398;724;607;463;299;204;85;31;4043
"110148 SAO FELIPE D'OESTE";608;672;691;668;1277;975;789;538;332;142;41;6733
"110149 SAO FRANCISCO DO GUAPORE";1647;1744;1667;1468;2611;2099;1404;858;468;163;28;14157
"110150 SERINGUEIRAS";1242;1478;1438;1230;2180;1765;1249;709;443;164;26;11924
"110155 TEIXEIROPOLIS";488;566;599;569;972;813;567;366;268;152;45;5405
"110160 THEOBROMA";1154;1223;1193;1144;2165;1548;1203;817;491;174;48;11160
"110170 URUPA";1426;1558;1599;1553;2734;1882;1560;1081;616;240;80;14329
"110175 VALE DO ANARI";945;1011;978;901;1603;1165;925;598;385;133;24;8668
"110180 VALE DO PARAISO";872;1019;1032;954;1750;1423;1014;637;395;184;38;9318
"120001 ACRELANDIA";1490;1510;1317;1172;1908;1379;991;681;385;177;38;11048
"120005 ASSIS BRASIL";838;682;655;588;946;640;419;256;164;94;41;5323
"120010 BRASILEIA";2392;2372;2133;2012;3340;2460;1634;1091;695;361;140;18630
"120013 BUJARI";1047;1010;863;799;1338;903;656;487;245;120;35;7503
"120017 CAPIXABA";941;966;827;640;1065;909;657;413;234;103;36;6791
"120020 CRUZEIRO DO SUL";11153;10752;9085;8579;14462;8441;5503;3651;2441;1210;582;75859
"120025 EPITACIOLANDIA";1720;1677;1526;1397;2347;1821;1162;746;487;277;110;13270
"120030 FEIJO";5801;4730;4329;3673;5547;3651;2184;1426;905;482;187;32915
"120032 JORDAO";1207;979;762;618;859;482;280;147;92;50;26;5502
"120033 MANCIO LIMA";2121;1845;1626;1502;2384;1315;929;585;398;164;85;12954
"120034 MANOEL URBANO";1245;1097;923;799;1287;726;509;311;216;111;45;7269
"120035 MARECHAL THAUMATURGO";2269;1853;1586;1269;1800;1000;588;352;221;103;40;11081
"120038 PLACIDO DE CASTRO";2332;2104;1847;1683;2806;2041;1473;952;594;324;109;16265
"120039 PORTO WALTER";1617;1173;935;820;1226;656;398;236;162;74;24;7321
"120040 RIO BRANCO";35890;35234;32486;31415;58138;42395;28565;16989;9160;4962;2321;297555
"120042 RODRIGUES ALVES";2001;1816;1432;1231;2019;1160;705;491;309;130;56;11350
"120043 SANTA ROSA DO PURUS";719;535;494;405;523;298;181;99;62;28;11;3355
"120045 SENADOR GUIOMARD";2551;2424;2137;2040;3428;2454;1748;1172;736;382;138;19210
"120050 SENA MADUREIRA";4801;4800;4212;3770;6300;3683;2566;1746;1120;622;286;33906
"120060 TARAUACA";5886;4786;4074;3531;5352;3230;2128;1393;939;510;220;32049
"120070 XAPURI";1932;1877;1714;1498;2473;1752;1252;875;559;352;134;14418
"120080 PORTO ACRE";1730;1705;1484;1300;2142;1619;1128;799;497;254;80;12738
"130002 ALVARAES";2369;2110;1777;1500;2217;1305;827;519;368;163;47;13202
"130006 AMATURA";1259;1243;1136;965;1467;926;593;348;247;107;53;8344
"130008 ANAMA";1125;1210;1039;978;1496;939;574;342;303;131;52;8189
"130010 ANORI";1860;1977;1695;1608;2533;1540;957;608;467;237;114;13596
"130014 APUI";1722;2002;1921;1918;2899;2138;1637;974;452;150;36;15849
"130020 ATALAIA DO NORTE";1892;1890;1770;1532;2095;1401;812;469;301;137;42;12341
"130030 AUTAZES";4232;4026;3440;3137;4719;3152;2170;1398;964;545;257;28040
"130040 BARCELOS";2992;3457;3543;3284;4435;3157;2073;1244;770;315;72;25342
"130050 BARREIRINHA";4212;3849;3185;2771;4009;2501;1765;1121;844;495;259;25011
"130060 BENJAMIN CONSTANT";4613;4032;3526;3197;4773;3000;1990;1190;913;465;166;27865
"130063 BERURI";2262;2092;1667;1469;2178;1288;886;552;397;213;81;13085
"130068 BOA VISTA DO RAMOS";1909;1921;1641;1465;2108;1335;917;558;376;197;110;12537
"130070 BOCA DO ACRE";3830;3992;3500;3298;5413;3406;2285;1556;1086;527;209;29102
"130080 BORBA";4834;4795;4323;3769;5459;3188;2187;1428;1013;528;294;31818
"130083 CAAPIRANGA";1410;1457;1243;1135;1836;1118;709;493;290;145;41;9877
"130090 CANUTAMA";1625;1682;1658;1539;2431;1524;1076;669;397;164;44;12809
"130100 CARAUARI";3756;3950;3309;2915;4346;2622;1715;1093;696;346;139;24887
"130110 CAREIRO";3845;3795;3626;3472;5736;3825;2592;1661;1048;513;146;30259
"130115 CAREIRO DA VARZEA";2378;2567;2313;2163;3682;2710;1808;1234;904;434;156;20349
"130120 COARI";9941;10892;9700;8765;13398;7873;5058;3200;1972;979;382;72160
"130130 CODAJAS";2593;3001;2692;2475;3772;2170;1484;939;625;327;125;20203
"130140 EIRUNEPE";4444;4143;3893;3420;5112;2877;2003;1224;801;402;168;28487
"130150 ENVIRA";2246;2247;1905;1700;2684;1496;896;504;370;201;64;14313
"130160 FONTE BOA";4459;4014;3700;3219;4745;2927;1793;1146;751;314;147;27215
"130165 GUAJARA";1919;2144;1763;1464;2147;1297;819;477;324;151;55;12560
"130170 HUMAITA";4697;5633;4828;4463;7029;4405;2980;1962;1259;651;247;38154
"130180 IPIXUNA";3320;2850;2320;2076;3109;1726;1136;622;390;174;100;17823
"130185 IRANDUBA";5054;4928;4205;3978;7021;4526;3009;1977;1357;638;226;36919
"130190 ITACOATIARA";10637;10609;9268;8777;14801;9496;6671;4360;2911;1475;656;79661
"130195 ITAMARATI";1408;1376;1181;1020;1516;847;509;322;154;78;29;8440
"130200 ITAPIRANGA";1015;1087;983;894;1386;874;639;433;311;138;75;7835
"130210 JAPURA";1697;1526;1457;1279;2084;1270;697;359;273;103;13;10758
"130220 JURUA";1332;1396;1098;989;1503;877;547;325;216;114;44;8441
"130230 JUTAI";4096;3434;2976;2460;3345;2008;1244;793;502;231;70;21159
"130240 LABREA";4753;4783;4145;3957;5957;3527;2583;1623;1058;557;196;33139
"130250 MANACAPURU";10540;11049;9769;9182;14653;9092;6222;3998;2892;1486;599;79482
"130255 MANAQUIRI";2340;2275;2010;1950;3009;2031;1440;917;660;335;119;17086
"130260 MANAUS";169484;180444;167677;165729;331832;245524;165831;91092;47141;23176;9452;1597382
"130270 MANICORE";5678;5986;5574;5098;7561;4708;3332;2113;1431;708;325;42514
"130280 MARAA";2875;2567;2465;2259;3205;1889;1139;624;400;158;53;17634
"130290 MAUES";7349;6618;5672;5270;7585;4583;3650;2221;1464;1030;422;45864
"130300 NHAMUNDA";2232;2353;2199;2006;2996;1803;1282;815;677;353;161;16877
"130310 NOVA OLINDA DO NORTE";3640;3992;3727;3180;4711;2930;2091;1189;789;538;286;27073
"130320 NOVO AIRAO";1678;1538;1519;1436;2136;1346;958;595;419;214;82;11921
"130330 NOVO ARIPUANA";2493;2813;2568;2304;3442;2141;1442;904;662;327;156;19252
"130340 PARINTINS";13220;13630;12020;11072;17374;10796;7883;4970;3291;1914;771;96941
"130350 PAUINI";2935;2632;2334;2183;3300;1796;1264;737;453;207;60;17901
"130353 PRESIDENTE FIGUEIREDO";2774;2872;2458;2205;3930;3050;2263;1323;588;214;68;21745
"130356 RIO PRETO DA EVA";2596;2727;2627;2381;4072;2999;1888;1070;617;240;54;21271
"130360 SANTA ISABEL DO RIO NEGRO";2533;1995;1729;1459;2225;1545;931;664;494;215;82;13872
"130370 SANTO ANTONIO DO ICA";4480;4066;3965;3456;4618;2736;1897;1086;581;285;142;27312
"130380 SAO GABRIEL DA CACHOEIRA";5010;4652;3978;3481;5850;4244;2769;1856;1173;559;256;33828
"130390 SAO PAULO DE OLIVENCA";4284;4133;3670;3162;4536;3065;1808;1063;769;369;132;26991
"130395 SAO SEBASTIAO DO UATUMA";1264;1366;1144;1008;1582;943;604;418;252;118;57;8756
"130400 SILVES";1270;1195;1037;866;1363;894;691;428;257;168;54;8223
"130406 TABATINGA";6803;6309;5575;5078;8090;5327;3408;1924;1211;604;246;44575
"130410 TAPAUA";2895;2995;2849;2471;3464;1955;1337;742;408;202;84;19402
"130420 TEFE";9686;9184;8134;7703;12162;7123;4604;2932;1836;888;389;64641
"130423 TONANTINS";2732;2630;2328;1930;2709;1733;1048;650;433;229;65;16487
"130426 UARINI";1913;1668;1502;1344;1981;1170;704;444;242;131;44;11143
"130430 URUCARA";2688;2560;2332;2045;3134;2118;1407;922;610;303;134;18253
"130440 URUCURITUBA";2055;2146;1975;1802;2469;1491;1146;728;504;273;206;14795
"140002 AMAJARI";1319;985;843;666;1029;823;594;401;234;109;46;7049
"140005 ALTO ALEGRE";3247;2028;1990;2064;2965;2188;1567;888;491;212;108;17748
"140010 BOA VISTA";27092;29195;27015;25139;48864;35211;24104;12630;5923;2908;1108;239189
"140015 BONFIM";1773;1527;1298;965;1590;1221;800;561;267;150;51;10203
"140017 CANTA";1574;1505;1219;1043;1739;1357;1124;778;404;131;55;10929
"140020 CARACARAI";2161;2320;1956;1718;2925;1980;1508;924;527;213;57;16289
"140023 CAROEBE";895;822;808;777;1282;834;653;384;228;98;25;6806
"140028 IRACEMA";832;861;755;710;1168;795;627;391;226;82;29;6476
"140030 MUCAJAI";1614;1596;1443;1386;2394;1657;1280;830;499;186;63;12948
"140040 NORMANDIA";1486;1145;958;763;1129;785;515;323;177;93;43;7417
"140045 PACARAIMA";1465;1289;1037;869;1409;1026;705;420;185;96;47;8548
"140047 RORAINOPOLIS";2392;2716;2564;2465;3839;2469;2057;1234;579;220;55;20590
"140050 SAO JOAO DA BALIZA";740;773;663;657;1171;732;513;352;196;71;23;5891
"140060 SAO LUIZ";592;712;730;733;1217;733;634;379;176;87;27;6020
"140070 UIRAMUTA";1539;1144;937;726;1039;679;424;226;153;76;37;6980
"150010 ABAETETUBA";14988;16977;16589;15623;25029;16231;10950;7243;4575;2283;1167;131655
"150013 ABEL FIGUEIREDO";786;773;725;696;1235;854;611;374;244;127;41;6466
"150020 ACARA";7669;7491;6917;6213;9330;6559;4026;2683;1905;965;380;54138
"150030 AFUA";5256;5237;4432;3709;5419;3390;2188;1393;926;480;214;32644
"150034 AGUA AZUL DO NORTE";2344;2635;2772;2801;5014;3775;2316;1285;719;227;49;23937
"150040 ALENQUER";7458;7119;6221;5570;8818;5320;3982;2871;2061;1195;458;51073
"150050 ALMEIRIM";4849;4600;4247;3862;6187;4526;3185;1699;934;471;164;34724
"150060 ALTAMIRA";10343;10457;9872;9748;17244;12330;8732;5062;2873;1533;495;88689
"150070 ANAJAS";3821;3448;2920;2520;3571;2116;1328;856;528;316;118;21542
"150080 ANANINDEUA";43639;46931;45305;45567;88500;69468;48463;27817;13343;5998;2343;437374
"150085 ANAPU";2077;1851;1830;1721;2616;1667;1186;790;449;160;33;14380
"150090 AUGUSTO CORREA";5507;5302;4752;4303;6171;3922;2732;1973;1329;739;341;37071
"150095 AURORA DO PARA";2906;3293;2981;2783;4094;2660;1763;1271;828;395;174;23148
"150100 AVEIRO";2469;2412;2047;1712;2520;1661;1345;908;633;263;105;16075
"150110 BAGRE";3032;3097;2599;2214;3080;1782;1055;727;418;233;144;18381
"150120 BAIAO";3646;3928;3575;3384;5229;3216;2134;1555;1001;492;207;28367
"150125 BANNACH";488;438;379;377;702;524;392;249;135;39;10;3733
"150130 BARCARENA";9951;10161;9713;9455;15248;10652;7480;4029;2172;1056;559;80476
"150140 BELEM";122564;129080;128222;134067;272017;215965;157469;99948;59290;31092;13103;1362817
"150145 BELTERRA";2073;2068;1800;1605;2696;1809;1395;1006;777;376;112;15717
"150150 BENEVIDES";4812;5232;4924;4633;8564;6229;4069;2366;1468;734;295;43326
"150157 BOM JESUS DO TOCANTINS";1710;1761;1676;1542;2632;1837;1305;925;565;315;119;14387
"150160 BONITO";1486;1383;1413;1366;2280;1419;941;646;404;254;103;11695
"150170 BRAGANCA";13069;13173;12548;12181;19084;12403;8648;6017;4056;2386;976;104541
"150172 BRASIL NOVO";1999;2012;1942;1854;3125;2337;1678;1020;672;309;70;17018
"150175 BREJO GRANDE DO ARAGUAIA";989;972;906;861;1359;901;697;449;278;137;54;7603
"150178 BREU BRANCO";5816;5953;5191;4865;7484;4819;3469;2234;1293;529;161;41814
"150180 BREVES";14150;13738;11361;9992;14969;8986;6013;3921;2394;1369;802;87695
"150190 BUJARU";3246;3229;2988;2646;4073;2809;1754;1263;916;455;195;23574
"150195 CACHOEIRA DO PIRIA";3183;2852;2675;2485;3547;2497;1572;916;555;195;57;20534
"150200 CACHOEIRA DO ARARI";2326;2379;2260;2125;3118;2135;1518;965;725;446;185;18182
"150210 CAMETA";15025;15270;14071;13343;19312;11622;7967;5914;4086;2257;1243;110110
"150215 CANAA DOS CARAJAS";2194;2038;2089;2136;3561;2481;1641;962;572;198;38;17910
"150220 CAPANEMA";6451;6781;6569;6857;11820;8193;6029;3908;2613;1555;641;61417
"150230 CAPITAO POCO";6173;6930;6587;6117;9424;6401;4260;2773;1973;1012;356;52006
"150240 CASTANHAL";16677;17276;17037;17184;30469;22302;14935;9138;5546;2788;1139;154491
"150250 CHAVES";3058;2724;2578;2164;3218;2118;1414;989;648;321;133;19365
"150260 COLARES";1438;1375;1356;1265;1906;1297;933;714;539;293;119;11235
"150270 CONCEICAO DO ARAGUAIA";5161;5389;4879;4579;8249;6024;4476;3159;2117;1040;398;45471
"150275 CONCORDIA DO PARA";3378;3270;3185;2920;4435;2888;1743;1247;849;490;191;24596
"150276 CUMARU DO NORTE";1071;929;879;786;1471;1241;898;498;201;47;20;8041
"150277 CURIONOPOLIS";2387;2467;2330;2103;3172;2227;2026;1355;939;407;89;19502
"150280 CURRALINHO";4156;3895;3270;2816;4097;2246;1464;993;695;301;237;24170
"150285 CURUA";1630;1544;1384;1280;1799;1090;833;532;376;193;95;10756
"150290 CURUCA";3626;3742;3512;3387;5216;3445;2630;1909;1532;900;411;30310
"150293 DOM ELISEU";5848;5952;5414;5282;8886;6008;4118;2227;1202;503;148;45588
"150295 ELDORADO DOS CARAJAS";4314;4276;3799;3615;5335;3797;2834;1828;1070;374;84;31326
"150300 FARO";1435;1344;1265;1058;1569;1045;749;471;333;177;72;9518
"150304 FLORESTA DO ARAGUAIA";2007;2012;1872;1807;2920;2090;1506;965;631;257;77;16144
"150307 GARRAFAO DO NORTE";3387;3743;3432;2992;4358;2862;1791;1271;865;395;121;25217
"150309 GOIANESIA DO PARA";3713;3710;3508;3533;5707;3667;2438;1508;866;311;84;29045
"150310 GURUPA";4182;4065;3495;3029;4401;2726;1796;1176;812;393;171;26246
"150320 IGARAPE-ACU";3790;4191;4205;3965;6299;4304;3106;2164;1531;848;345;34748
"150330 IGARAPE-MIRI";7575;7299;7232;6790;10276;6257;4329;2993;1950;1048;588;56337
"150340 INHANGAPI";1032;1124;1067;1061;1555;1083;775;527;369;213;80;8886
"150345 IPIXUNA DO PARA";4334;4919;4524;4196;6531;4313;2536;1709;930;335;112;34439
"150350 IRITUIA";4164;4020;3801;3679;5667;3602;2422;1937;1313;736;356;31697
"150360 ITAITUBA";11690;12733;11528;10917;17980;13392;9968;5485;2998;1335;432;98458
"150370 ITUPIRANGA";7271;6968;6323;5951;9059;5873;4377;2975;1887;753;215;51652
"150375 JACAREACANGA";2955;2342;2033;2010;3516;3521;2385;1053;479;132;38;20464
"150380 JACUNDA";5398;5694;5545;5465;9068;6177;3919;2430;1556;718;248;46218
"150390 JURUTI";6078;5752;5138;4673;6502;3636;2690;1920;1259;782;340;38770
"150400 LIMOEIRO DO AJURU";3240;3434;3025;2657;3853;2474;1529;984;639;341;226;22402
"150405 MAE DO RIO";3346;3342;3132;3068;5105;3483;2215;1539;1045;590;249;27114
"150410 MAGALHAES BARATA";1021;999;965;908;1367;831;675;550;391;251;120;8078
"150420 MARABA";25485;23987;23105;23482;39016;26661;18412;10397;5985;2863;964;200357
"150430 MARACANA";3498;3853;3594;3191;4664;3169;2394;1786;1372;745;387;28653
"150440 MARAPANIM";2929;3289;3125;2866;4393;2986;2299;1740;1407;765;383;26182
"150442 MARITUBA";10040;10670;10133;9871;18498;13906;8560;4842;2583;1203;454;90760
"150445 MEDICILANDIA";2935;3027;2993;2770;4658;3179;2281;1417;792;348;75;24475
"150450 MELGACO";4179;3826;3286;2805;3847;2245;1336;798;489;269;137;23217
"150460 MOCAJUBA";3259;3314;3006;2830;4058;2580;1696;1288;940;504;241;23716
"150470 MOJU";8819;8557;8121;7407;11124;6898;4540;2983;1920;877;355;61601
"150475 MOJUI DOS CAMPOS";1612;1802;1672;1546;2508;1704;1254;944;662;369;130;14203
"150480 MONTE ALEGRE";6711;7415;6724;6071;9795;6581;4769;3332;2343;1349;500;55590
"150490 MUANA";4112;4039;3825;3449;5439;3397;2321;1482;985;556;249;29854
"150495 NOVA ESPERANCA DO PIRIA";3015;3067;2686;2351;3575;2322;1344;871;515;151;40;19937
"150497 NOVA IPIXUNA";1712;1730;1591;1472;2451;1539;1178;868;518;235;69;13363
"150500 NOVA TIMBOTEUA";1318;1340;1330;1383;2420;1644;1190;888;642;372;145;12672
"150503 NOVO PROGRESSO";2822;2485;2388;2460;4694;5024;3527;1537;552;174;30;25693
"150506 NOVO REPARTIMENTO";7173;6927;6453;6008;9334;5885;4358;2906;1678;644;150;51516
"150510 OBIDOS";6865;6148;5652;5335;8827;5525;3981;2954;2102;1060;495;48944
"150520 OEIRAS DO PARA";4495;4102;3364;2996;4449;2605;1610;1207;747;324;244;26143
"150530 ORIXIMINA";7982;7463;6561;6222;10104;6332;4694;3013;1945;1022;422;55760
"150540 OUREM";1901;1971;1876;1791;2833;1840;1273;915;678;361;156;15595
"150543 OURILANDIA DO NORTE";2761;2635;2893;2780;4503;3328;2128;1269;732;256;52;23337
"150548 PACAJA";4683;4482;4375;4060;6139;3932;2872;1961;1244;487;130;34365
"150549 PALESTINA DO PARA";951;936;951;855;1409;883;655;525;327;172;53;7717
"150550 PARAGOMINAS";11538;11420;10395;10318;17182;12104;7535;4060;1973;783;253;87561
"150553 PARAUAPEBAS";13730;13421;13015;13305;21779;15294;9835;4585;2236;937;251;108388
"150555 PAU D'ARCO";782;852;805;765;1231;910;598;444;289;142;35;6853
"150560 PEIXE-BOI";850;904;873;891;1451;987;778;548;392;241;93;8008
"150563 PICARRA";1666;1710;1491;1431;2375;1745;1176;781;437;161;50;13023
"150565 PLACAS";2527;2273;2175;2173;3485;2163;1609;1010;574;195;37;18221
"150570 PONTA DE PEDRAS";2891;2836;2747;2583;3985;2653;1945;1160;784;515;193;22292
"150580 PORTEL";8285;7398;5886;5127;7367;4256;2761;1916;1185;528;344;45053
"150590 PORTO DE MOZ";4966;4565;3944;3322;4816;2997;1751;1038;737;318;136;28590
"150600 PRAINHA";4550;4667;3972;3469;5160;3374;2270;1336;898;398;141;30235
"150610 PRIMAVERA";1108;1294;1216;1171;1775;1200;842;634;509;295;168;10212
"150611 QUATIPURU";1354;1547;1447;1320;2165;1314;1034;707;545;282;121;11836
"150613 REDENCAO";7942;8446;7711;7539;13586;10332;7060;3905;2276;1032;336;70165
"150616 RIO MARIA";1916;1964;1887;2007;3392;2584;1877;1238;760;321;107;18053
"150618 RONDON DO PARA";4918;5024;4917;4919;8741;6089;4271;2599;1526;700;244;43948
"150619 RUROPOLIS";4078;4054;3875;3869;5940;3673;2830;1868;1052;477;145;31861
"150620 SALINOPOLIS";4160;4609;4365;4239;6697;4603;3029;2073;1328;631;297;36031
"150630 SALVATERRA";2060;2235;2162;1933;3009;2213;1545;1103;779;433;199;17671
"150635 SANTA BARBARA DO PARA";1644;1769;1595;1594;2624;1945;1220;821;542;254;118;14126
"150640 SANTA CRUZ DO ARARI";698;804;848;751;1275;830;586;360;280;147;47;6626
"150650 SANTA IZABEL DO PARA";5346;5776;5913;5839;10315;7410;4594;2898;1849;934;397;51271
"150655 SANTA LUZIA DO PARA";2487;2772;2493;2370;3541;2273;1603;1059;749;413;171;19931
"150658 SANTA MARIA DAS BARREIRAS";1660;1643;1423;1377;2384;1914;1534;1086;581;222;75;13899
"150660 SANTA MARIA DO PARA";2287;2466;2498;2454;4280;3141;2117;1367;958;554;210;22332
"150670 SANTANA DO ARAGUAIA";4950;5146;4965;4822;8296;6120;4181;2428;1201;408;108;42625
"150680 SANTAREM";32812;32752;31251;30297;50467;33445;24282;15738;10066;5569;2289;268968
"150690 SANTAREM NOVO";743;805;714;682;1039;635;459;353;257;133;59;5879
"150700 SANTO ANTONIO DO TAUA";2723;2848;2734;2644;4309;2836;1983;1449;1021;492;227;23266
"150710 SAO CAETANO DE ODIVELAS";1911;2062;1984;1905;2943;1970;1403;1056;778;393;158;16563
"150715 SAO DOMINGOS DO ARAGUAIA";2774;2812;2623;2447;4068;2495;1787;1338;943;422;158;21867
"150720 SAO DOMINGOS DO CAPIM";4623;4270;3666;3333;4966;3066;1955;1533;1048;482;234;29176
"150730 SAO FELIX DO XINGU";6181;7500;7150;7450;11936;8449;5418;3195;1630;558;123;59590
"150740 SAO FRANCISCO DO PARA";1594;1700;1662;1664;2867;1910;1389;977;698;371;141;14973
"150745 SAO GERALDO DO ARAGUAIA";3341;3467;3154;3117;5100;3433;2501;1627;1066;541;169;27516
"150746 SAO JOAO DA PONTA";580;569;574;526;765;501;401;294;253;137;65;4665
"150747 SAO JOAO DE PIRABAS";2329;2437;2416;2248;3314;2084;1593;1209;919;482;263;19294
"150750 SAO JOAO DO ARAGUAIA";1821;1698;1553;1452;2207;1502;1149;804;477;222;76;12961
"150760 SAO MIGUEL DO GUAMA";5982;6021;5545;5261;8663;5723;3821;2665;1749;888;483;46801
"150770 SAO SEBASTIAO DA BOA VISTA";2974;2838;2669;2480;3591;2170;1472;933;689;351;192;20359
"150775 SAPUCAIA";507;519;498;512;798;666;470;257;133;52;16;4428
"150780 SENADOR JOSE PORFIRIO";2353;2130;1892;1643;2567;1898;1264;691;371;156;44;15009
"150790 SOURE";2531;2618;2570;2392;3834;2760;1987;1346;950;554;242;21784
"150795 TAILANDIA";7288;8011;7447;6820;11409;7491;4115;2326;1276;474;129;56786
"150796 TERRA ALTA";1074;1248;1117;1028;1631;1128;750;583;445;236;91;9331
"150797 TERRA SANTA";1980;2115;1932;1857;3046;1772;1256;891;613;386;135;15983
"150800 TOME-ACU";7313;6967;6599;5996;9712;6295;4037;2696;1770;770;306;52461
"150803 TRACUATEUA";3319;3308;3166;2998;4438;2755;2054;1440;1061;590;222;25351
"150805 TRAIRAO";2080;2026;2009;1902;2902;1867;1429;808;416;151;30;15620
"150808 TUCUMA";3447;3370;3482;3412;5582;4103;3031;1717;948;365;84;29541
"150810 TUCURUI";10660;10419;9865;9886;16845;11439;8184;4545;2369;1071;385;85668
"150812 ULIANOPOLIS";3937;3930;3750;3506;5939;4228;2673;1193;611;157;56;29980
"150815 URUARA";5878;5443;5423;5317;9065;6140;4144;2565;1533;568;165;46241
"150820 VIGIA";4943;5150;5212;5120;8368;5578;3936;2837;1940;944;496;44524
"150830 VISEU";8542;7969;7141;6494;8933;5414;4083;2837;1923;1106;405;54847
"150835 VITORIA DO XINGU";1424;1520;1566;1490;2369;1585;1055;670;456;209;67;12411
"150840 XINGUARA";4382;4374;4230;4314;7334;5559;3865;2235;1356;611;175;38435
"160005 SERRA DO NAVIO";587;530;447;423;728;506;330;183;93;35;13;3875
"160010 AMAPA";1124;1086;947;908;1401;927;611;376;242;116;51;7789
