"Municipio";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"120042 RODRIGUES ALVES";2421;2251;2302;2174;3082;2440;1638;898;511;266;91;18074
"120043 SANTA ROSA DO PURUS";1038;848;809;721;1138;781;417;272;105;41;11;6181
"120045 SENADOR GUIOMARD";2104;2180;2326;2287;3794;3322;2667;1811;1191;647;264;22593
"120050 SENA MADUREIRA";4512;4539;4933;4887;8274;7001;4482;2792;1710;923;446;44499
"120060 TARAUACA";5525;5542;5394;4699;7042;5161;3381;2202;1302;765;366;41379
"120070 XAPURI";1781;1834;1943;1964;3351;2744;2087;1440;899;494;232;18769
"120080 PORTO ACRE";1719;1742;1840;1870;3051;2432;2021;1422;963;558;235;17853
"130002 ALVARAES";2435;2132;1897;1709;2737;1921;1277;800;440;235;94;15677
"130006 AMATURA";1482;1372;1158;1211;2175;1552;1038;609;305;163;61;11126
"130008 ANAMA";1516;1386;1338;1400;2499;1934;1334;781;384;245;101;12918
"130010 ANORI";2435;2316;2109;2137;3863;3017;1980;1103;582;356;161;20059
"130014 APUI";1864;1740;1737;2118;4356;3712;2463;1751;970;380;96;21187
"130020 ATALAIA DO NORTE";2520;2324;2101;2065;3939;2702;1568;903;470;255;101;18948
"130030 AUTAZES";4826;4517;3985;3842;6541;4926;3751;2764;1627;880;427;38086
"130040 BARCELOS";2605;2619;2598;3138;5934;3955;2565;1961;1159;547;144;27225
"130050 BARREIRINHA";4564;4134;3553;3311;5350;3705;2605;1826;1106;640;345;31139
"130060 BENJAMIN CONSTANT";5718;5585;4896;4306;7350;5197;3418;2274;1254;707;339;41044
"130063 BERURI";2810;2497;2242;2041;3107;2270;1582;1131;653;340;160;18833
"130068 BOA VISTA DO RAMOS";2349;2209;2051;2087;3440;2363;1631;1119;633;308;161;18351
"130070 BOCA DO ACRE";3728;3603;3377;3401;5999;4933;3629;2340;1451;822;357;33640
"130080 BORBA";5222;4723;4173;4151;7454;5624;3624;2297;1435;800;459;39962
"130083 CAAPIRANGA";1566;1459;1328;1365;2330;1830;1256;734;479;235;88;12670
"130090 CANUTAMA";1538;1435;1340;1462;2786;2474;1788;1235;721;367;121;15267
"130100 CARAUARI";3555;3319;3052;3095;5150;3707;2508;1691;1001;547;231;27856
"130110 CAREIRO";3971;3931;3603;3742;6609;5533;4192;2625;1582;794;310;36892
"130115 CAREIRO DA VARZEA";2858;2837;2656;2699;5037;4212;3746;2507;1365;757;284;28958
"130120 COARI";9506;9199;8935;9398;16817;12432;7566;4618;2847;1478;641;83437
"130130 CODAJAS";3089;2862;2903;2959;5524;4304;2665;1646;924;478;201;27555
"130140 EIRUNEPE";4591;4324;3836;3545;6295;4673;2994;2035;1201;650;258;34402
"130150 ENVIRA";2570;2416;2175;2168;3597;2724;1634;975;550;318;172;19299
"130160 FONTE BOA";2591;2398;2085;2028;3372;2450;1609;1031;701;401;176;18842
"130165 GUAJARA";2113;1909;1826;1852;3016;2167;1496;962;468;241;100;16150
"130170 HUMAITA";5382;5150;5185;5736;10272;8118;5619;3769;2167;1084;426;52908
"130180 IPIXUNA";4551;3651;3192;2951;4665;4045;2300;1474;773;417;148;28167
"130185 IRANDUBA";5279;5149;4884;4739;7856;6565;5161;3511;2131;1115;446;46836
"130190 ITACOATIARA";10993;10591;9817;9736;17317;14324;10671;7161;4512;2359;1075;98556
"130195 ITAMARATI";1135;949;849;876;1503;1144;685;411;227;111;36;7926
"130200 ITAPIRANGA";989;959;909;896;1631;1257;933;670;407;233;95;8979
"130210 JAPURA";507;521;439;452;686;517;342;174;74;46;24;3782
"130220 JURUA";1893;1730;1650;1616;2626;1881;1167;685;369;205;85;13907
"130230 JUTAI";2528;2120;1717;1562;2571;1838;1164;786;506;291;112;15195
"130240 LABREA";5341;5000;4697;4621;8164;6499;4191;2936;1711;877;373;44410
"130250 MANACAPURU";10611;10378;9864;10052;17447;13712;9628;6352;3839;2205;992;95080
"130255 MANAQUIRI";3630;3468;3208;3204;5395;4348;2952;2103;1091;569;210;30178
"130260 MANAUS";175952;180687;185338;203048;388747;367521;272562;176142;97712;42155;17782;2107646
"130270 MANICORE";6221;5955;5464;5652;10412;7887;5319;3550;2032;1089;471;54052
"130280 MARAA";2458;2396;2188;2163;3530;2487;1361;829;428;227;81;18148
"130290 MAUES";8430;7797;6746;6333;10804;8013;5334;3900;2423;1113;697;61590
"130300 NHAMUNDA";2349;2180;2008;1995;3727;2984;2157;1549;871;540;261;20621
"130310 NOVA OLINDA DO NORTE";4173;3894;3722;3909;6988;5203;3488;2430;1268;583;398;36056
"130320 NOVO AIRAO";2164;2088;1839;1773;3358;2656;1913;1369;778;377;173;18488
"130330 NOVO ARIPUANA";2687;2414;2378;2574;4776;3878;2621;1720;989;544;243;24824
"130340 PARINTINS";12679;12426;11683;11637;20392;15548;11064;7813;4889;2588;1330;112049
"130350 PAUINI";2583;2440;2279;2213;3550;2702;1531;995;552;280;105;19230
"130353 PRESIDENTE FIGUEIREDO";3654;3540;3355;3695;6314;4881;3756;2803;1655;601;160;34414
"130356 RIO PRETO DA EVA";3108;2982;3012;3423;5924;4908;3768;2397;1408;656;211;31797
"130360 SANTA ISABEL DO RIO NEGRO";3836;3576;2987;2523;3927;2669;1855;1100;657;407;171;23708
"130370 SANTO ANTONIO DO ICA";3218;2917;2425;2383;4300;3090;1737;1087;677;328;173;22335
"130380 SAO GABRIEL DA CACHOEIRA";5463;5249;4868;4745;7754;5642;4157;2895;1826;1017;442;44058
"130390 SAO PAULO DE OLIVENCA";5088;4589;4077;4029;6943;5058;3323;2272;1235;782;324;37720
"130395 SAO SEBASTIAO DO UATUMA";1668;1523;1464;1492;2449;1887;1327;822;458;191;64;13345
"130400 SILVES";1180;1087;927;867;1537;1137;918;687;421;194;94;9049
"130406 TABATINGA";8047;7586;7158;6654;11503;8737;5949;3882;2112;1042;445;63115
"130410 TAPAUA";2089;1905;1780;1785;3308;2522;1563;1177;780;384;152;17445
"130420 TEFE";7539;7208;6761;6397;10889;8604;5601;3537;2210;1191;527;60464
"130423 TONANTINS";2675;2421;2077;2048;3640;2430;1462;821;499;277;114;18464
"130426 UARINI";1946;1717;1505;1414;2390;1790;1117;663;402;205;83;13232
"130430 URUCARA";2035;1926;1726;1630;2766;2062;1705;1237;785;445;195;16512
"130440 URUCURITUBA";2743;2500;2233;2240;4209;3096;2002;1439;856;437;248;22003
"140002 AMAJARI";1967;1614;1360;1227;1928;1435;1064;736;421;178;58;11988
"140005 ALTO ALEGRE";2163;2293;1798;1456;2396;1856;1402;1175;753;353;121;15766
"140010 BOA VISTA";30806;30685;31345;34136;68929;63078;42246;27117;14589;5912;2269;351112
"140015 BONFIM";1688;1492;1297;1273;2029;1411;1130;817;610;264;91;12102
"140017 CANTA";2063;1897;1663;1668;2772;2241;1978;1598;990;413;113;17396
"140020 CARACARAI";2254;2141;2064;2196;3916;3160;2361;1679;930;389;109;21199
"140023 CAROEBE";1034;986;882;870;1745;1610;1125;791;422;202;63;9730
"140028 IRACEMA";1220;1139;1027;1079;2015;1818;1311;903;479;199;57;11247
"140030 MUCAJAI";1743;1679;1581;1591;3108;2723;1988;1408;852;404;123;17200
"140040 NORMANDIA";1748;1599;1331;1235;1877;1165;753;501;342;170;78;10799
"140045 PACARAIMA";1975;1745;1462;1407;2435;1763;1330;859;489;186;72;13723
"140047 RORAINOPOLIS";2671;2652;2672;2977;5863;4991;2999;2172;1254;505;142;28898
"140050 SAO JOAO DA BALIZA";811;781;749;786;1484;1380;857;545;316;154;39;7902
"140060 SAO LUIZ";602;591;582;693;1634;1514;880;635;388;155;59;7733
"140070 UIRAMUTA";1871;1659;1347;1097;1637;1050;620;415;216;126;52;10090
"150010 ABAETETUBA";12621;13422;14437;15340;30599;25715;17896;11654;7507;3947;1725;154863
"150013 ABEL FIGUEIREDO";616;669;708;707;1293;1151;851;650;383;212;89;7329
"150020 ACARA";5692;5928;5938;5886;10278;7809;5886;3913;2287;1300;516;55433
"150030 AFUA";4691;4569;4590;4477;7185;5065;3435;2153;1338;695;304;38502
"150034 AGUA AZUL DO NORTE";1917;2037;2411;2787;5554;5364;3742;1883;875;380;100;27050
"150040 ALENQUER";6063;6119;5931;5521;9620;7821;5933;4036;2788;1585;750;56167
"150050 ALMEIRIM";3464;3627;3583;3496;6268;4850;3709;2644;1540;702;293;34176
"150060 ALTAMIRA";9100;10104;10953;11140;20487;18151;13331;9281;5525;2612;1090;111774
"150070 ANAJAS";3832;3649;3570;3269;5147;3647;2343;1413;902;460;203;28435
"150080 ANANINDEUA";34494;38678;44330;47913;93970;91790;72672;49687;29666;12565;4685;520450
"150085 ANAPU";2776;2887;2780;2654;4916;4128;2877;1788;1030;447;136;26419
"150090 AUGUSTO CORREA";5059;5038;4933;4729;8283;6258;4305;2997;1953;1036;435;45026
"150095 AURORA DO PARA";2908;2810;2956;3235;5937;4879;3366;2119;1294;687;255;30446
"150100 AVEIRO";1834;1843;1769;1750;2853;2063;1562;1198;832;460;190;16354
"150110 BAGRE";3929;3615;3458;3474;5689;4002;2447;1358;827;393;143;29335
"150120 BAIAO";4321;4329;4704;4910;8840;7312;4872;2970;1838;932;341;45369
"150125 BANNACH";288;298;300;284;504;506;440;327;238;115;35;3335
"150130 BARCARENA";10685;11286;11676;12165;23683;20153;13667;8850;4772;2068;863;119868
"150140 BELEM";87108;101403;117015;124344;247099;256401;213238;156938;100838;51081;23136;1478601
"150145 BELTERRA";1691;1677;1741;1700;2895;2432;1980;1499;1038;594;266;17513
"150150 BENEVIDES";4718;5035;5716;6036;11313;10228;7916;4993;2808;1312;549;60624
"150157 BOM JESUS DO TOCANTINS";1391;1451;1545;1645;2939;2662;2036;1494;915;433;187;16698
"150160 BONITO";1546;1570;1585;1516;2930;2716;1780;1055;646;300;142;15786
"150170 BRAGANCA";11468;12052;12478;12211;23142;19802;14074;9353;5949;3174;1463;125166
"150172 BRASIL NOVO";1260;1361;1347;1374;2598;2310;1930;1527;903;496;190;15296
"150175 BREJO GRANDE DO ARAGUAIA";660;705;716;677;1317;1092;827;646;446;217;101;7404
"150178 BREU BRANCO";6677;6595;6710;6866;12067;9558;6336;4153;2680;1311;455;63408
"150180 BREVES";12022;11869;11835;11389;18143;13449;9288;6030;4022;2031;989;101067
"150190 BUJARU";2913;2984;3091;3025;5211;4127;3104;1889;1186;710;287;28527
"150195 CACHOEIRA DO PIRIA";3939;3682;3819;3774;5995;4827;3168;1845;890;388;118;32445
"150200 CACHOEIRA DO ARARI";2166;2164;2168;2228;4290;3702;2565;1858;1076;613;329;23159
"150210 CAMETA";13821;14044;14046;13981;25807;20339;13410;8553;5959;3344;1562;134866
"150215 CANAA DOS CARAJAS";3428;3552;3552;3607;6952;6271;3984;2080;987;449;135;34997
"150220 CAPANEMA";4915;5557;6065;6214;12077;11341;8681;6220;3989;2094;1045;68198
"150230 CAPITAO POCO";4705;4851;5233;5437;10198;8393;6317;4247;2592;1442;638;54053
"150240 CASTANHAL";14685;16515;18195;18734;36972;33624;24621;16020;9571;4813;2003;195753
"150250 CHAVES";2815;2749;2666;2514;4059;3104;2252;1474;924;480;206;23243
"150260 COLARES";1105;1177;1132;1071;2013;1703;1336;1039;738;464;215;11993
"150270 CONCEICAO DO ARAGUAIA";3660;3996;4277;4366;7965;7126;6088;4546;3098;1749;732;47603
"150275 CONCORDIA DO PARA";3316;3467;3470;3365;6363;4873;3223;1966;1277;728;320;32368
"150276 CUMARU DO NORTE";1181;1155;1193;1240;2239;2225;1739;1186;525;168;30;12881
"150277 CURIONOPOLIS";1545;1657;1678;1695;3269;2467;1880;1708;1240;700;261;18100
"150280 CURRALINHO";4441;4264;4094;3796;6037;4436;2771;1657;1004;563;266;33329
"150285 CURUA";1664;1561;1586;1476;2542;2004;1325;918;526;277;118;13997
"150290 CURUCA";3394;3492;3711;3649;6747;5840;4481;3434;2225;1352;679;39004
"150293 DOM ELISEU";5176;5423;5972;6126;11128;9792;6589;4304;2294;1021;356;58181
"150295 ELDORADO DOS CARAJAS";3279;3351;3414;3386;6037;4848;3687;2830;1640;824;242;33538
"150300 FARO";826;835;833;757;1306;924;729;570;377;201;89;7447
"150304 FLORESTA DO ARAGUAIA";1780;1860;1871;1885;3675;3123;2460;1600;940;485;173;19852
"150307 GARRAFAO DO NORTE";2593;2539;2700;2776;4981;3784;2699;1787;1154;700;260;25973
"150309 GOIANESIA DO PARA";3660;3735;3780;3990;7633;6733;4421;2723;1628;714;214;39231
"150310 GURUPA";3930;3838;3889;3767;6004;4340;2925;1869;1120;656;262;32600
"150320 IGARAPE-ACU";2986;3222;3498;3629;7154;6117;4493;3296;2193;1226;551;38365
"150330 IGARAPE-MIRI";6171;6438;6301;6046;11584;9547;6503;4243;2866;1545;761;62005
"150340 INHANGAPI";974;1021;1093;1086;2135;1783;1305;956;594;318;139;11404
"150345 IPIXUNA DO PARA";5924;5788;6440;7244;12573;10391;6392;3285;1764;814;214;60829
"150350 IRITUIA";3096;3207;3232;3096;5606;4751;3607;2447;1849;1075;491;32457
"150360 ITAITUBA";8223;8840;9685;10532;19263;15714;11477;8746;5179;2390;895;100944
"150370 ITUPIRANGA";5403;5506;5487;5488;9547;7838;5699;3970;2511;1221;423;53093
"150375 JACAREACANGA";950;1048;1134;1066;1635;1373;1101;780;317;128;38;9570
"150380 JACUNDA";4938;5339;5770;5889;11315;9904;6645;3953;2297;1208;489;57747
"150390 JURUTI";6938;6409;6126;5913;10515;8408;5086;3047;1919;998;496;55855
"150400 LIMOEIRO DO AJURU";3058;3017;3129;3176;5520;3999;2752;1716;1040;548;269;28224
"150405 MAE DO RIO";2648;2835;2996;2906;5318;4625;3483;2221;1494;841;388;29755
"150410 MAGALHAES BARATA";766;818;832;792;1452;1259;869;725;529;306;149;8497
"150420 MARABA";24308;26179;27335;27232;51816;46330;30468;19502;10810;4867;1904;270751
"150430 MARACANA";2629;2658;2755;2869;5262;4082;3236;2531;1778;1080;504;29384
"150440 MARAPANIM";2290;2357;2462;2605;4984;4093;3357;2533;1786;1093;541;28101
"150442 MARITUBA";9849;10297;11567;12785;24571;23404;17069;9501;5019;2199;823;127084
"150445 MEDICILANDIA";2626;2767;3033;3044;5736;5113;3722;2485;1422;655;219;30822
"150450 MELGACO";3720;3623;3424;3243;5298;3528;2140;1146;631;281;137;27171
"150460 MOCAJUBA";3041;3135;3321;3250;5614;4362;3067;1952;1349;833;404;30328
"150470 MOJU";8528;8695;8699;8496;15132;12012;8186;5006;2976;1529;605;79864
"150475 MOJUI DOS CAMPOS";1284;1326;1389;1439;2768;2388;2001;1525;983;539;237;15879
"150480 MONTE ALEGRE";5025;5180;5506;5583;10277;8403;6791;4903;3374;1879;845;57766
"150490 MUANA";4070;4110;4303;4256;7371;6042;4025;2514;1445;724;347;39207
"150495 NOVA ESPERANCA DO PIRIA";2404;2299;2322;2337;4062;3110;2156;1295;737;386;104;21212
"150497 NOVA IPIXUNA";1526;1553;1615;1596;2859;2535;1840;1309;887;450;147;16317
"150500 NOVA TIMBOTEUA";1094;1190;1308;1299;2499;2467;1974;1418;984;569;268;15070
"150503 NOVO PROGRESSO";2259;2733;2872;2853;4696;3482;2937;2328;1145;368;81;25754
"150506 NOVO REPARTIMENTO";7540;7569;7524;7501;13580;11521;7878;5133;3104;1466;447;73263
"150510 OBIDOS";5324;5528;5387;4882;8522;7475;5736;3965;2746;1569;655;51789
"150520 OEIRAS DO PARA";4131;3963;3817;3527;5590;4281;2855;1650;1123;619;263;31819
"150530 ORIXIMINA";7465;7782;7820;7408;12532;10297;7262;4997;3219;1710;717;71209
"150540 OUREM";1535;1632;1672;1667;3171;2691;2019;1456;946;556;252;17597
"150543 OURILANDIA DO NORTE";2812;3157;3320;3398;6716;5666;3502;1771;881;432;143;31798
"150548 PACAJA";4549;4743;4606;4607;8586;7267;5099;3441;2055;986;315;46254
"150549 PALESTINA DO PARA";700;725;738;689;1330;1122;854;648;463;233;101;7603
"150550 PARAGOMINAS";10391;10798;11546;11929;21336;18415;12299;7272;4063;1723;588;110360
"150553 PARAUAPEBAS";18052;18719;19957;21333;42085;36832;21041;11445;5229;2005;703;197401
"150555 PAU D'ARCO";457;496;511;529;1024;824;716;489;343;180;63;5632
"150560 PEIXE-BOI";606;647;716;729;1361;1270;973;779;528;292;168;8069
"150563 PICARRA";1195;1209;1240;1289;2272;1950;1631;1090;678;326;105;12985
"150565 PLACAS";3008;3058;3114;3013;5561;4992;3179;1999;1084;469;116;29593
"150570 PONTA DE PEDRAS";2900;3047;3178;3046;5599;4575;3238;2273;1299;633;337;30125
"150580 PORTEL";8630;8009;7556;7078;10539;7560;4868;2791;1836;940;387;60194
"150590 PORTO DE MOZ";5297;5236;4998;4695;7488;5097;3291;1845;1008;586;229;39770
"150600 PRAINHA";3264;3205;3297;3337;5402;4061;3114;2109;1239;627;251;29906
"150610 PRIMAVERA";812;843;965;1017;1917;1618;1261;982;680;450;213;10758
"150611 QUATIPURU";1113;1134;1311;1309;2419;2124;1543;1151;706;408;197;13415
"150613 REDENCAO";6410;7095;7797;8197;15358;13526;10517;7213;4202;2078;802;83195
"150616 RIO MARIA";1313;1448;1582;1627;3214;3024;2397;1750;1090;542;191;18178
"150618 RONDON DO PARA";3899;4416;4838;4909;9375;8720;6451;4540;2586;1239;469;51442
"150619 RUROPOLIS";4576;4704;4870;4905;9349;8105;5276;3457;2058;882;298;48480
"150620 SALINOPOLIS";3259;3445;3691;3924;7570;6522;4894;3267;2100;1076;422;40170
"150630 SALVATERRA";2000;2069;2178;2237;4380;3441;2810;1887;1152;635;301;23090
"150635 SANTA BARBARA DO PARA";1678;1778;1890;2011;3710;3209;2590;1722;1026;503;206;20323
"150640 SANTA CRUZ DO ARARI";789;826;886;949;1963;1668;1167;782;406;224;86;9746
"150650 SANTA IZABEL DO PARA";4872;5377;6135;6730;13390;12397;8853;5437;3151;1642;691;68675
"150655 SANTA LUZIA DO PARA";1781;1827;1972;2024;3699;2976;2150;1514;1032;602;280;19857
"150658 SANTA MARIA DAS BARREIRAS";1743;1775;1859;1900;3325;3124;2686;2079;1377;585;174;20627
"150660 SANTA MARIA DO PARA";1770;1936;2210;2246;4344;4021;3247;2228;1430;786;368;24586
"150670 SANTANA DO ARAGUAIA";5889;6176;6997;7831;14042;12137;8073;4556;2462;1084;283;69530
"150680 SANTAREM";25820;28369;30068;29232;54561;47132;34325;24059;15390;8064;3692;300712
"150690 SANTAREM NOVO";628;640;612;644;1234;1026;705;493;341;207;88;6618
"150700 SANTO ANTONIO DO TAUA";2655;2813;2851;2879;5648;4825;3690;2457;1576;865;328;30587
"150710 SAO CAETANO DE ODIVELAS";1498;1557;1624;1668;3231;2743;2117;1514;1085;600;251;17888
"150715 SAO DOMINGOS DO ARAGUAIA";2306;2417;2454;2409;4340;3783;2793;1954;1444;884;371;25155
"150720 SAO DOMINGOS DO CAPIM";3742;3745;3552;3342;5594;4308;3066;1881;1328;812;313;31683
"150730 SAO FELIX DO XINGU";9737;9262;10617;12210;25539;24560;16215;7964;3364;1227;287;120982
"150740 SAO FRANCISCO DO PARA";1181;1294;1404;1431;2719;2473;1933;1479;1035;581;253;15783
"150745 SAO GERALDO DO ARAGUAIA";2180;2287;2352;2428;4484;3973;2935;2067;1375;738;318;25137
"150746 SAO JOAO DA PONTA";586;581;558;525;1061;884;670;502;322;192;97;5978
"150747 SAO JOAO DE PIRABAS";2021;2054;2131;2180;4193;3407;2444;1780;1278;776;373;22637
"150750 SAO JOAO DO ARAGUAIA";1303;1409;1379;1338;2393;1964;1525;1207;796;408;161;13883
"150760 SAO MIGUEL DO GUAMA";5287;5571;5946;5895;10499;8943;6395;4215;2692;1536;680;57659
"150770 SAO SEBASTIAO DA BOA VISTA";2804;2874;2888;2717;4899;3809;2487;1636;987;578;278;25957
"150775 SAPUCAIA";432;479;525;565;1068;930;746;553;299;129;40;5766
"150780 SENADOR JOSE PORFIRIO";1318;1264;1223;1279;2061;1683;1371;1031;531;206;56;12023
"150790 SOURE";2103;2257;2308;2368;4607;3842;2931;2131;1362;731;344;24984
"150795 TAILANDIA";9799;9682;11062;12328;21389;17306;9903;5152;2687;1271;366;100945
"150796 TERRA ALTA";976;1020;1049;1118;2071;1742;1352;956;623;388;165;11460
"150797 TERRA SANTA";1643;1726;1854;1858;3344;2904;2106;1382;939;485;225;18466
"150800 TOME-ACU";6344;6549;6507;6310;11466;9420;6724;4166;2686;1506;573;62251
"150803 TRACUATEUA";2984;3094;3047;2973;5635;4525;3220;2230;1448;805;387;30348
"150805 TRAIRAO";1785;1699;1723;1837;3593;3248;2096;1400;815;336;90;18622
"150808 TUCUMA";3241;3513;3618;3643;7550;6540;4510;3063;1768;817;244;38507
"150810 TUCURUI";9774;10921;11662;11561;21234;17998;11950;7995;4743;2034;740;110612
"150812 ULIANOPOLIS";5440;5370;5916;6397;11282;8847;6304;3513;1891;854;214;56028
"150815 URUARA";4215;4655;4745;4706;8551;7311;5031;3244;1880;921;300;45559
"150820 VIGIA";4228;4541;4848;4899;9799;8719;6333;4239;2844;1555;683;52688
