"Municipio";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110070 CAMPO NOVO DE RONDONIA";1250;1468;1417;1283;2192;1950;1554;1078;500;212;55;12959
"110080 CANDEIAS DO JAMARI";2057;2229;2221;1980;3610;2966;2249;1586;861;338;141;20238
"110090 CASTANHEIRAS";255;324;384;361;553;559;482;325;265;115;35;3658
"110092 CHUPINGUAIA";831;888;916;850;1543;1377;1015;595;321;127;30;8493
"110094 CUJUBIM";1668;1901;1806;1656;2885;2546;1817;1148;553;203;39;16222
"110100 GOVERNADOR JORGE TEIXEIRA";861;1096;1159;1094;1791;1557;1348;913;565;272;100;10756
"110110 ITAPUA DO OESTE";895;909;1009;898;1364;1287;998;747;429;174;55;8765
"110120 MINISTRO ANDREAZZA";912;1025;1142;1143;1726;1637;1286;825;517;290;89;10592
"110130 MIRANTE DA SERRA";956;1266;1281;1236;2046;1835;1371;1028;601;394;139;12153
"110140 MONTE NEGRO";1272;1564;1628;1406;2367;2173;1658;1175;713;368;94;14418
"110143 NOVA UNIAO";631;729;849;894;1232;1176;914;630;370;178;64;7667
"110145 PARECIS";471;493;504;514;881;698;623;389;225;98;26;4922
"110146 PIMENTEIRAS DO OESTE";244;249;259;216;357;379;289;186;127;42;21;2369
"110147 PRIMAVERA DE RONDONIA";252;337;418;322;562;536;482;338;204;106;49;3606
"110148 SAO FELIPE D'OESTE";442;535;603;572;966;966;817;613;387;196;61;6158
"110149 SAO FRANCISCO DO GUAPORE";1583;1726;1824;1685;2881;2588;1854;1216;679;288;83;16407
"110150 SERINGUEIRAS";979;1283;1323;1285;1989;1808;1453;979;463;268;69;11899
"110155 TEIXEIROPOLIS";366;427;520;516;850;702;672;394;307;173;74;5001
"110160 THEOBROMA";907;1092;1181;1080;1729;1676;1325;978;560;290;78;10896
"110170 URUPA";1054;1241;1330;1344;2320;1973;1527;1271;752;345;118;13275
"110175 VALE DO ANARI";849;1010;1035;946;1559;1404;1150;870;488;233;58;9602
"110180 VALE DO PARAISO";628;753;898;884;1384;1256;1086;763;445;226;77;8400
"120001 ACRELANDIA";1476;1605;1646;1328;2081;1824;1346;909;540;253;73;13081
"120005 ASSIS BRASIL";894;820;702;656;1109;842;551;380;217;107;57;6335
"120010 BRASILEIA";2411;2622;2514;2293;3846;3255;2296;1459;908;509;212;22325
"120013 BUJARI";1008;1114;1093;845;1422;1239;821;664;413;135;84;8838
"120017 CAPIXABA";1048;1234;1231;902;1310;1233;959;640;399;163;60;9179
"120020 CRUZEIRO DO SUL";10120;10667;10212;8806;15101;10955;6527;4426;2818;1506;769;81907
"120025 EPITACIOLANDIA";1748;1818;1742;1622;2772;2253;1647;1000;644;354;154;15754
"120030 FEIJO";5083;5086;4535;3579;5629;3915;2614;1529;1097;499;250;33816
"120032 JORDAO";1314;1224;1005;734;1088;714;390;214;90;50;39;6862
"120033 MANCIO LIMA";2199;2187;2088;1670;2780;1993;1173;860;526;267;121;15864
"120034 MANOEL URBANO";1187;1211;1122;875;1376;1034;631;439;235;156;61;8327
"120035 MARECHAL THAUMATURGO";2640;2541;2158;1735;2438;1493;855;498;287;152;46;14843
"120038 PLACIDO DE CASTRO";2104;2298;2164;1781;2780;2370;1824;1261;780;421;171;17954
"120039 PORTO WALTER";1749;1707;1460;945;1450;1026;555;364;176;91;50;9573
"120040 RIO BRANCO";35718;36672;36340;34462;68897;55103;37573;23844;12570;6278;3132;350589
"120042 RODRIGUES ALVES";2226;2446;2106;1548;2446;1830;1047;665;439;186;73;15012
"120043 SANTA ROSA DO PURUS";926;856;596;491;894;545;267;156;117;33;13;4894
"120045 SENADOR GUIOMARD";2333;2540;2422;2068;3556;2923;2084;1511;922;489;205;21053
"120050 SENA MADUREIRA";4774;5044;4802;4286;7398;5265;3306;2271;1416;735;379;39676
"120060 TARAUACA";5874;5727;4933;4059;6014;4078;2713;1700;1122;612;299;37131
"120070 XAPURI";1886;2071;2016;1727;2781;2257;1594;1106;758;397;195;16788
"120080 PORTO ACRE";1740;2011;1939;1554;2340;2100;1549;1072;710;375;134;15524
"130002 ALVARAES";2360;2220;1911;1626;2333;1607;992;635;400;206;78;14368
"130006 AMATURA";1380;1136;1327;1092;1752;1278;749;452;295;130;64;9655
"130008 ANAMA";1269;1377;1393;1144;1872;1406;867;488;329;203;69;10417
"130010 ANORI";2109;2083;2249;1900;2906;2268;1395;761;523;310;137;16641
"130014 APUI";1751;1861;2105;1780;3675;2835;2043;1337;679;233;65;18364
"130020 ATALAIA DO NORTE";2282;1957;1912;1924;3042;1891;1192;613;369;200;72;15454
"130030 AUTAZES";4431;4352;4352;3516;5107;3920;2893;1899;1271;681;351;32773
"130040 BARCELOS";2763;2865;3400;3093;5699;3156;2155;1568;1024;400;106;26229
"130050 BARREIRINHA";4220;4179;3938;3086;4094;3031;2104;1409;931;559;347;27898
"130060 BENJAMIN CONSTANT";5332;4501;4285;3982;5954;3816;2609;1666;1034;612;283;34074
"130063 BERURI";2449;2441;2204;1729;2460;1640;1172;787;496;282;133;15793
"130068 BOA VISTA DO RAMOS";2039;2176;2188;1758;2505;1768;1177;811;454;253;147;15276
"130070 BOCA DO ACRE";3690;3749;3938;3458;5379;4152;2755;1897;1257;664;301;31240
"130080 BORBA";4964;4697;4660;4178;6211;4144;2690;1880;1114;659;458;35655
"130083 CAAPIRANGA";1450;1411;1509;1246;1985;1462;876;623;383;183;65;11193
"130090 CANUTAMA";1572;1618;1673;1434;2581;1959;1384;905;525;244;72;13967
"130100 CARAUARI";3536;3586;3798;3071;4396;3059;2109;1281;832;428;190;26286
"130110 CAREIRO";3787;4082;4339;3411;5616;4745;3136;2156;1248;637;227;33384
"130115 CAREIRO DA VARZEA";2576;2628;2925;2624;3856;3487;2655;1671;1179;585;219;24405
"130120 COARI";9742;9325;9998;9385;15482;9701;5923;3872;2275;1237;533;77473
"130130 CODAJAS";2744;3132;3058;2821;4343;3087;1970;1190;755;381;186;23667
"130140 EIRUNEPE";4535;4250;4038;3720;5448;3617;2381;1554;1011;495;225;31274
"130150 ENVIRA";2363;2248;2386;1951;2986;2030;1217;677;405;285;114;16662
"130160 FONTE BOA";3562;3049;2964;2581;4293;2744;1632;1124;732;397;192;23270
"130165 GUAJARA";1942;2035;2090;1762;2407;1584;1138;625;393;185;90;14251
"130170 HUMAITA";4877;5332;5997;5197;8362;5755;4056;2688;1682;835;324;45105
"130180 IPIXUNA";3889;3513;2929;2165;3932;2719;1684;874;604;279;108;22696
"130185 IRANDUBA";5075;5154;5123;4351;6947;5564;3771;2662;1692;917;335;41591
"130190 ITACOATIARA";10597;10543;10886;9401;14964;12005;8002;5779;3535;1956;895;88563
"130195 ITAMARATI";1213;1152;1133;888;1513;1027;578;337;247;74;36;8198
"130200 ITAPIRANGA";985;1036;1051;968;1384;1044;730;533;374;184;85;8374
"130210 JAPURA";1116;956;1045;873;1389;904;624;301;133;83;47;7471
"130220 JURUA";1585;1586;1532;1280;1951;1314;805;453;295;149;66;11016
"130230 JUTAI";3323;2748;2399;2008;2999;1949;1256;754;535;280;98;18349
"130240 LABREA";4970;4975;4889;4242;6954;4630;3249;2206;1347;699;288;38449
"130250 MANACAPURU";10307;10739;11407;9693;15146;11140;7491;4997;3222;1891;798;86831
"130255 MANAQUIRI";2940;2988;2993;2380;4043;2860;2159;1350;930;442;169;23254
"130260 MANAUS";175771;168294;183050;177936;370849;310807;210716;130826;64560;31002;13975;1837786
"130270 MANICORE";5816;5962;6354;5582;8395;6058;4068;2669;1741;888;417;47950
"130280 MARAA";2652;2640;2456;2042;3411;2104;1219;664;426;182;80;17876
"130290 MAUES";7754;7157;6950;5786;8739;5976;4238;3278;1639;1136;620;53273
"130300 NHAMUNDA";2203;2408;2396;2156;3053;2269;1639;1105;751;452;209;18641
"130310 NOVA OLINDA DO NORTE";3847;3972;4135;3695;5618;3761;2657;1741;893;532;454;31305
"130320 NOVO AIRAO";1943;1788;1778;1661;2710;1865;1326;978;531;295;140;15015
"130330 NOVO ARIPUANA";2495;2786;2800;2421;3941;2864;1906;1244;791;455;174;21877
"130340 PARINTINS";12607;13130;13799;11814;17438;12818;8937;6275;3835;2322;1084;104059
"130350 PAUINI";2714;2628;2507;1971;3531;2165;1305;848;528;245;85;18527
"130353 PRESIDENTE FIGUEIREDO";3157;3131;3440;2818;4751;3966;2918;2057;1007;360;109;27714
"130356 RIO PRETO DA EVA";2853;2936;3060;2644;5165;3933;2489;1718;919;394;119;26230
"130360 SANTA ISABEL DO RIO NEGRO";3280;2586;2405;1953;2944;2085;1381;806;593;361;112;18506
"130370 SANTO ANTONIO DO ICA";3845;3523;3427;2826;4325;3027;1822;1069;592;295;216;24967
"130380 SAO GABRIEL DA CACHOEIRA";5255;4865;4780;4049;6485;4967;3417;2192;1519;744;375;38648
"130390 SAO PAULO DE OLIVENCA";4700;4391;4239;3594;5517;3823;2638;1345;1035;535;229;32046
"130395 SAO SEBASTIAO DO UATUMA";1410;1511;1499;1263;1867;1346;844;599;369;143;67;10918
"130400 SILVES";1202;1127;1117;982;1238;1034;756;598;316;172;70;8612
"130406 TABATINGA";7561;7011;6329;5866;9738;6880;4409;2743;1601;802;370;53310
"130410 TAPAUA";2459;2507;2409;2252;3384;2165;1448;932;529;295;100;18480
"130420 TEFE";8495;8372;7935;6954;11357;7965;4891;3152;2006;1047;499;62673
"130423 TONANTINS";2726;2312;2384;2072;3051;2087;1258;707;462;264;95;17418
"130426 UARINI";1937;1805;1532;1291;2142;1507;827;528;340;137;81;12127
"130430 URUCARA";2293;2411;2297;1937;2598;2079;1563;1033;690;363;169;17433
"130440 URUCURITUBA";2344;2287;2387;2121;3203;2055;1501;1077;618;372;226;18191
"140002 AMAJARI";1601;1410;1139;887;1435;1036;817;619;342;141;73;9500
"140005 ALTO ALEGRE";2639;2461;2111;1578;2551;1903;1483;1027;600;298;102;16753
"140010 BOA VISTA";28778;28279;30701;30022;59988;46442;31646;18804;8940;4085;1891;289576
"140015 BONFIM";1676;1582;1487;1161;1623;1298;924;703;415;193;84;11146
"140017 CANTA";1702;1822;1916;1385;1913;1683;1514;1198;677;270;79;14159
"140020 CARACARAI";2093;2322;2509;2035;3107;2460;1799;1279;731;313;91;18739
"140023 CAROEBE";944;969;967;849;1453;1145;835;569;344;137;52;8264
"140028 IRACEMA";1015;1009;1106;903;1521;1152;952;680;335;141;43;8857
"140030 MUCAJAI";1608;1732;1776;1526;2567;2112;1539;1133;678;300;95;15066
"140040 NORMANDIA";1598;1482;1326;937;1360;956;589;403;253;129;73;9106
"140045 PACARAIMA";1601;1512;1465;1089;1589;1348;917;605;308;124;68;10626
"140047 RORAINOPOLIS";2408;2847;3202;2809;4726;3244;2450;1673;918;332;120;24729
"140050 SAO JOAO DA BALIZA";755;761;835;710;1352;973;652;425;292;109;30;6894
"140060 SAO LUIZ";573;630;790;741;1438;1041;710;517;261;123;51;6875
"140070 UIRAMUTA";1720;1485;1213;926;1237;763;568;290;170;121;37;8530
"150010 ABAETETUBA";14068;14859;16506;16799;28596;20638;13609;9184;5762;3024;1441;144486
"150013 ABEL FIGUEIREDO";712;750;764;712;1265;994;738;467;317;152;72;6943
"150020 ACARA";6722;6696;6859;6210;9680;7113;4846;2996;2183;1069;480;54854
"150030 AFUA";4956;5139;5046;4246;6071;4087;2678;1778;1036;590;256;35883
"150034 AGUA AZUL DO NORTE";2159;2513;2577;2413;5549;4833;2917;1543;769;309;76;25658
"150040 ALENQUER";6661;7024;6997;5917;8205;6777;4534;3487;2307;1391;589;53889
"150050 ALMEIRIM";4165;4081;4170;3775;5992;4785;3357;2184;1116;553;243;34421
"150060 ALTAMIRA";10167;10603;10998;10515;19495;15270;10792;6989;3828;1971;824;101452
"150070 ANAJAS";3932;3861;3437;2876;4331;2892;1673;1116;703;370;162;25353
"150080 ANANINDEUA";40552;42573;45795;46089;96392;82650;59527;38752;19145;8319;3511;483305
"150085 ANAPU";2659;2548;2498;2339;3816;2784;1942;1377;696;301;76;21036
"150090 AUGUSTO CORREA";5341;5391;5323;4694;7125;4902;3323;2451;1688;856;375;41469
"150095 AURORA DO PARA";2904;3219;3458;2953;5113;3638;2423;1631;1118;517;209;27183
"150100 AVEIRO";2044;2224;2312;1839;2328;1815;1396;1088;661;365;157;16229
"150110 BAGRE";3610;3560;3524;2883;4314;2874;1555;984;691;297;145;24437
"150120 BAIAO";4113;4685;4747;4080;7173;5054;3301;2223;1405;732;254;37767
"150125 BANNACH";378;379;347;324;593;539;389;303;167;71;23;3513
"150130 BARCARENA";11017;10891;11566;10911;20358;15446;10312;6332;3204;1499;719;102255
"150140 BELEM";108062;111759;121523;128080;277158;238088;182659;127549;74302;39097;18554;1426831
"150145 BELTERRA";1838;2100;1996;1693;2513;2167;1608;1271;815;517;192;16710
"150150 BENEVIDES";4995;5473;5557;5476;10244;8462;5617;3627;1965;1016;458;52890
"150157 BOM JESUS DO TOCANTINS";1565;1623;1764;1578;2903;2155;1648;1168;740;357;164;15665
"150160 BONITO";1613;1558;1459;1446;2816;2008;1273;873;498;290;123;13957
"150170 BRAGANCA";12644;12751;13008;12677;22010;15581;10764;7586;4923;2734;1266;115944
"150172 BRASIL NOVO";1620;1591;1753;1663;2769;2324;1874;1174;748;398;152;16066
"150175 BREJO GRANDE DO ARAGUAIA";823;826;828;832;1307;975;739;588;319;181;75;7493
"150178 BREU BRANCO";6520;6558;6754;5735;10079;7120;4667;3276;1859;885;300;53753
"150180 BREVES";13029;13352;13195;10728;15940;11272;7021;4968;3056;1557;970;95088
"150190 BUJARU";3130;3434;3282;2942;4408;3425;2344;1485;1060;569;233;26312
"150195 CACHOEIRA DO PIRIA";3681;4035;3394;2628;5008;3524;2373;1359;724;302;91;27119
"150200 CACHOEIRA DO ARARI";2323;2320;2393;2238;3854;2694;2115;1313;853;551;280;20934
"150210 CAMETA";14681;14850;15514;14034;22957;15525;9836;7286;4956;2738;1420;123797
"150215 CANAA DOS CARAJAS";3096;2965;2942;2690;5705;4419;2775;1548;787;325;105;27357
"150220 CAPANEMA";5776;6310;6842;6562;12159;9770;7128;4955;2967;1872;825;65166
"150230 CAPITAO POCO";5317;6133;6465;6049;9563;7184;5184;3356;2126;1240;521;53138
"150240 CASTANHAL";16570;16911;17847;18312;35790;27885;19393;12252;7057;3642;1645;177304
"150250 CHAVES";2983;2971;2774;2314;3600;2552;1769;1222;752;401;171;21509
"150260 COLARES";1293;1239;1328;1288;1965;1378;1153;820;644;388;158;11654
"150270 CONCEICAO DO ARAGUAIA";4367;4817;5192;4681;7504;6733;5156;3741;2546;1361;552;46650
"150275 CONCORDIA DO PARA";3535;3377;3415;3318;5539;3879;2347;1495;1129;561;298;28893
"150276 CUMARU DO NORTE";1215;1148;1054;863;1938;1773;1418;821;377;93;17;10717
"150277 CURIONOPOLIS";1942;1939;2127;2081;3096;2265;1912;1620;990;592;163;18727
"150280 CURRALINHO";4443;4260;4032;3424;5022;3281;1935;1285;850;435;267;29234
"150285 CURUA";1635;1812;1597;1355;2132;1453;1051;720;447;236;110;12548
"150290 CURUCA";3531;3999;3982;3671;5926;4435;3430;2550;1880;1219;494;35117
"150293 DOM ELISEU";5702;6018;5987;5403;10481;7937;5298;3116;1628;733;247;52550
"150295 ELDORADO DOS CARAJAS";3787;3860;3934;3442;5692;4146;3347;2255;1381;542;163;32549
"150300 FARO";1103;1126;1022;984;1347;980;683;522;328;196;82;8373
"150304 FLORESTA DO ARAGUAIA";1934;1986;2058;1914;3135;2740;1886;1307;751;363;120;18194
"150307 GARRAFAO DO NORTE";2900;3322;3329;3028;4526;3196;2195;1402;1044;496;197;25635
"150309 GOIANESIA DO PARA";3858;3747;3913;3536;7136;5353;3169;2129;1141;555;139;34676
"150310 GURUPA";4110;4213;4056;3357;5160;3501;2199;1415;1032;498;218;29759
"150320 IGARAPE-ACU";3413;3807;4086;4098;6797;4918;3697;2657;1802;1024;449;36748
"150330 IGARAPE-MIRI";7087;6678;6828;6850;11244;7776;5068;3652;2301;1288;699;59471
"150340 INHANGAPI";1025;1117;1171;1131;1896;1333;1039;717;481;246;122;10278
"150345 IPIXUNA DO PARA";5388;6082;6288;5128;10141;7180;4253;2417;1458;528;167;49030
"150350 IRITUIA";3572;3830;3809;3407;5470;4211;2804;2128;1622;836;428;32117
"150360 ITAITUBA";9849;10672;11756;10609;18877;14108;10735;7111;3706;1776;633;99832
"150370 ITUPIRANGA";6278;6341;6481;5511;9292;6726;4717;3656;2145;951;351;52449
"150375 JACAREACANGA";1814;1740;1487;1208;2665;2077;1930;958;391;128;43;14441
"150380 JACUNDA";5410;5489;5773;5733;10833;7873;5254;3077;1802;964;384;52592
"150390 JURUTI";6615;6638;6332;5243;8521;5697;3638;2629;1588;844;471;48216
"150400 LIMOEIRO DO AJURU";3190;3348;3405;3025;4641;3216;2006;1308;805;422;255;25621
"150405 MAE DO RIO";3040;3178;3197;3039;5271;4065;2683;1861;1238;664;338;28574
"150410 MAGALHAES BARATA";874;963;977;924;1367;939;771;599;482;279;135;8310
"150420 MARABA";26648;25343;25242;24306;49669;36030;24084;14918;7631;4002;1403;239276
"150430 MARACANA";2959;3430;3627;3239;4599;3493;2692;2086;1587;891;454;29057
"150440 MARAPANIM";2525;2956;3246;2964;4352;3479;2610;2160;1556;932;463;27243
"150442 MARITUBA";10548;10932;11203;10374;22860;19935;12176;6966;3550;1619;680;110843
"150445 MEDICILANDIA";2879;3156;3056;3013;5257;4028;2998;1941;1038;459;159;27984
"150450 MELGACO";4014;3799;3644;3052;4428;2932;1596;988;530;246;174;25403
"150460 MOCAJUBA";3187;3567;3503;3074;4829;3269;2283;1552;1107;709;292;27372
"150470 MOJU";8948;9097;9048;8178;13135;9330;5981;3942;2376;1147;516;71698
"150475 MOJUI DOS CAMPOS";1438;1588;1765;1603;2502;2024;1595;1165;825;448;177;15130
"150480 MONTE ALEGRE";5670;6721;7026;6308;8978;7678;5425;4025;2706;1603;653;56793
"150490 MUANA";4214;4454;4263;3848;6527;4656;2968;1978;1169;633;315;35025
"150495 NOVA ESPERANCA DO PIRIA";2693;2721;2659;2355;3808;2771;1655;1011;660;248;61;20642
"150497 NOVA IPIXUNA";1645;1722;1738;1582;2626;2016;1425;1103;728;301;110;14996
"150500 NOVA TIMBOTEUA";1219;1383;1390;1353;2524;2021;1501;1129;796;465;217;13998
"150503 NOVO PROGRESSO";2635;2664;2801;2438;4621;4143;3399;1932;802;234;58;25727
"150506 NOVO REPARTIMENTO";7636;7775;7783;6769;11409;8560;5893;4056;2355;1025;278;63539
"150510 OBIDOS";6110;6210;5934;5228;8181;6546;4610;3429;2393;1301;575;50517
"150520 OEIRAS DO PARA";4340;4262;3989;3233;4889;3445;2097;1376;954;427;269;29281
"150530 ORIXIMINA";7895;8272;8088;6790;10868;8425;5651;3971;2469;1335;537;64301
"150540 OUREM";1724;1871;1998;1835;2880;2203;1629;1116;788;447;211;16702
"150543 OURILANDIA DO NORTE";3017;3013;3033;3032;5869;4425;2918;1498;750;361;99;28015
"150548 PACAJA";4833;4726;5000;4458;7409;5366;3846;2725;1606;747;222;40938
"150549 PALESTINA DO PARA";823;862;817;861;1330;984;715;572;392;206;92;7654
"150550 PARAGOMINAS";11475;11373;11247;10195;20983;15361;9614;5695;2659;1144;420;100166
"150553 PARAUAPEBAS";17965;16079;15938;15587;37441;26006;15241;8103;3276;1467;498;157601
"150555 PAU D'ARCO";597;623;711;682;1055;881;652;451;312;163;51;6178
"150560 PEIXE-BOI";712;825;871;782;1431;1056;869;672;415;277;132;8042
"150563 PICARRA";1405;1476;1544;1284;2237;1948;1333;915;553;224;83;13002
"150565 PLACAS";2936;3061;2752;2474;4707;3544;2272;1488;854;354;66;24508
"150570 PONTA DE PEDRAS";3053;3150;3031;2945;4908;3494;2506;1711;960;558;307;26623
"150580 PORTEL";8553;8182;7656;5745;8921;5951;3411;2423;1486;741;355;53424
"150590 PORTO DE MOZ";5441;4902;4794;4093;6200;4070;2395;1364;880;431;201;34771
"150600 PRAINHA";3713;4213;4252;3358;4894;3676;2570;1744;930;525;178;30053
"150610 PRIMAVERA";920;1185;1229;1139;1785;1355;1036;733;604;374;154;10514
"150611 QUATIPURU";1200;1564;1488;1418;2166;1632;1242;887;586;371;155;12709
"150613 REDENCAO";7397;7753;8412;7944;14555;12221;8840;5292;2886;1568;501;77369
"150616 RIO MARIA";1609;1744;1808;1731;3389;2784;2123;1450;898;436;150;18122
"150618 RONDON DO PARA";4558;4834;5086;5030;9299;7229;5423;3397;1944;925;366;48091
"150619 RUROPOLIS";4482;4945;4936;4268;7623;5757;3839;2728;1557;682;232;41049
"150620 SALINOPOLIS";3711;4017;4384;4239;7311;5398;3791;2611;1663;834;360;38319
"150630 SALVATERRA";2093;2213;2343;2300;3576;2867;2046;1445;987;541;256;20667
"150635 SANTA BARBARA DO PARA";1722;1852;2037;1767;3236;2611;1809;1199;763;376;180;17552
"150640 SANTA CRUZ DO ARARI";786;835;935;948;1629;1242;847;526;348;191;64;8351
"150650 SANTA IZABEL DO PARA";5356;5766;6142;6268;12909;9892;6444;3871;2416;1263;566;60893
"150655 SANTA LUZIA DO PARA";2079;2317;2452;2271;3646;2542;1755;1267;834;523;204;19890
"150658 SANTA MARIA DAS BARREIRAS";1744;1940;1890;1589;2777;2459;2164;1680;902;367;107;17619
"150660 SANTA MARIA DO PARA";2048;2412;2372;2451;4362;3533;2615;1747;1070;672;296;23578
"150670 SANTANA DO ARAGUAIA";5793;6480;6571;5332;11493;9815;5894;3415;1827;693;187;57500
"150680 SANTAREM";30131;30869;31821;31092;53287;39703;28420;19702;11854;6701;2938;286518
"150690 SANTAREM NOVO";678;696;816;706;1073;825;555;391;309;169;70;6288
"150700 SANTO ANTONIO DO TAUA";2769;2840;3096;2993;4914;3901;2575;1950;1354;658;264;27314
"150710 SAO CAETANO DE ODIVELAS";1684;1835;1969;1888;3077;2297;1642;1295;874;548;187;17296
"150715 SAO DOMINGOS DO ARAGUAIA";2560;2729;2798;2587;4031;3179;2186;1580;1124;678;233;23685
"150720 SAO DOMINGOS DO CAPIM";4198;4049;4052;3354;5081;3716;2360;1641;1249;576;286;30562
"150730 SAO FELIX DO XINGU";8515;10028;9877;8897;19762;16705;10338;5572;2701;943;194;93532
"150740 SAO FRANCISCO DO PARA";1386;1528;1648;1598;2813;2153;1601;1227;800;461;206;15421
"150745 SAO GERALDO DO ARAGUAIA";2681;2827;3051;2691;4715;3704;2631;1850;1154;616;281;26201
"150746 SAO JOAO DA PONTA";601;599;585;583;897;660;521;412;272;167;94;5391
"150747 SAO JOAO DE PIRABAS";2170;2395;2467;2307;3722;2704;1864;1476;1094;638;305;21142
"150750 SAO JOAO DO ARAGUAIA";1557;1557;1650;1479;2189;1648;1383;982;608;308;110;13471
"150760 SAO MIGUEL DO GUAMA";5781;6094;6088;5674;9786;7207;4935;3238;2265;1103;633;52804
"150770 SAO SEBASTIAO DA BOA VISTA";3005;2954;2868;2744;4416;2855;1869;1234;798;458;253;23454
"150775 SAPUCAIA";491;538;572;499;981;762;649;379;195;79;23;5168
"150780 SENADOR JOSE PORFIRIO";1742;1719;1676;1327;2259;1789;1308;854;461;172;51;13358
"150790 SOURE";2360;2422;2622;2583;4213;3161;2405;1730;1115;691;251;23553
"150795 TAILANDIA";9260;10003;9687;8416;18081;12642;6690;3409;1953;839;220;81200
"150796 TERRA ALTA";1027;1129;1313;1192;1772;1338;1052;702;553;299;131;10508
"150797 TERRA SANTA";1788;2083;2164;1927;3054;2359;1456;1160;751;418;196;17356
"150800 TOME-ACU";7077;6760;6824;6405;10654;7966;5150;3326;2164;1106;442;57874
"150803 TRACUATEUA";3199;3267;3425;3186;4946;3549;2452;1890;1198;696;306;28114
"150805 TRAIRAO";1969;1935;1882;1719;3556;2561;1620;1162;592;226;58;17280
"150808 TUCUMA";3565;3452;3525;3640;6822;5318;3826;2362;1267;566;155;34498
"150810 TUCURUI";10808;10702;11105;10661;20144;14699;9768;6425;3101;1511;535;99459
"150812 ULIANOPOLIS";5114;5293;5150;4190;9177;7682;3761;2398;1129;387;100;44381
"150815 URUARA";5180;5096;5144;4727;8973;6851;4378;2853;1674;753;235;45864
"150820 VIGIA";4705;4982;5148;5250;9383;7040;4804;3552;2350;1258;566;49038
"150830 VISEU";7735;7838;7533;6405;9994;6617;4598;3434;2144;1261;518;58077
"150835 VITORIA DO XINGU";1341;1391;1577;1436;2851;2065;1326;871;536;270;89;13753
