"Municipio";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110143 NOVA UNIAO";889;990;944;847;1536;1174;789;499;315;123;44;8150
"110145 PARECIS";485;474;489;463;715;576;441;260;154;52;15;4124
"110146 PIMENTEIRAS DO OESTE";310;305;294;243;455;349;251;162;91;37;10;2507
"110147 PRIMAVERA DE RONDONIA";405;452;440;420;734;616;453;293;200;84;28;4125
"110148 SAO FELIPE D'OESTE";647;706;724;712;1271;987;780;523;319;135;37;6841
"110149 SAO FRANCISCO DO GUAPORE";1675;1709;1620;1442;2535;2012;1331;813;427;145;26;13735
"110150 SERINGUEIRAS";1344;1502;1433;1246;2183;1746;1200;681;423;147;24;11929
"110155 TEIXEIROPOLIS";520;591;619;596;986;811;543;366;263;145;41;5481
"110160 THEOBROMA";1198;1251;1243;1205;2147;1526;1180;789;464;161;45;11209
"110170 URUPA";1518;1613;1673;1632;2723;1881;1545;1040;599;226;77;14527
"110175 VALE DO ANARI";973;1011;977;906;1546;1134;877;570;357;121;21;8493
"110180 VALE DO PARAISO";940;1062;1072;1006;1775;1428;984;623;390;175;35;9490
"120001 ACRELANDIA";1502;1483;1294;1139;1821;1318;941;643;366;165;33;10705
"120005 ASSIS BRASIL";803;683;642;578;908;610;395;247;154;95;38;5153
"120010 BRASILEIA";2394;2294;2103;1967;3194;2332;1555;1037;662;340;130;18008
"120013 BUJARI";1051;984;857;780;1275;861;641;453;231;113;32;7278
"120017 CAPIXABA";923;923;763;604;1002;849;605;378;212;97;33;6389
"120020 CRUZEIRO DO SUL";11374;10482;9121;8782;13974;8098;5362;3558;2355;1177;558;74841
"120025 EPITACIOLANDIA";1714;1641;1486;1360;2271;1734;1106;712;460;266;102;12852
"120030 FEIJO";5713;4845;4340;3694;5507;3577;2126;1410;888;478;185;32763
"120032 JORDAO";1172;937;733;590;813;450;270;143;87;52;26;5273
"120033 MANCIO LIMA";2053;1800;1605;1491;2229;1244;881;558;364;158;81;12464
"120034 MANOEL URBANO";1236;1079;910;804;1224;689;487;301;214;104;43;7091
"120035 MARECHAL THAUMATURGO";2145;1781;1490;1188;1697;923;554;331;204;97;38;10448
"120038 PLACIDO DE CASTRO";2316;2087;1859;1711;2720;1986;1405;902;577;318;99;15980
"120039 PORTO WALTER";1503;1122;917;801;1141;608;379;227;154;68;22;6942
"120040 RIO BRANCO";35878;34129;31589;31124;56166;40643;27370;15966;8721;4853;2187;288626
"120042 RODRIGUES ALVES";1939;1705;1362;1196;1881;1063;657;471;284;122;53;10733
"120043 SANTA ROSA DO PURUS";663;513;454;367;471;274;164;91;60;29;10;3096
"120045 SENADOR GUIOMARD";2571;2388;2155;2041;3357;2365;1691;1124;708;370;130;18900
"120050 SENA MADUREIRA";4878;4659;4091;3754;5957;3497;2482;1675;1066;603;273;32935
"120060 TARAUACA";5705;4696;4027;3522;5113;3128;2043;1349;902;500;209;31194
"120070 XAPURI";1925;1861;1669;1481;2361;1675;1202;832;541;346;126;14019
"120080 PORTO ACRE";1718;1663;1447;1252;2052;1537;1074;753;464;237;72;12269
"130002 ALVARAES";2386;2100;1765;1483;2153;1262;797;508;363;155;46;13018
"130006 AMATURA";1269;1233;1101;932;1418;881;565;341;239;104;54;8137
"130008 ANAMA";1133;1158;1016;936;1393;878;536;330;286;121;50;7837
"130010 ANORI";1870;1895;1677;1555;2382;1447;919;586;448;224;112;13115
"130014 APUI";1808;1993;1911;1814;2748;2088;1590;901;425;138;35;15451
"130020 ATALAIA DO NORTE";1887;1853;1691;1437;1996;1312;778;443;283;128;41;11849
"130030 AUTAZES";4218;3944;3445;3071;4507;3017;2061;1332;929;521;247;27292
"130040 BARCELOS";3149;3564;3523;3161;4371;3151;1970;1185;762;294;72;25202
"130050 BARREIRINHA";4197;3803;3203;2726;3834;2434;1706;1088;821;487;255;24554
"130060 BENJAMIN CONSTANT";4471;3896;3456;3130;4536;2879;1886;1145;885;435;164;26883
"130063 BERURI";2244;2011;1645;1451;2054;1230;834;524;387;198;79;12657
"130068 BOA VISTA DO RAMOS";1899;1868;1612;1398;2006;1267;875;523;365;184;107;12104
"130070 BOCA DO ACRE";3940;3943;3540;3315;5269;3267;2226;1508;1049;503;204;28764
"130080 BORBA";4915;4808;4277;3688;5219;3047;2101;1385;972;507;293;31212
"130083 CAAPIRANGA";1442;1420;1233;1128;1770;1058;694;470;277;138;39;9669
"130090 CANUTAMA";1669;1738;1663;1521;2333;1480;1017;637;375;150;42;12625
"130100 CARAUARI";3912;3906;3332;2906;4204;2558;1664;1045;673;328;138;24666
"130110 CAREIRO";3825;3842;3678;3469;5543;3665;2503;1603;1014;485;138;29765
"130115 CAREIRO DA VARZEA";2392;2496;2290;2122;3531;2552;1711;1184;869;411;150;19708
"130120 COARI";10444;10757;9584;8617;13076;7576;4956;3083;1914;939;374;71320
"130130 CODAJAS";2697;2932;2655;2421;3527;2071;1424;890;603;314;122;19656
"130140 EIRUNEPE";4436;4197;3886;3412;4879;2808;1929;1183;769;381;167;28047
"130150 ENVIRA";2265;2188;1874;1693;2568;1414;853;485;360;176;65;13941
"130160 FONTE BOA";4639;4226;3798;3285;4871;2901;1794;1133;741;303;148;27839
"130165 GUAJARA";2013;2087;1719;1444;2046;1246;767;458;313;145;54;12292
"130170 HUMAITA";4932;5430;4731;4382;6655;4168;2837;1863;1204;618;235;37055
"130180 IPIXUNA";3275;2744;2255;2010;2887;1617;1062;577;360;171;94;17052
"130185 IRANDUBA";5073;4800;4208;4023;6828;4332;2879;1891;1325;599;222;36180
"130190 ITACOATIARA";10770;10436;9327;8843;14245;9130;6452;4187;2813;1405;646;78254
"130195 ITAMARATI";1489;1406;1190;1030;1465;831;500;310;151;78;28;8478
"130200 ITAPIRANGA";1048;1081;992;893;1346;839;618;423;300;134;76;7750
"130210 JAPURA";1762;1646;1529;1355;2212;1287;701;390;284;98;13;11277
"130220 JURUA";1337;1304;1056;943;1407;815;512;307;205;105;42;8033
"130230 JUTAI";4249;3630;3070;2487;3359;2003;1242;778;495;221;69;21603
"130240 LABREA";4810;4662;4148;3898;5622;3404;2471;1543;1022;528;191;32299
"130250 MANACAPURU";10807;10890;9850;9183;14129;8770;6014;3868;2798;1429;582;78320
"130255 MANAQUIRI";2246;2151;1938;1853;2779;1889;1334;864;627;317;113;16111
"130260 MANAUS";172957;175557;163031;165884;324441;237005;158766;85463;45017;22148;9112;1559381
"130270 MANICORE";5767;5980;5566;4975;7221;4533;3192;2032;1389;679;321;41655
"130280 MARAA";2862;2656;2503;2221;3157;1876;1107;616;390;153;54;17595
"130290 MAUES";7257;6478;5702;5123;7204;4451;3531;2084;1472;985;406;44693
"130300 NHAMUNDA";2279;2374;2224;1991;2843;1724;1223;795;651;337;157;16598
"130310 NOVA OLINDA DO NORTE";3740;3974;3616;3092;4483;2793;2002;1105;790;531;278;26404
"130320 NOVO AIRAO";1620;1528;1495;1376;2002;1280;899;553;399;201;79;11432
"130330 NOVO ARIPUANA";2613;2810;2536;2240;3265;2028;1383;865;639;304;154;18837
"130340 PARINTINS";13516;13523;12147;11182;16717;10513;7626;4776;3244;1816;756;95816
"130350 PAUINI";2955;2641;2364;2214;3185;1784;1228;726;449;197;59;17802
"130353 PRESIDENTE FIGUEIREDO";2753;2740;2338;2120;3765;2934;2143;1202;544;200;63;20802
"130356 RIO PRETO DA EVA";2618;2684;2502;2276;3990;2815;1762;1005;571;213;51;20487
"130360 SANTA ISABEL DO RIO NEGRO";2369;1901;1641;1405;2114;1444;891;630;469;197;79;13140
"130370 SANTO ANTONIO DO ICA";4562;4362;4110;3415;4547;2738;1903;1048;575;280;143;27683
"130380 SAO GABRIEL DA CACHOEIRA";4987;4537;3871;3448;5752;4116;2670;1777;1117;540;251;33066
"130390 SAO PAULO DE OLIVENCA";4301;4091;3584;3043;4359;2902;1704;1014;722;350;122;26192
"130395 SAO SEBASTIAO DO UATUMA";1284;1305;1104;969;1501;875;569;394;242;115;56;8414
"130400 SILVES";1285;1213;1042;874;1327;869;676;410;251;163;51;8161
"130406 TABATINGA";6745;6135;5444;4980;7772;5071;3244;1827;1162;574;240;43194
"130410 TAPAUA";3063;3149;2908;2480;3376;1922;1303;691;387;190;80;19549
"130420 TEFE";9959;9259;8392;7891;11999;6990;4550;2869;1793;861;389;64952
"130423 TONANTINS";2803;2648;2298;1875;2636;1689;1043;640;422;221;64;16339
"130426 UARINI";1914;1695;1505;1312;1915;1130;691;426;230;125;44;10987
"130430 URUCARA";2744;2661;2414;2090;3101;2099;1354;909;585;296;130;18383
"130440 URUCURITUBA";2059;2103;1942;1727;2295;1411;1088;684;483;265;201;14258
"140002 AMAJARI";1228;945;785;625;971;771;565;376;224;103;44;6637
"140005 ALTO ALEGRE";3000;2138;2234;2112;2969;2276;1540;857;475;203;112;17916
"140010 BOA VISTA";27421;28097;25832;24818;46775;33926;22820;11688;5557;2749;1038;230721
"140015 BONFIM";1772;1541;1251;948;1588;1188;795;515;258;140;49;10045
"140017 CANTA";1525;1433;1183;1012;1634;1279;1059;716;374;119;52;10386
"140020 CARACARAI";2209;2254;1925;1710;2788;1920;1432;881;503;201;55;15878
"140023 CAROEBE";867;820;810;764;1195;802;611;367;212;92;21;6561
"140028 IRACEMA";805;811;727;668;1076;737;580;364;205;75;28;6076
"140030 MUCAJAI";1611;1562;1447;1385;2258;1611;1226;788;470;173;62;12593
"140040 NORMANDIA";1407;1123;923;734;1091;762;492;303;169;88;41;7133
"140045 PACARAIMA";1419;1241;1005;834;1349;976;673;388;178;89;46;8198
"140047 RORAINOPOLIS";2421;2656;2543;2389;3589;2384;1964;1158;539;200;52;19895
"140050 SAO JOAO DA BALIZA";750;739;659;660;1107;701;494;340;184;65;23;5722
"140060 SAO LUIZ";616;716;734;730;1119;723;615;349;169;80;25;5876
"140070 UIRAMUTA";1460;1119;906;715;982;661;412;209;147;72;36;6719
"150010 ABAETETUBA";15530;16992;16460;15506;24085;15586;10602;6929;4376;2203;1147;129416
"150013 ABEL FIGUEIREDO";792;774;725;715;1194;844;582;363;235;119;40;6383
"150020 ACARA";7825;7609;6991;6164;9282;6369;3936;2643;1873;944;377;54013
"150030 AFUA";5355;5170;4353;3668;5241;3249;2129;1344;896;461;213;32079
"150034 AGUA AZUL DO NORTE";2428;2685;2753;2720;4917;3659;2243;1266;704;216;46;23637
"150040 ALENQUER";7510;7144;6330;5697;8452;5132;3921;2781;2014;1152;448;50581
"150050 ALMEIRIM";4924;4695;4312;3912;6152;4514;3116;1631;911;448;162;34777
"150060 ALTAMIRA";10303;10258;9757;9731;16661;11950;8351;4767;2761;1462;461;86462
"150070 ANAJAS";3770;3366;2861;2437;3421;2002;1283;811;513;300;113;20877
"150080 ANANINDEUA";44663;46303;44664;46014;86927;67377;46785;26064;12619;5700;2243;429359
"150085 ANAPU";1908;1756;1715;1579;2364;1509;1093;716;409;138;31;13218
"150090 AUGUSTO CORREA";5506;5259;4750;4229;5905;3743;2671;1891;1293;723;333;36303
"150095 AURORA DO PARA";3000;3230;2931;2675;3866;2502;1689;1215;788;375;172;22443
"150100 AVEIRO";2525;2445;2073;1721;2460;1648;1326;879;615;256;100;16048
"150110 BAGRE";2980;2934;2451;2057;2855;1628;986;672;395;224;142;17324
"150120 BAIAO";3587;3726;3417;3212;4774;2967;2012;1433;937;466;196;26727
"150125 BANNACH";502;445;394;399;708;524;387;238;130;35;10;3772
"150130 BARCARENA";9757;9821;9383;9024;14286;10085;7002;3734;2045;1002;536;76675
"150140 BELEM";125266;128494;128235;138254;271221;211095;153286;95804;57248;30066;12677;1351646
"150145 BELTERRA";2115;2066;1808;1632;2606;1764;1354;979;758;357;105;15544
"150150 BENEVIDES";4834;5070;4716;4561;8178;5874;3820;2229;1405;690;281;41658
"150157 BOM JESUS DO TOCANTINS";1742;1766;1649;1557;2563;1759;1261;891;554;308;114;14164
"150160 BONITO";1445;1382;1380;1358;2135;1337;908;609;401;248;98;11301
"150170 BRAGANCA";13154;13085;12583;12129;18282;11900;8392;5798;3958;2320;950;102551
"150172 BRASIL NOVO";2067;2084;2012;1903;3140;2332;1637;989;658;296;66;17184
"150175 BREJO GRANDE DO ARAGUAIA";1014;989;937;884;1330;890;687;434;274;131;52;7622
"150178 BREU BRANCO";5739;5665;4996;4637;6966;4548;3268;2081;1197;481;153;39731
"150180 BREVES";14399;13488;11358;9938;14513;8637;5872;3744;2319;1329;808;86405
"150190 BUJARU";3254;3229;2958;2596;3948;2661;1703;1237;878;445;187;23096
"150195 CACHOEIRA DO PIRIA";3034;2766;2557;2306;3311;2319;1468;866;522;183;52;19384
"150200 CACHOEIRA DO ARARI";2349;2374;2241;2059;2960;2039;1443;920;714;425;178;17702
"150210 CAMETA";15164;15107;14123;13053;18335;11093;7783;5681;3939;2215;1229;107722
"150215 CANAA DOS CARAJAS";1994;1895;1920;1936;3180;2241;1483;884;520;173;35;16261
"150220 CAPANEMA";6556;6759;6741;6971;11469;7985;5857;3722;2571;1505;626;60762
"150230 CAPITAO POCO";6479;7040;6685;6149;9172;6203;4133;2702;1925;983;338;51809
"150240 CASTANHAL";16675;17007;16811;17073;29389;21434;14363;8693;5285;2675;1105;150510
"150250 CHAVES";3004;2770;2530;2132;3143;2019;1376;947;631;307;132;18991
"150260 COLARES";1439;1410;1386;1288;1850;1260;905;702;526;282;114;11162
"150270 CONCEICAO DO ARAGUAIA";5315;5401;4938;4740;8094;5908;4376;3069;2044;994;387;45266
"150275 CONCORDIA DO PARA";3326;3245;3115;2841;4213;2749;1688;1195;818;467;189;23846
"150276 CUMARU DO NORTE";1021;902;818;751;1376;1164;838;460;183;42;19;7574
"150277 CURIONOPOLIS";2489;2533;2385;2112;3132;2269;2010;1330;911;383;83;19637
"150280 CURRALINHO";4099;3762;3176;2722;3877;2109;1406;949;658;289;239;23286
"150285 CURUA";1613;1524;1381;1249;1677;1049;795;513;363;185;94;10443
"150290 CURUCA";3630;3688;3522;3335;4939;3273;2507;1829;1499;857;393;29472
"150293 DOM ELISEU";5911;5802;5344;5224;8501;5802;3936;2099;1146;465;143;44373
"150295 ELDORADO DOS CARAJAS";4430;4270;3896;3574;5221;3741;2750;1788;1018;346;79;31113
"150300 FARO";1484;1423;1296;1087;1585;1058;744;458;336;174;73;9718
"150304 FLORESTA DO ARAGUAIA";2015;1997;1885;1762;2815;2013;1442;939;600;245;74;15787
"150307 GARRAFAO DO NORTE";3580;3812;3447;2978;4237;2765;1756;1251;826;376;115;25143
"150309 GOIANESIA DO PARA";3698;3642;3468;3398;5426;3498;2333;1410;822;286;81;28062
"150310 GURUPA";4209;3991;3433;2953;4250;2604;1717;1151;782;375;168;25633
"150320 IGARAPE-ACU";3907;4270;4213;4012;6064;4162;3032;2091;1495;811;342;34399
"150330 IGARAPE-MIRI";7609;7444;7317;6736;10001;6038;4243;2888;1910;1011;593;55790
"150340 INHANGAPI";1046;1101;1072;1040;1470;1025;745;511;350;209;74;8643
"150345 IPIXUNA DO PARA";4237;4587;4176;3850;5969;3885;2356;1576;843;308;107;31894
"150350 IRITUIA";4214;4095;3950;3727;5517;3495;2391;1886;1272;729;347;31623
"150360 ITAITUBA";12270;12728;11589;11049;17693;13401;9656;5262;2884;1280;406;98218
"150370 ITUPIRANGA";7410;7048;6471;5950;8859;5776;4283;2953;1835;720;208;51513
"150375 JACAREACANGA";3046;2422;2153;2107;3807;3788;2443;1105;474;132;39;21516
"150380 JACUNDA";5447;5609;5483;5388;8737;5896;3796;2339;1497;677;237;45106
"150390 JURUTI";5954;5604;5019;4470;5948;3412;2597;1824;1210;764;319;37121
"150400 LIMOEIRO DO AJURU";3315;3367;2967;2564;3703;2342;1481;932;611;332;226;21840
"150405 MAE DO RIO";3391;3338;3176;3115;4999;3338;2180;1487;1014;578;243;26859
"150410 MAGALHAES BARATA";1020;1020;991;929;1315;804;669;531;394;245;120;8038
"150420 MARABA";24954;23472;22761;22877;37118;25645;17552;9806;5766;2694;920;193565
"150430 MARACANA";3660;3948;3654;3177;4525;3094;2324;1753;1342;712;394;28583
"150440 MARAPANIM";3047;3351;3178;2868;4235;2891;2232;1701;1374;738;381;25996
"150442 MARITUBA";10107;10351;9712;9559;17701;13143;8108;4548;2450;1138;439;87256
"150445 MEDICILANDIA";2951;3031;2935;2753;4448;3054;2194;1347;752;327;71;23863
"150450 MELGACO";4183;3805;3261;2719;3728;2162;1297;784;484;273;139;22835
"150460 MOCAJUBA";3266;3252;3008;2758;3844;2453;1641;1242;903;474;238;23079
"150470 MOJU";8724;8517;8014;7205;10605;6538;4359;2865;1831;833;348;59839
"150475 MOJUI DOS CAMPOS";1679;1809;1687;1572;2409;1643;1204;913;644;355;126;14041
"150480 MONTE ALEGRE";7017;7503;6836;6183;9514;6370;4675;3210;2289;1300;483;55380
"150490 MUANA";4073;3998;3722;3372;5179;3224;2229;1417;955;538;245;28952
"150495 NOVA ESPERANCA DO PIRIA";3145;3081;2677;2333;3520;2223;1314;855;485;143;38;19814
"150497 NOVA IPIXUNA";1726;1716;1579;1472;2350;1471;1152;833;490;223;65;13077
"150500 NOVA TIMBOTEUA";1318;1340;1357;1411;2317;1577;1150;853;621;356;141;12441
"150503 NOVO PROGRESSO";2705;2450;2403;2451;4901;5166;3438;1453;528;162;30;25687
"150506 NOVO REPARTIMENTO";7025;6794;6307;5798;8718;5582;4138;2751;1575;593;136;49417
"150510 OBIDOS";6810;6233;5800;5529;8526;5389;3910;2901;2039;1044;488;48669
"150520 OEIRAS DO PARA";4496;4009;3361;2961;4269;2480;1581;1175;696;319;248;25595
"150530 ORIXIMINA";7848;7300;6563;6211;9593;6121;4519;2873;1854;982;405;54269
"150540 OUREM";1928;1990;1911;1819;2698;1776;1235;887;652;355;151;15402
"150543 OURILANDIA DO NORTE";2650;2651;2795;2662;4284;3179;2073;1239;705;234;49;22521
"150548 PACAJA";4583;4471;4317;3951;5781;3726;2760;1865;1185;456;123;33218
"150549 PALESTINA DO PARA";967;975;959;887;1374;870;648;503;328;167;50;7728
"150550 PARAGOMINAS";11623;11152;10258;10094;16680;11663;7251;3819;1845;735;241;85361
"150553 PARAUAPEBAS";12988;12471;12003;12095;19854;14169;8949;4148;2050;844;229;99800
"150555 PAU D'ARCO";831;876;841;782;1241;911;594;439;287;137;32;6971
"150560 PEIXE-BOI";878;919;905;922;1402;969;765;530;393;228;91;8002
"150563 PICARRA";1742;1713;1531;1436;2357;1720;1150;755;420;153;49;13026
"150565 PLACAS";2384;2187;2098;2065;3184;2025;1491;943;536;176;35;17124
"150570 PONTA DE PEDRAS";2838;2796;2695;2508;3779;2540;1841;1097;766;490;187;21537
"150580 PORTEL";8181;7121;5768;4978;7029;4017;2674;1842;1123;516;343;43592
"150590 PORTO DE MOZ";4866;4422;3787;3187;4615;2840;1656;1006;698;302;132;27511
"150600 PRAINHA";4755;4710;4044;3488;5079;3297;2197;1302;873;384;137;30266
"150610 PRIMAVERA";1174;1303;1253;1177;1713;1159;816;615;493;292;164;10159
"150611 QUATIPURU";1411;1555;1447;1354;2040;1275;995;685;536;267;119;11684
"150613 REDENCAO";8119;8277;7662;7562;13280;10088;6759;3718;2166;957;320;68908
"150616 RIO MARIA";1969;1980;1968;2036;3341;2555;1837;1198;745;311;101;18041
"150618 RONDON DO PARA";4943;5002;4929;4997;8461;5917;4110;2487;1476;668;235;43225
"150619 RUROPOLIS";3949;3929;3803;3695;5414;3473;2679;1728;1006;447;134;30257
"150620 SALINOPOLIS";4329;4620;4409;4218;6517;4416;2935;2001;1285;606;296;35632
"150630 SALVATERRA";2084;2216;2106;1875;2877;2091;1469;1064;759;414;193;17148
"150635 SANTA BARBARA DO PARA";1640;1691;1568;1543;2491;1815;1142;772;514;237;115;13528
"150640 SANTA CRUZ DO ARARI";696;796;800;732;1181;777;545;347;265;140;45;6324
"150650 SANTA IZABEL DO PARA";5365;5705;5738;5713;9908;7010;4360;2752;1763;896;382;49592
"150655 SANTA LUZIA DO PARA";2641;2778;2560;2391;3453;2211;1575;1028;734;401;166;19938
"150658 SANTA MARIA DAS BARREIRAS";1626;1572;1389;1335;2245;1808;1459;1010;530;205;71;13250
"150660 SANTA MARIA DO PARA";2340;2504;2518;2494;4178;3042;2048;1319;930;540;201;22114
"150670 SANTANA DO ARAGUAIA";4791;4899;4668;4484;7720;5725;3939;2233;1099;370;101;40029
"150680 SANTAREM";33074;32728;31519;30806;49005;32542;23738;15126;9776;5363;2228;265905
"150690 SANTAREM NOVO";765;803;731;686;987;614;445;343;248;126;60;5808
"150700 SANTO ANTONIO DO TAUA";2711;2807;2714;2593;4101;2669;1903;1389;978;471;224;22560
"150710 SAO CAETANO DE ODIVELAS";1973;2090;2022;1911;2856;1893;1378;1012;772;370;159;16436
"150715 SAO DOMINGOS DO ARAGUAIA";2807;2818;2646;2462;3940;2405;1737;1293;891;404;147;21550
"150720 SAO DOMINGOS DO CAPIM";4658;4258;3735;3340;4828;2959;1926;1528;988;483;231;28934
"150730 SAO FELIX DO XINGU";5944;6833;6534;6589;10454;7496;4850;2874;1484;495;114;53667
"150740 SAO FRANCISCO DO PARA";1637;1712;1701;1712;2803;1861;1349;948;673;364;135;14895
"150745 SAO GERALDO DO ARAGUAIA";3501;3516;3286;3207;5011;3424;2468;1601;1043;525;164;27746
"150746 SAO JOAO DA PONTA";569;575;570;513;718;481;385;285;246;134;62;4538
"150747 SAO JOAO DE PIRABAS";2361;2481;2427;2201;3153;2023;1543;1172;891;455;265;18972
"150750 SAO JOAO DO ARAGUAIA";1823;1717;1600;1451;2168;1468;1125;777;460;210;73;12872
"150760 SAO MIGUEL DO GUAMA";6010;5927;5495;5241;8336;5481;3689;2572;1659;868;475;45753
"150770 SAO SEBASTIAO DA BOA VISTA";2941;2811;2651;2429;3417;2074;1411;892;662;342;189;19819
"150775 SAPUCAIA";505;515;500;495;769;651;437;243;121;48;15;4299
"150780 SENADOR JOSE PORFIRIO";2445;2243;1942;1652;2645;1895;1229;683;366;151;46;15297
"150790 SOURE";2557;2647;2561;2394;3698;2677;1932;1297;942;534;236;21475
"150795 TAILANDIA";7101;7459;6786;6285;10460;6834;3792;2122;1144;424;118;52525
"150796 TERRA ALTA";1112;1226;1110;1029;1559;1067;723;564;426;223;87;9126
"150797 TERRA SANTA";2021;2097;1958;1890;2913;1675;1222;859;606;374;129;15744
"150800 TOME-ACU";7305;6997;6540;5970;9407;6072;3901;2616;1678;738;293;51517
"150803 TRACUATEUA";3317;3316;3200;2959;4218;2664;1986;1399;1029;571;210;24869
"150805 TRAIRAO";2113;2078;1991;1848;2780;1822;1359;778;396;138;27;15330
"150808 TUCUMA";3393;3377;3431;3318;5315;4010;2894;1638;885;337;78;28676
"150810 TUCURUI";10495;10149;9748;9794;16203;11067;7929;4245;2247;1014;371;83262
"150812 ULIANOPOLIS";3721;3651;3422;3183;5438;3891;2372;1075;530;134;50;27467
"150815 URUARA";5869;5598;5522;5412;8975;6126;4073;2524;1506;539;163;46307
"150820 VIGIA";4986;5190;5222;5110;8044;5341;3826;2755;1873;896;494;43737
"150830 VISEU";8612;8042;7251;6429;8514;5293;4005;2745;1925;1070;397;54283
"150835 VITORIA DO XINGU";1449;1545;1547;1452;2283;1527;1010;651;448;197;68;12177
"150840 XINGUARA";4405;4367;4272;4269;7187;5436;3731;2151;1327;582;165;37892
"160005 SERRA DO NAVIO";585;522;440;420;696;483;314;171;85;35;12;3763
"160010 AMAPA";1145;1092;961;905;1342;899;588;359;237;112;51;7691
"160015 PEDRA BRANCA DO AMAPARI";1030;902;767;677;1062;741;511;335;180;83;22;6310
