"Municipio";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110140 MONTE NEGRO";1331;1588;1571;1396;2457;2088;1581;1083;666;324;76;14161
"110143 NOVA UNIAO";677;828;879;845;1338;1183;885;589;350;161;57;7792
"110145 PARECIS";477;497;497;512;843;660;574;347;202;85;21;4715
"110146 PIMENTEIRAS DO OESTE";257;260;269;228;394;364;281;181;114;40;17;2405
"110147 PRIMAVERA DE RONDONIA";282;375;410;345;624;557;480;324;203;98;43;3741
"110148 SAO FELIPE D'OESTE";488;582;622;596;1096;958;810;586;365;179;53;6335
"110149 SAO FRANCISCO DO GUAPORE";1586;1771;1776;1623;2822;2421;1714;1089;605;246;62;15715
"110150 SERINGUEIRAS";1033;1367;1363;1265;2071;1789;1395;878;459;235;52;11907
"110155 TEIXEIROPOLIS";397;477;539;529;895;743;642;382;290;168;63;5125
"110160 THEOBROMA";978;1147;1162;1087;1917;1624;1290;919;536;250;67;10977
"110170 URUPA";1155;1362;1397;1404;2498;1925;1550;1203;694;309;102;13599
"110175 VALE DO ANARI";870;1033;1005;934;1609;1317;1084;768;452;198;45;9315
"110180 VALE DO PARAISO";692;851;929;896;1523;1311;1073;711;422;214;61;8683
"120001 ACRELANDIA";1497;1593;1532;1267;2060;1664;1219;833;483;225;59;12432
"120005 ASSIS BRASIL";897;771;691;628;1066;769;505;334;199;101;51;6012
"120010 BRASILEIA";2444;2575;2384;2183;3730;2977;2056;1332;830;452;182;21145
"120013 BUJARI";1037;1093;1010;827;1422;1116;760;605;348;130;64;8412
"120017 CAPIXABA";1028;1157;1100;807;1250;1125;858;562;339;140;51;8417
"120020 CRUZEIRO DO SUL";10588;10900;9768;8551;15115;10024;6144;4139;2676;1387;684;79976
"120025 EPITACIOLANDIA";1770;1796;1677;1534;2649;2105;1471;911;588;324;136;14961
"120030 FEIJO";5470;4930;4449;3570;5630;3811;2452;1490;1017;489;220;33528
"120032 JORDAO";1301;1152;920;693;1022;631;349;188;91;49;32;6428
"120033 MANCIO LIMA";2224;2088;1918;1594;2700;1743;1091;759;485;227;106;14935
"120034 MANOEL URBANO";1227;1182;1049;836;1374;921;588;392;226;140;54;7989
"120035 MARECHAL THAUMATURGO";2575;2318;1975;1567;2237;1320;759;449;265;133;44;13642
"120038 PLACIDO DE CASTRO";2225;2248;2039;1717;2842;2249;1704;1156;707;381;147;17415
"120039 PORTO WALTER";1761;1528;1262;897;1402;892;498;317;173;85;39;8854
"120040 RIO BRANCO";36333;36924;35300;33107;65831;50497;34341;21497;11306;5736;2785;333657
"120042 RODRIGUES ALVES";2193;2266;1870;1424;2345;1594;925;603;394;163;66;13843
"120043 SANTA ROSA DO PURUS";881;744;574;468;770;453;239;137;95;30;12;4403
"120045 SENADOR GUIOMARD";2438;2531;2309;2040;3555;2758;1965;1393;854;445;177;20465
"120050 SENA MADUREIRA";4833;5052;4630;4053;7137;4680;3029;2085;1309;689;337;37834
"120060 TARAUACA";6032;5437;4617;3815;5871;3755;2501;1593;1056;568;264;35509
"120070 XAPURI";1934;2021;1922;1629;2719;2075;1472;1031;680;378;170;16031
"120080 PORTO ACRE";1765;1928;1781;1461;2316;1933;1396;980;634;329;112;14635
"130002 ALVARAES";2342;2191;1883;1571;2321;1499;937;591;387;191;64;13977
"130006 AMATURA";1321;1188;1279;1047;1666;1152;697;413;275;121;57;9216
"130008 ANAMA";1200;1339;1274;1088;1771;1242;764;434;323;176;60;9671
"130010 ANORI";1992;2083;2059;1794;2832;2009;1234;707;503;283;125;15621
"130014 APUI";1696;1931;2056;1865;3441;2569;1898;1219;592;203;52;17522
"130020 ATALAIA DO NORTE";2110;1957;1910;1794;2716;1727;1052;564;346;177;59;14412
"130030 AUTAZES";4331;4284;4030;3369;5060;3658;2643;1722;1150;634;307;31188
"130040 BARCELOS";2774;3072;3503;3197;5239;3150;2159;1460;917;372;89;25932
"130050 BARREIRINHA";4200;4087;3671;2958;4148;2839;1989;1306;896;534;303;26931
"130060 BENJAMIN CONSTANT";5076;4392;4056;3672;5602;3530;2399;1490;985;562;230;31994
"130063 BERURI";2367;2346;2021;1622;2408;1519;1076;703;456;259;109;14886
"130068 BOA VISTA DO RAMOS";1977;2109;2004;1656;2399;1617;1089;723;423;233;129;14359
"130070 BOCA DO ACRE";3682;3884;3793;3364;5475;3899;2586;1777;1191;615;258;30524
"130080 BORBA";4848;4761;4595;4021;6032;3810;2520;1713;1077;612;381;34370
"130083 CAAPIRANGA";1411;1450;1424;1197;1961;1346;813;579;347;169;55;10752
"130090 CANUTAMA";1565;1627;1685;1473;2572;1799;1284;821;477;216;60;13579
"130100 CARAUARI";3537;3767;3631;2991;4453;2903;1968;1223;778;401;165;25817
"130110 CAREIRO";3793;3970;4076;3415;5768;4431;2950;1978;1168;596;192;32337
"130115 CAREIRO DA VARZEA";2475;2652;2721;2440;3867;3233;2353;1513;1072;531;190;23047
"130120 COARI";9560;10050;10033;9134;14840;9066;5610;3643;2153;1144;461;75694
"130130 CODAJAS";2623;3124;2958;2686;4232;2754;1798;1108;704;362;158;22507
"130140 EIRUNEPE";4471;4207;4030;3580;5432;3340;2257;1436;929;463;196;30341
"130150 ENVIRA";2290;2281;2231;1841;2925;1846;1105;615;391;260;90;15875
"130160 FONTE BOA";3826;3364;3255;2791;4440;2820;1691;1134;735;367;168;24591
"130165 GUAJARA";1882;2113;1994;1639;2355;1486;1029;574;365;174;74;13685
"130170 HUMAITA";4681;5563;5632;4902;8016;5297;3678;2432;1518;770;288;42777
"130180 IPIXUNA";3654;3309;2743;2142;3709;2361;1492;789;525;236;104;21064
"130185 IRANDUBA";5024;5144;4810;4157;7088;5215;3513;2420;1554;818;283;40026
"130190 ITACOATIARA";10504;10696;10334;9069;15193;11120;7545;5273;3288;1782;778;85582
"130195 ITAMARATI";1250;1233;1162;932;1539;958;552;336;209;76;32;8279
"130200 ITAPIRANGA";978;1062;1033;933;1407;989;701;495;350;166;79;8193
"130210 JAPURA";1311;1140;1193;998;1623;1039;648;311;183;93;33;8572
"130220 JURUA";1467;1557;1392;1174;1818;1161;716;409;265;138;56;10153
"130230 JUTAI";3547;2957;2621;2163;3143;1971;1249;773;518;264;84;19290
"130240 LABREA";4826;4976;4643;4125;6720;4229;3023;2002;1232;650;245;36671
"130250 MANACAPURU";10237;10978;10849;9424;15227;10425;7053;4640;3094;1742;701;84370
"130255 MANAQUIRI";2719;2770;2659;2232;3741;2581;1912;1196;826;405;147;21188
"130260 MANAUS";170812;176011;180873;171915;360061;287455;195335;117008;57780;28137;11885;1757272
"130270 MANICORE";5689;6000;6115;5402;8237;5576;3824;2475;1617;824;370;46129
"130280 MARAA";2727;2586;2470;2128;3362;2019;1197;650;415;174;67;17795
"130290 MAUES";7585;7037;6503;5604;8472;5458;4045;2905;1549;1105;529;50792
"130300 NHAMUNDA";2182;2390;2333;2089;3106;2109;1518;995;725;417;186;18050
"130310 NOVA OLINDA DO NORTE";3701;4006;4063;3501;5373;3475;2463;1551;843;534;378;29888
"130320 NOVO AIRAO";1850;1702;1704;1585;2548;1678;1201;841;489;266;115;13979
"130330 NOVO ARIPUANA";2431;2814;2749;2384;3829;2614;1741;1122;741;410;163;20998
"130340 PARINTINS";12658;13440;13181;11405;17757;12097;8606;5824;3600;2181;926;101675
"130350 PAUINI";2771;2639;2454;2029;3500;2017;1302;807;493;232;73;18317
"130353 PRESIDENTE FIGUEIREDO";2990;3097;3133;2590;4513;3638;2702;1809;847;305;91;25715
"130356 RIO PRETO DA EVA";2726;2877;2968;2565;4787;3627;2296;1483;808;341;91;24569
"130360 SANTA ISABEL DO RIO NEGRO";3031;2401;2196;1766;2715;1906;1215;761;557;308;98;16954
"130370 SANTO ANTONIO DO ICA";4035;3639;3625;3073;4488;2903;1846;1087;583;293;180;25752
"130380 SAO GABRIEL DA CACHOEIRA";5136;4854;4555;3811;6299;4720;3193;2085;1388;674;319;37034
"130390 SAO PAULO DE OLIVENCA";4499;4328;4092;3447;5219;3577;2344;1249;937;473;188;30353
"130395 SAO SEBASTIAO DO UATUMA";1336;1484;1387;1169;1795;1210;760;536;323;133;61;10194
"130400 SILVES";1215;1156;1095;926;1308;985;734;537;291;172;63;8482
"130406 TABATINGA";7235;6838;6152;5554;9249;6347;4069;2450;1447;731;313;50385
"130410 TAPAUA";2549;2651;2590;2320;3467;2089;1413;875;483;261;91;18789
"130420 TEFE";8806;8704;7999;7130;11796;7664;4791;3082;1932;988;440;63332
"130423 TONANTINS";2679;2445;2401;2024;2954;1957;1175;688;449;252;82;17106
"130426 UARINI";1912;1747;1536;1316;2114;1387;783;501;301;136;64;11797
"130430 URUCARA";2415;2443;2305;1950;2838;2096;1517;993;659;340;152;17708
"130440 URUCURITUBA";2210;2268;2263;2011;2993;1857;1380;952;574;333;213;17054
"140002 AMAJARI";1514;1255;1051;815;1299;964;742;541;299;129;62;8671
"140005 ALTO ALEGRE";2981;2244;1982;1759;2728;1967;1529;980;553;267;100;17090
"140010 BOA VISTA";27870;29053;29906;28202;56571;42097;29195;16648;7752;3647;1583;272524
"140015 BONFIM";1718;1553;1440;1090;1615;1270;878;662;354;177;70;10827
"140017 CANTA";1661;1724;1663;1260;1891;1570;1387;1051;572;217;70;13066
"140020 CARACARAI";2092;2347;2315;1914;3100;2272;1718;1149;649;277;77;17910
"140023 CAROEBE";933;912;910;826;1422;1025;780;500;298;123;42;7771
"140028 IRACEMA";948;967;984;842;1422;1023;842;571;295;119;38;8051
"140030 MUCAJAI";1608;1692;1652;1471;2559;1932;1460;1025;609;259;82;14349
"140040 NORMANDIA";1574;1354;1202;880;1286;889;570;378;223;117;61;8534
"140045 PACARAIMA";1553;1442;1316;1016;1545;1229;847;543;258;114;60;9923
"140047 RORAINOPOLIS";2381;2817;2975;2695;4489;2941;2331;1526;788;292;93;23328
"140050 SAO JOAO DA BALIZA";742;778;773;688;1309;881;606;399;255;96;27;6554
"140060 SAO LUIZ";570;660;773;739;1391;913;690;473;226;110;41;6586
"140070 UIRAMUTA";1673;1358;1123;850;1184;730;515;269;162;104;37;8005
"150010 ABAETETUBA";14364;15701;16702;16288;27748;19058;12653;8532;5326;2740;1302;140414
"150013 ABEL FIGUEIREDO";746;759;754;694;1278;938;697;434;290;143;59;6792
"150020 ACARA";7100;6959;6886;6191;9617;6931;4538;2882;2065;1028;430;54627
"150030 AFUA";5083;5203;4861;4023;5921;3846;2497;1643;996;549;233;34855
"150034 AGUA AZUL DO NORTE";2220;2541;2682;2582;5410;4435;2701;1447;751;279;64;25112
"150040 ALENQUER";7026;7053;6682;5693;8653;6240;4322;3273;2208;1319;526;52995
"150050 ALMEIRIM";4445;4244;4195;3763;6119;4659;3302;2014;1043;526;207;34517
"150060 ALTAMIRA";10361;10634;10667;10166;18972;14197;10104;6339;3463;1810;688;97401
"150070 ANAJAS";3943;3729;3273;2750;4119;2618;1550;1031;635;353;143;24144
"150080 ANANINDEUA";41825;44590;46183;45473;94580;77918;55659;35078;16966;7469;2987;468728
"150085 ANAPU";2528;2314;2297;2143;3472;2398;1677;1176;609;251;58;18923
"150090 AUGUSTO CORREA";5460;5372;5129;4544;6898;4563;3105;2293;1546;809;354;40073
"150095 AURORA DO PARA";2897;3283;3311;2913;4833;3297;2184;1510;1010;473;191;25902
"150100 AVEIRO";2211;2286;2206;1772;2441;1749;1376;1026;654;324;135;16180
"150110 BAGRE";3438;3448;3238;2668;3944;2495;1381;903;587;272;141;22515
"150120 BAIAO";4000;4471;4379;3856;6639;4411;2882;2009;1263;641;233;34784
"150125 BANNACH";420;394;355;334;639;531;391;286;155;60;18;3583
"150130 BARCARENA";10792;10754;11046;10461;18865;13720;9361;5539;2823;1335;647;95343
"150140 BELEM";113956;118942;125034;128156;277466;230253;173883;118167;68560;36045;16052;1406514
"150145 BELTERRA";1934;2086;1922;1638;2641;2034;1536;1177;803;465;159;16395
"150150 BENEVIDES";4969;5451;5432;5146;9810;7692;5095;3180;1780;914;386;49855
"150157 BOM JESUS DO TOCANTINS";1628;1674;1752;1549;2843;2052;1525;1084;669;339;144;15259
"150160 BONITO";1603;1489;1463;1412;2679;1797;1151;798;457;276;114;13239
"150170 BRAGANCA";12911;12958;12895;12435;21314;14455;10000;7047;4578;2603;1129;112325
"150172 BRASIL NOVO";1760;1728;1810;1706;2918;2317;1805;1123;718;365;118;16368
"150175 BREJO GRANDE DO ARAGUAIA";887;876;851;829;1344;945;725;539;302;164;66;7528
"150178 BREU BRANCO";6340;6445;6256;5456;9327;6293;4264;2926;1660;756;241;49964
"150180 BREVES";13505;13596;12534;10392;15837;10450;6654;4617;2795;1487;875;92742
"150190 BUJARU";3205;3351;3193;2829;4358;3226;2125;1407;1011;523;215;25443
"150195 CACHOEIRA DO PIRIA";3582;3604;3177;2632;4558;3176;2093;1202;665;263;77;25029
"150200 CACHOEIRA DO ARARI";2340;2350;2365;2210;3652;2499;1903;1190;801;513;238;20061
"150210 CAMETA";14918;15088;15011;13802;22052;14118;9143;6830;4631;2543;1317;119453
"150215 CANAA DOS CARAJAS";2852;2662;2698;2540;5054;3738;2386;1350;719;282;78;24359
"150220 CAPANEMA";6066;6505;6707;6600;12250;9183;6743;4611;2820;1753;738;63976
"150230 CAPITAO POCO";5590;6402;6513;6026;9668;6917;4850;3147;2064;1152;450;52779
"150240 CASTANHAL";16795;17183;17744;17819;34365;25910;17811;11192;6508;3323;1414;170064
"150250 CHAVES";3063;2854;2731;2254;3501;2409;1639;1145;711;371;151;20829
"150260 COLARES";1364;1280;1329;1264;1978;1355;1072;782;604;353;140;11521
"150270 CONCEICAO DO ARAGUAIA";4670;5037;5073;4551;7918;6468;4909;3542;2385;1242;481;46276
"150275 CONCORDIA DO PARA";3528;3346;3381;3174;5226;3526;2124;1417;1021;537;249;27529
"150276 CUMARU DO NORTE";1190;1075;1018;843;1807;1590;1233;707;311;76;18;9868
"150277 CURIONOPOLIS";2096;2124;2198;2070;3160;2220;1957;1521;971;524;132;18973
"150280 CURRALINHO";4395;4174;3791;3202;4776;2911;1766;1186;795;382;249;27627
"150285 CURUA";1658;1714;1524;1330;2064;1319;977;653;419;220;101;11979
"150290 CURUCA";3608;3922;3818;3564;5801;4095;3157;2329;1741;1101;455;33591
"150293 DOM ELISEU";5798;6052;5824;5351;10072;7220;4888;2812;1467;652;204;50340
"150295 ELDORADO DOS CARAJAS";3986;4027;3862;3506;5631;4007;3165;2098;1266;483;130;32161
"150300 FARO";1228;1177;1109;992;1435;993;706;506;326;189;75;8736
"150304 FLORESTA DO ARAGUAIA";1982;2003;1991;1879;3115;2502;1755;1181;711;323;102;17544
"150307 GARRAFAO DO NORTE";3044;3458;3380;3000;4533;3086;2041;1356;981;459;164;25502
"150309 GOIANESIA DO PARA";3846;3762;3794;3573;6732;4730;2912;1920;1040;464;116;32889
"150310 GURUPA";4164;4187;3879;3238;4951;3227;2065;1330;949;459;195;28644
"150320 IGARAPE-ACU";3551;3934;4154;4003;6737;4707;3482;2490;1696;961;398;36113
"150330 IGARAPE-MIRI";7339;6863;6997;6808;11039;7223;4792;3426;2156;1199;634;58476
"150340 INHANGAPI";1034;1130;1138;1106;1807;1251;944;649;440;233;104;9836
"150345 IPIXUNA DO PARA";5068;5764;5772;4878;9010;6196;3640;2193;1276;459;143;44399
"150350 IRITUIA";3825;3875;3766;3476;5643;3991;2654;2068;1501;794;391;31984
"150360 ITAITUBA";10450;11484;11705;10612;18747;13748;10517;6542;3435;1608;548;99396
"150370 ITUPIRANGA";6680;6551;6392;5650;9334;6390;4601;3388;2042;877;291;52196
"150375 JACAREACANGA";2243;1937;1659;1473;2892;2523;2071;968;420;127;40;16353
"150380 JACUNDA";5441;5610;5746;5628;10336;7278;4760;2855;1714;876;325;50569
"150390 JURUTI";6521;6353;5945;5075;7999;4948;3292;2385;1465;820;415;45218
"150400 LIMOEIRO DO AJURU";3214;3411;3295;2900;4418;2960;1831;1199;745;390;236;24599
"150405 MAE DO RIO";3174;3244;3172;3014;5283;3872;2502;1754;1164;636;296;28111
"150410 MAGALHAES BARATA";940;969;966;905;1399;904;733;587;441;268;125;8237
"150420 MARABA";26688;25028;24700;24103;46541;32576;22124;13354;7009;3589;1212;226924
"150430 MARACANA";3141;3560;3610;3207;4710;3377;2591;1979;1502;839;413;28929
"150440 MARAPANIM";2667;3060;3197;2909;4465;3305;2506;2007;1499;871;420;26906
"150442 MARITUBA";10434;10969;11033;10255;21617;17779;10897;6243;3194;1469;579;104469
"150445 MEDICILANDIA";2925;3103;3079;2908;5139;3725;2740;1759;949;419;124;26870
"150450 MELGACO";4116;3812;3529;2970;4270;2677;1501;917;511;251;155;24709
"150460 MOCAJUBA";3247;3492;3332;2990;4642;3032;2066;1465;1046;634;266;26212
"150470 MOJU";9028;8899;8780;7909;12631;8470;5465;3606;2213;1050;443;68494
"150475 MOJUI DOS CAMPOS";1496;1668;1734;1561;2563;1914;1476;1089;761;417;156;14835
"150480 MONTE ALEGRE";6020;6963;6899;6132;9479;7289;5185;3793;2558;1510;583;56411
"150490 MUANA";4233;4305;4164;3700;6242;4207;2741;1804;1099;606;283;33384
"150495 NOVA ESPERANCA DO PIRIA";2793;2846;2688;2345;3758;2617;1536;960;610;213;52;20418
"150497 NOVA IPIXUNA";1683;1734;1695;1530;2616;1844;1334;1023;650;277;92;14478
"150500 NOVA TIMBOTEUA";1271;1367;1366;1351;2542;1890;1389;1047;737;432;185;13577
"150503 NOVO PROGRESSO";2783;2603;2644;2434;4594;4417;3472;1804;705;214;46;25716
"150506 NOVO REPARTIMENTO";7594;7498;7364;6520;10914;7588;5359;3663;2109;887;227;59723
"150510 OBIDOS";6494;6147;5795;5162;8614;6163;4373;3256;2280;1203;531;50018
"150520 OEIRAS DO PARA";4445;4231;3762;3135;4816;3143;1910;1322;885;385;251;28285
"150530 ORIXIMINA";8076;8017;7526;6533;10847;7642;5327;3644;2278;1216;484;61590
"150540 OUREM";1803;1897;1952;1797;2935;2076;1498;1047;748;412;186;16351
"150543 OURILANDIA DO NORTE";2992;2859;3036;2965;5456;4031;2619;1419;749;325;79;26530
"150548 PACAJA";4868;4633;4808;4323;7101;4859;3493;2459;1473;652;183;38852
"150549 PALESTINA DO PARA";876;873;871;839;1385;945;693;562;362;193;75;7674
"150550 PARAGOMINAS";11583;11503;11032;10276;19806;14178;8874;5137;2415;1012;349;96165
"150553 PARAUAPEBAS";16780;15440;15312;15113;32268;22139;13437;6891;2918;1287;397;141982
"150555 PAU D'ARCO";657;701;738;703;1126;885;630;451;302;155;44;6392
"150560 PEIXE-BOI";761;851;862;807;1468;1033;836;630;404;265;114;8031
"150563 PICARRA";1496;1566;1511;1331;2312;1865;1275;874;510;201;68;13009
"150565 PLACAS";2864;2786;2572;2388;4379;3040;2053;1326;753;297;55;22513
"150570 PONTA DE PEDRAS";3043;3046;2960;2818;4659;3195;2319;1516;890;547;256;25249
"150580 PORTEL";8572;7981;7040;5528;8493;5349;3178;2249;1380;656;341;50767
"150590 PORTO DE MOZ";5346;4826;4548;3819;5770;3689;2171;1247;832;389;172;32809
"150600 PRAINHA";4001;4368;4130;3371;5060;3566;2469;1592;919;475;160;30111
"150610 PRIMAVERA";980;1219;1218;1143;1818;1304;967;701;569;341;158;10418
"150611 QUATIPURU";1251;1555;1477;1360;2231;1515;1172;823;570;339;139;12432
"150613 REDENCAO";7620;8100;8205;7731;14394;11519;8232;4814;2665;1373;430;75083
"150616 RIO MARIA";1726;1824;1821;1819;3432;2701;2033;1380;842;390;132;18100
"150618 RONDON DO PARA";4739;4917;5045;4928;9253;6815;5017;3123;1784;842;313;46776
"150619 RUROPOLIS";4424;4648;4577;4162;7225;4992;3494;2445;1363;607;196;38133
"150620 SALINOPOLIS";3860;4249;4386;4223;7186;5130;3516;2424;1535;758;326;37593
"150630 SALVATERRA";2095;2235;2308;2168;3431;2647;1872;1324;905;502;229;19716
"150635 SANTA BARBARA DO PARA";1713;1849;1891;1712;3071;2392;1605;1068;680;332;152;16465
"150640 SANTA CRUZ DO ARARI";761;829;926;874;1540;1094;757;465;324;176;57;7803
"150650 SANTA IZABEL DO PARA";5404;5806;6167;6121;12135;9032;5791;3545;2209;1139;490;57839
"150655 SANTA LUZIA DO PARA";2200;2494;2455;2287;3660;2445;1698;1194;801;481;188;19903
"150658 SANTA MARIA DAS BARREIRAS";1746;1853;1733;1516;2699;2279;1942;1475;789;313;93;16438
"150660 SANTA MARIA DO PARA";2145;2419;2425;2424;4402;3402;2439;1614;1029;626;258;23183
"150670 SANTANA DO ARAGUAIA";5588;6064;6099;5245;10544;8478;5304;3106;1608;589;154;52779
"150680 SANTAREM";31407;31643;31688;30418;53080;37361;26917;18353;11167;6280;2635;280949
"150690 SANTAREM NOVO";702;738;775;692;1089;754;521;379;289;155;64;6158
"150700 SANTO ANTONIO DO TAUA";2785;2861;2984;2861;4796;3533;2367;1774;1228;596;244;26029
"150710 SAO CAETANO DE ODIVELAS";1766;1912;1974;1880;3078;2187;1554;1218;833;491;170;17063
"150715 SAO DOMINGOS DO ARAGUAIA";2658;2757;2732;2513;4128;2931;2043;1501;1064;579;202;23108
"150720 SAO DOMINGOS DO CAPIM";4394;4137;3891;3323;5120;3482;2202;1598;1182;534;259;30122
"150730 SAO FELIX DO XINGU";7784;9324;9127;8646;17421;13781;8611;4769;2319;812;166;82760
"150740 SAO FRANCISCO DO PARA";1468;1589;1650;1590;2882;2066;1529;1139;763;425;178;15279
"150745 SAO GERALDO DO ARAGUAIA";2905;3060;3054;2805;4931;3579;2582;1768;1115;587;232;26618
"150746 SAO JOAO DA PONTA";601;585;592;562;870;602;478;369;266;155;81;5161
"150747 SAO JOAO DE PIRABAS";2244;2396;2459;2291;3650;2471;1771;1383;1028;582;280;20555
"150750 SAO JOAO DO ARAGUAIA";1678;1605;1599;1459;2225;1597;1296;922;557;277;94;13309
"150760 SAO MIGUEL DO GUAMA";5911;6110;5931;5489;9539;6685;4532;3047;2078;1017;560;50899
"150770 SAO SEBASTIAO DA BOA VISTA";3033;2920;2815;2646;4186;2610;1731;1131;760;417;223;22472
"150775 SAPUCAIA";503;536;546;508;926;727;590;335;173;69;20;4933
"150780 SENADOR JOSE PORFIRIO";1963;1831;1748;1437;2361;1821;1298;789;422;166;46;13882
"150790 SOURE";2443;2489;2622;2493;4146;3021;2255;1596;1044;640;243;22992
"150795 TAILANDIA";8651;9452;9137;7968;15946;10826;5789;3066;1724;708;184;73451
"150796 TERRA ALTA";1041;1190;1246;1121;1758;1273;941;662;514;276;112;10134
"150797 TERRA SANTA";1869;2096;2075;1876;3127;2155;1386;1067;692;408;169;16920
"150800 TOME-ACU";7247;6828;6800;6216;10472;7355;4745;3106;2027;978;382;56156
"150803 TRACUATEUA";3281;3277;3329;3110;4867;3256;2316;1726;1148;657;270;27237
"150805 TRAIRAO";2019;1952;1950;1803;3365;2292;1568;1033;526;199;46;16753
"150808 TUCUMA";3578;3419;3553;3570;6486;4854;3555;2137;1154;493;126;32925
"150810 TUCURUI";10928;10704;10730;10337;19229;13494;9217;5795;2834;1347;467;95082
"150812 ULIANOPOLIS";4792;4874;4766;4035;8166;6427;3448;1970;949;301;82;39810
"150815 URUARA";5513;5164;5242;4890;9094;6537;4295;2750;1612;685;202;45984
"150820 VIGIA";4833;5035;5208;5174;9175;6526;4491;3300;2195;1144;524;47605
"150830 VISEU";8106;7853;7374;6425;9799;6155;4408;3228;2036;1205;463;57052
"150835 VITORIA DO XINGU";1378;1434;1591;1465;2709;1889;1232;799;502;250;78;13327
"150840 XINGUARA";4229;4297;4350;4172;7861;6137;4390;2679;1475;741;228;40559
