"Municipio";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"130220 JURUA";1325;1101;977;850;1206;699;441;275;185;85;40;7184
"130230 JUTAI";4522;3998;3297;2552;3383;2012;1247;762;483;201;73;22530
"130240 LABREA";4879;4362;4186;3771;4914;3173;2250;1400;953;471;190;30549
"130250 MANACAPURU";11165;10477;10077;9174;13003;8192;5624;3668;2628;1313;577;75898
"130255 MANAQUIRI";2018;1874;1806;1652;2291;1608;1115;767;561;280;106;14078
"130260 MANAUS";177658;163760;154790;165759;307312;221177;144684;75136;40926;20100;8830;1480132
"130270 MANICORE";5874;5914;5593;4719;6488;4207;2917;1896;1309;618;328;39863
"130280 MARAA";2807;2812;2607;2144;3050;1866;1051;608;373;138;59;17515
"130290 MAUES";6964;6131;5804;4817;6393;4217;3295;1835;1498;900;396;42250
"130300 NHAMUNDA";2345;2401;2293;1955;2515;1576;1104;764;603;305;155;16016
"130310 NOVA OLINDA DO NORTE";3893;3898;3419;2910;3994;2536;1826;949;793;516;275;25009
"130320 NOVO AIRAO";1480;1489;1454;1249;1714;1158;778;476;364;176;75;10413
"130330 NOVO ARIPUANA";2820;2771;2491;2107;2890;1812;1269;800;595;260;156;17971
"130340 PARINTINS";13969;13162;12503;11381;15304;10027;7158;4416;3176;1618;756;93470
"130350 PAUINI";2964;2635;2447;2279;2937;1777;1160;714;445;178;59;17595
"130353 PRESIDENTE FIGUEIREDO";2675;2438;2107;1942;3406;2709;1898;974;457;169;59;18834
"130356 RIO PRETO DA EVA";2617;2567;2275;2058;3790;2454;1513;889;481;159;49;18852
"130360 SANTA ISABEL DO RIO NEGRO";2005;1690;1474;1293;1870;1240;815;572;419;158;76;11612
"130370 SANTO ANTONIO DO ICA";4688;4914;4446;3341;4392;2770;1926;992;567;267;153;28456
"130380 SAO GABRIEL DA CACHOEIRA";4887;4253;3684;3375;5518;3881;2475;1645;1008;500;251;31477
"130390 SAO PAULO DE OLIVENCA";4283;3960;3437;2798;3978;2588;1498;929;632;312;111;24526
"130395 SAO SEBASTIAO DO UATUMA";1302;1170;1034;892;1328;742;500;348;221;108;56;7701
"130400 SILVES";1309;1229;1060;890;1250;823;651;379;242;152;48;8033
"130406 TABATINGA";6532;5720;5216;4776;7088;4592;2918;1652;1070;513;238;40315
"130410 TAPAUA";3379;3419;3054;2503;3185;1875;1245;600;347;168;77;19852
"130420 TEFE";10409;9333;8989;8276;11620;6784;4456;2790;1723;812;409;65601
"130423 TONANTINS";2915;2655;2261;1762;2483;1620;1030;628;408;207;63;16032
"130426 UARINI";1891;1733;1526;1249;1774;1058;664;396;209;117;45;10662
"130430 URUCARA";2833;2836;2599;2179;3019;2080;1262;893;540;285;127;18653
"130440 URUCURITUBA";2035;1994;1884;1567;1926;1261;974;607;442;251;197;13138
"140002 AMAJARI";1064;857;673;547;851;670;508;328;207;93;47;5845
"140005 ALTO ALEGRE";2527;2334;2722;2210;2948;2455;1483;802;452;177;128;18238
"140010 BOA VISTA";28462;25665;23556;24303;42385;31598;20247;9903;4898;2370;1034;214421
"140015 BONFIM";1771;1555;1162;917;1578;1130;784;427;243;122;51;9740
"140017 CANTA";1455;1276;1113;955;1420;1130;928;598;321;94;51;9341
"140020 CARACARAI";2341;2100;1866;1703;2496;1811;1278;802;460;170;58;15085
"140023 CAROEBE";820;815;813;740;1015;739;528;336;185;78;21;6090
"140028 IRACEMA";773;705;671;589;885;626;486;316;167;60;28;5306
"140030 MUCAJAI";1607;1487;1462;1390;1973;1532;1118;712;418;144;65;11908
"140040 NORMANDIA";1265;1072;855;678;1013;722;444;265;154;77;42;6587
"140045 PACARAIMA";1353;1133;944;765;1223;882;606;328;166;77;49;7526
"140047 RORAINOPOLIS";2514;2514;2509;2249;3059;2235;1788;1011;463;160;54;18556
"140050 SAO JOAO DA BALIZA";783;669;653;669;973;642;452;319;161;51;26;5398
"140060 SAO LUIZ";670;718;740;728;922;708;575;291;154;67;26;5599
"140070 UIRAMUTA";1311;1059;847;698;861;629;390;180;140;63;40;6218
"150010 ABAETETUBA";16615;16918;16279;15155;22102;14360;9937;6361;3986;2040;1147;124900
"150013 ABEL FIGUEIREDO";801;771;728;746;1108;831;526;346;216;104;38;6215
"150020 ACARA";8142;7800;7177;6016;9157;6017;3766;2590;1810;902;384;53761
"150030 AFUA";5559;5005;4215;3559;4864;2987;2010;1258;841;421;220;30939
"150034 AGUA AZUL DO NORTE";2598;2767;2710;2556;4707;3443;2099;1243;671;193;44;23031
"150040 ALENQUER";7614;7140;6585;5911;7683;4781;3818;2625;1925;1064;444;49590
"150050 ALMEIRIM";5076;4858;4468;3988;6059;4509;2990;1508;864;402;162;34884
"150060 ALTAMIRA";10225;9793;9576;9618;15432;11234;7608;4214;2541;1321;408;81970
"150070 ANAJAS";3673;3183;2759;2253;3109;1779;1196;727;484;266;107;19536
"150080 ANANINDEUA";46661;44711;43581;46566;83450;63433;43528;22809;11223;5086;2147;413195
"150085 ANAPU";1559;1559;1493;1280;1848;1201;909;573;330;96;27;10875
"150090 AUGUSTO CORREA";5500;5150;4764;4044;5348;3402;2554;1745;1226;692;330;34755
"150095 AURORA DO PARA";3190;3069;2849;2438;3393;2199;1545;1117;713;337;173;21023
"150100 AVEIRO";2632;2496;2138;1727;2340;1623;1293;831;578;243;93;15994
"150110 BAGRE";2878;2585;2168;1726;2396;1324;851;568;348;204;144;15192
"150120 BAIAO";3460;3300;3116;2844;3849;2475;1771;1202;810;412;179;23418
"150125 BANNACH";524;455;428;439;719;528;379;218;121;28;10;3849
"150130 BARCARENA";9363;9079;8764;8086;12297;8986;6061;3174;1795;898;507;69010
"150140 BELEM";130569;126456;128869;145522;268568;202145;145182;88337;53258;27939;12271;1329116
"150145 BELTERRA";2196;2057;1834;1674;2417;1682;1277;929;718;317;93;15194
"150150 BENEVIDES";4883;4700;4325;4383;7376;5178;3322;1981;1279;600;265;38292
"150157 BOM JESUS DO TOCANTINS";1802;1763;1603;1576;2418;1611;1178;830;532;293;109;13715
"150160 BONITO";1362;1373;1320;1317;1837;1182;845;541;395;238;94;10504
"150170 BRAGANCA";13322;12822;12716;11931;16610;10944;7895;5413;3772;2182;930;98537
"150172 BRASIL NOVO";2204;2215;2161;1986;3169;2334;1556;937;627;269;61;17519
"150175 BREJO GRANDE DO ARAGUAIA";1073;1016;1001;922;1269;873;667;409;264;117;49;7660
"150178 BREU BRANCO";5590;5045;4630;4142;5905;4025;2873;1788;1004;383;144;35529
"150180 BREVES";14901;12915;11412;9755;13551;7973;5603;3428;2174;1246;845;83803
"150190 BUJARU";3268;3219;2912;2478;3679;2376;1601;1194;801;425;179;22132
"150195 CACHOEIRA DO PIRIA";2728;2580;2336;1928;2823;1975;1265;775;457;156;44;17067
"150200 CACHOEIRA DO ARARI";2394;2354;2216;1911;2629;1855;1293;838;692;383;169;16734
"150210 CAMETA";15426;14700;14301;12370;16310;10085;7425;5268;3651;2126;1243;102905
"150215 CANAA DOS CARAJAS";1590;1592;1589;1525;2399;1766;1170;734;420;124;27;12936
"150220 CAPANEMA";6758;6676;7112;7150;10724;7597;5525;3387;2496;1402;616;59443
"150230 CAPITAO POCO";7087;7218;6919;6167;8638;5830;3892;2586;1832;925;316;51410
"150240 CASTANHAL";16662;16339;16437;16721;27117;19782;13245;7879;4780;2442;1078;142482
"150250 CHAVES";2902;2840;2447;2050;2979;1829;1300;875;600;277;137;18236
"150260 COLARES";1436;1481;1452;1324;1734;1189;853;682;497;259;107;11014
"150270 CONCEICAO DO ARAGUAIA";5627;5388;5079;5024;7750;5694;4185;2916;1904;903;381;44851
"150275 CONCORDIA DO PARA";3226;3176;2991;2659;3750;2480;1579;1101;759;419;193;22333
"150276 CUMARU DO NORTE";924;839;694;675;1180;1014;717;389;148;33;19;6632
"150277 CURIONOPOLIS";2698;2643;2511;2121;3042;2362;1978;1291;855;335;74;19910
"150280 CURRALINHO";3987;3473;3004;2511;3423;1842;1292;871;586;267;248;21504
"150285 CURUA";1584;1475;1381;1176;1425;968;719;478;341;170;95;9812
"150290 CURUCA";3635;3562;3557;3201;4357;2944;2265;1681;1438;767;373;27780
"150293 DOM ELISEU";6026;5486;5230;5065;7701;5412;3579;1860;1038;387;138;41922
"150295 ELDORADO DOS CARAJAS";4668;4227;4111;3465;4970;3655;2591;1720;915;290;71;30683
"150300 FARO";1578;1574;1368;1141;1613;1088;735;437;345;167;75;10121
"150304 FLORESTA DO ARAGUAIA";2027;1953;1921;1661;2593;1868;1320;895;538;222;67;15065
"150307 GARRAFAO DO NORTE";3972;3926;3498;2929;3979;2592;1689;1217;746;340;108;24996
"150309 GOIANESIA DO PARA";3670;3486;3407;3099;4844;3174;2125;1227;735;237;76;26080
"150310 GURUPA";4271;3811;3330;2779;3926;2371;1565;1108;726;341;168;24396
"150320 IGARAPE-ACU";4141;4383;4267;4075;5571;3894;2893;1964;1424;737;346;33695
"150330 IGARAPE-MIRI";7669;7691;7529;6575;9413;5630;4080;2706;1838;933;623;54687
"150340 INHANGAPI";1073;1048;1094;988;1294;914;683;479;315;199;66;8153
"150345 IPIXUNA DO PARA";4044;3890;3501;3123;4817;3044;1994;1321;670;252;102;26758
"150350 IRITUIA";4312;4227;4265;3792;5198;3301;2335;1800;1191;713;342;31476
"150360 ITAITUBA";13435;12638;11774;11233;17060;13474;9057;4861;2663;1170;369;97734
"150370 ITUPIRANGA";7685;7174;6805;5901;8430;5602;4102;2942;1736;654;202;51233
"150375 JACAREACANGA";3230;2567;2405;2288;4375;4337;2567;1220;471;132;43;23635
"150380 JACUNDA";5546;5402;5383;5192;8039;5363;3557;2179;1383;593;226;42863
"150390 JURUTI";5700;5279;4809;4027;4819;2975;2417;1646;1112;725;288;33797
"150400 LIMOEIRO DO AJURU";3469;3210;2866;2355;3388;2091;1391;837;553;314;234;20708
"150405 MAE DO RIO";3487;3301;3286;3189;4765;3061;2114;1400;951;549;242;26345
"150410 MAGALHAES BARATA";1028;1057;1046;962;1203;749;658;495;400;234;125;7957
"150420 MARABA";23863;22272;22198;21477;33180;23726;15874;8719;5340;2357;863;179869
"150430 MARACANA";3981;4113;3790;3125;4231;2953;2190;1704;1287;645;422;28441
"150440 MARAPANIM";3285;3455;3290;2849;3905;2716;2105;1638;1310;679;391;25623
"150442 MARITUBA";10240;9649;8912;8854;16040;11660;7219;3991;2192;1009;422;80188
"150445 MEDICILANDIA";2980;3024;2830;2698;4011;2814;2024;1223;673;286;65;22628
"150450 MELGACO";4193;3746;3233;2523;3476;2007;1222;764;473;281;148;22066
"150460 MOCAJUBA";3279;3106;3027;2589;3403;2213;1534;1164;828;412;237;21792
"150470 MOJU";8532;8386;7842;6748;9538;5842;4006;2652;1656;742;342;56286
"150475 MOJUI DOS CAMPOS";1813;1811;1726;1613;2200;1527;1105;860;611;327;122;13715
"150480 MONTE ALEGRE";7637;7621;7099;6360;8913;5973;4500;2995;2186;1204;468;54956
"150490 MUANA";3997;3892;3532;3189;4639;2890;2049;1303;897;498;246;27132
"150495 NOVA ESPERANCA DO PIRIA";3413;3095;2675;2278;3397;2039;1256;829;426;124;34;19566
"150497 NOVA IPIXUNA";1760;1675;1564;1460;2136;1343;1102;768;434;201;60;12503
"150500 NOVA TIMBOTEUA";1320;1331;1405;1462;2102;1449;1073;791;581;323;137;11974
"150503 NOVO PROGRESSO";2471;2365;2444;2412;5298;5471;3270;1301;479;134;30;25675
"150506 NOVO REPARTIMENTO";6715;6493;6046;5335;7455;4996;3704;2465;1373;490;114;45186
"150510 OBIDOS";6698;6366;6125;5874;7891;5141;3780;2825;1918;1007;491;48116
"150520 OEIRAS DO PARA";4497;3800;3370;2870;3898;2241;1530;1118;595;309;263;24491
"150530 ORIXIMINA";7568;6932;6598;6143;8531;5728;4177;2618;1678;904;386;51263
"150540 OUREM";1982;2016;1984;1861;2419;1658;1163;836;607;341;145;15012
"150543 OURILANDIA DO NORTE";2428;2671;2608;2408;3829;2891;1964;1188;649;192;47;20875
"150548 PACAJA";4379;4437;4220;3701;5043;3327;2542;1684;1068;387;116;30904
"150549 PALESTINA DO PARA";995;1057;982;943;1296;848;633;462;334;155;46;7751
"150550 PARAGOMINAS";11789;10550;10041;9571;15612;10834;6706;3368;1594;635;225;80925
"150553 PARAUAPEBAS";11477;10496;10028;9566;15920;11969;7189;3305;1676;661;194;82481
"150555 PAU D'ARCO";927;921;922;808;1259;917;584;431;281;131;28;7209
"150560 PEIXE-BOI";938;937;971;978;1299;936;739;501;395;206;90;7990
"150563 PICARRA";1883;1719;1623;1440;2313;1678;1099;708;383;138;49;13033
"150565 PLACAS";2092;2003;1956;1830;2566;1757;1257;821;461;136;32;14911
"150570 PONTA DE PEDRAS";2733;2692;2609;2340;3352;2320;1637;981;729;439;180;20012
"150580 PORTEL";7964;6530;5563;4641;6333;3556;2507;1710;1000;488;354;40646
"150590 PORTO DE MOZ";4668;4112;3489;2892;4196;2539;1470;950;619;272;129;25336
"150600 PRAINHA";5166;4779;4211;3504;4902;3154;2059;1241;823;357;134;30330
"150610 PRIMAVERA";1303;1322;1331;1179;1584;1082;761;583;459;287;162;10053
"150611 QUATIPURU";1520;1561;1453;1415;1783;1200;919;653;517;237;119;11377
"150613 REDENCAO";8467;7888;7602;7550;12618;9641;6172;3377;1950;808;300;66373
"150616 RIO MARIA";2075;2001;2139;2071;3226;2508;1762;1129;717;295;93;18016
"150618 RONDON DO PARA";4990;4947;4979;5108;7870;5597;3794;2280;1377;602;223;41767
"150619 RUROPOLIS";3678;3660;3675;3316;4339;3089;2382;1465;916;385;118;27023
"150620 SALINOPOLIS";4669;4604;4522;4148;6138;4062;2752;1874;1201;555;301;34826
"150630 SALVATERRA";2127;2157;2007;1740;2603;1857;1321;999;720;375;187;16093
"150635 SANTA BARBARA DO PARA";1633;1532;1517;1423;2216;1560;987;680;461;201;113;12323
"150640 SANTA CRUZ DO ARARI";694;772;709;694;985;678;464;323;233;124;41;5717
"150650 SANTA IZABEL DO PARA";5401;5530;5422;5409;9054;6238;3900;2481;1590;815;365;46205
"150655 SANTA LUZIA DO PARA";2947;2776;2705;2416;3269;2102;1522;977;705;375;159;19953
"150658 SANTA MARIA DAS BARREIRAS";1554;1423;1326;1238;1956;1603;1311;867;429;170;64;11941
"150660 SANTA MARIA DO PARA";2446;2566;2566;2557;3959;2856;1913;1236;876;511;190;21676
"150670 SANTANA DO ARAGUAIA";4459;4377;4096;3768;6534;4958;3462;1857;895;296;92;34794
"150680 SANTAREM";33580;32442;32240;31564;45917;30872;22675;14054;9228;4967;2190;259729
"150690 SANTAREM NOVO";814;794;766;687;877;574;420;324;232;115;61;5664
"150700 SANTO ANTONIO DO TAUA";2687;2705;2688;2470;3667;2348;1746;1280;893;427;224;21135
"150710 SAO CAETANO DE ODIVELAS";2095;2131;2110;1912;2668;1749;1329;934;757;325;168;16178
"150715 SAO DOMINGOS DO ARAGUAIA";2864;2828;2707;2472;3667;2231;1638;1217;789;365;132;20910
"150720 SAO DOMINGOS DO CAPIM";4733;4209;3893;3326;4537;2757;1873;1532;869;484;233;28446
"150730 SAO FELIX DO XINGU";5459;5451;5321;4811;7440;5612;3718;2253;1192;368;96;41721
"150740 SAO FRANCISCO DO PARA";1719;1744;1777;1794;2666;1773;1269;897;625;348;125;14737
"150745 SAO GERALDO DO ARAGUAIA";3817;3597;3567;3364;4818;3421;2412;1562;1002;492;157;28209
"150746 SAO JOAO DA PONTA";554;589;567;483;615;442;352;269;227;124;61;4283
"150747 SAO JOAO DE PIRABAS";2424;2558;2462;2088;2820;1904;1444;1112;834;398;277;18321
"150750 SAO JOAO DO ARAGUAIA";1835;1738;1702;1437;2082;1405;1080;729;430;184;71;12693
"150760 SAO MIGUEL DO GUAMA";6066;5698;5422;5157;7645;5019;3436;2409;1485;828;475;43640
"150770 SAO SEBASTIAO DA BOA VISTA";2881;2739;2629;2305;3058;1889;1293;815;609;323;189;18730
"150775 SAPUCAIA";505;494;506;459;708;623;373;217;101;39;14;4039
"150780 SENADOR JOSE PORFIRIO";2634;2453;2054;1658;2792;1900;1161;672;359;145;50;15878
"150790 SOURE";2609;2686;2556;2379;3410;2524;1824;1211;929;493;232;20853
"150795 TAILANDIA";6726;6309;5492;5154;8515;5546;3152;1730;883;326;100;43933
"150796 TERRA ALTA";1187;1181;1100;1021;1408;949;665;529;387;200;85;8712
"150797 TERRA SANTA";2107;2047;2022;1944;2634;1487;1157;803;593;345;122;15261
"150800 TOME-ACU";7289;7015;6454;5871;8767;5650;3640;2479;1497;672;278;49612
"150803 TRACUATEUA";3312;3326;3280;2858;3758;2490;1852;1333;966;531;191;23897
"150805 TRAIRAO";2184;2167;1973;1723;2521;1737;1225;722;357;112;25;14746
"150808 TUCUMA";3271;3375;3348;3104;4761;3836;2628;1493;764;282;69;26931
"150810 TUCURUI";10175;9545;9563;9532;14857;10365;7434;3679;2004;898;356;78408
"150812 ULIANOPOLIS";3281;3074;2780;2503;4413;3228;1772;847;369;90;41;22398
"150815 URUARA";5841;5885;5749;5564;8769;6119;3944;2466;1457;481;164;46439
"150820 VIGIA";5069;5242;5266;5044;7364;4889;3614;2611;1742;800;507;42148
"150830 VISEU";8748;8145;7509;6252;7642;5070;3869;2587;1931;997;397;53147
"150835 VITORIA DO XINGU";1498;1581;1514;1366;2104;1421;926;618;436;170;71;11705
"150840 XINGUARA";4448;4333;4372;4144;6867;5215;3469;2003;1271;526;149;36797
"160005 SERRA DO NAVIO";572;502;429;414;631;435;282;152;71;34;12;3534
"160010 AMAPA";1183;1088;997;894;1219;846;542;335;228;106;54;7492
"160015 PEDRA BRANCA DO AMAPARI";844;723;583;510;785;563;406;253;134;64;18;4883
"160020 CALCOENE";1218;1031;872;799;1167;916;607;327;176;76;38;7227
