"Municipio";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"120060 TARAUACA";6055;5261;4449;3715;5790;3607;2401;1539;1028;552;251;34648
"120070 XAPURI";1945;1983;1865;1588;2680;1989;1413;993;645;370;159;15630
"120080 PORTO ACRE";1764;1875;1693;1420;2292;1852;1323;933;599;309;103;14163
"130002 ALVARAES";2336;2180;1850;1550;2312;1446;911;570;383;184;59;13781
"130006 AMATURA";1292;1217;1242;1029;1619;1091;672;392;268;118;55;8995
"130008 ANAMA";1166;1321;1199;1065;1716;1161;713;409;322;164;58;9294
"130010 ANORI";1939;2084;1943;1748;2789;1882;1154;681;496;271;120;15107
"130014 APUI";1670;1970;2009;1916;3317;2438;1828;1160;554;189;46;17097
"130020 ATALAIA DO NORTE";2027;1959;1890;1736;2546;1647;985;540;336;167;53;13886
"130030 AUTAZES";4285;4252;3829;3311;5027;3532;2522;1634;1098;610;289;30389
"130040 BARCELOS";2785;3183;3525;3258;5002;3150;2163;1406;869;359;82;25782
"130050 BARREIRINHA";4194;4046;3503;2909;4166;2747;1933;1254;883;522;287;26444
"130060 BENJAMIN CONSTANT";4951;4342;3901;3534;5413;3390;2299;1403;967;538;208;30946
"130063 BERURI";2329;2302;1909;1575;2377;1461;1029;661;438;248;100;14429
"130068 BOA VISTA DO RAMOS";1945;2077;1891;1613;2341;1545;1046;680;410;225;123;13896
"130070 BOCA DO ACRE";3681;3960;3678;3332;5512;3777;2507;1717;1165;593;241;30163
"130080 BORBA";4796;4797;4518;3959;5931;3646;2438;1632;1067;589;349;33722
"130083 CAAPIRANGA";1398;1471;1366;1177;1944;1289;784;556;331;164;50;10530
"130090 CANUTAMA";1564;1633;1674;1500;2563;1720;1234;782;457;202;55;13384
"130100 CARAUARI";3542;3862;3515;2967;4473;2828;1900;1196;756;387;155;25581
"130110 CAREIRO";3801;3918;3912;3430;5833;4278;2859;1890;1136;575;177;31809
"130115 CAREIRO DA VARZEA";2428;2657;2597;2359;3864;3109;2203;1435;1026;506;178;22362
"130120 COARI";9482;10429;9959;9051;14490;8758;5459;3530;2106;1100;433;74797
"130130 CODAJAS";2567;3126;2880;2631;4166;2590;1713;1066;683;353;147;21922
"130140 EIRUNEPE";4450;4191;3986;3525;5413;3204;2197;1378;893;448;185;29870
"130150 ENVIRA";2255;2306;2131;1795;2888;1755;1050;583;386;249;81;15479
"130160 FONTE BOA";3967;3527;3370;2907;4505;2862;1723;1142;741;354;159;25257
"130165 GUAJARA";1853;2157;1929;1584;2324;1439;977;547;354;168;67;13399
"130170 HUMAITA";4591;5689;5392;4777;7824;5072;3492;2306;1445;741;274;41603
"130180 IPIXUNA";3546;3209;2621;2139;3589;2184;1396;748;489;217;103;20241
"130185 IRANDUBA";5004;5144;4606;4078;7142;5046;3388;2301;1496;769;263;39237
"130190 ITACOATIARA";10438;10784;9959;8940;15280;10699;7329;5029;3187;1700;733;84078
"130195 ITAMARATI";1271;1278;1165;958;1550;924;541;334;190;78;31;8320
"130200 ITAPIRANGA";976;1075;1012;920;1418;961;687;477;341;158;77;8102
"130210 JAPURA";1419;1234;1256;1064;1737;1108;661;316;209;97;26;9127
"130220 JURUA";1419;1540;1307;1126;1748;1086;671;386;250;133;53;9719
"130230 JUTAI";3672;3067;2707;2249;3211;1984;1246;783;513;255;78;19765
"130240 LABREA";4760;4982;4473;4084;6590;4032;2913;1901;1184;627;228;35774
"130250 MANACAPURU";10212;11115;10466;9331;15236;10077;6841;4464;3049;1673;665;83129
"130255 MANAQUIRI";2613;2659;2465;2167;3580;2444;1791;1122;781;387;138;20147
"130260 MANAUS";168512;180113;177987;169604;353767;276056;187814;110172;54806;26777;11069;1716677
"130270 MANICORE";5634;6032;5934;5336;8140;5340;3705;2380;1564;794;352;45211
"130280 MARAA";2764;2565;2457;2184;3331;1977;1188;644;412;171;61;17754
"130290 MAUES";7510;6984;6214;5536;8321;5205;3952;2721;1513;1091;493;49540
"130300 NHAMUNDA";2174;2383;2279;2064;3125;2032;1460;943;715;400;177;17752
"130310 NOVA OLINDA DO NORTE";3634;4027;3987;3420;5238;3335;2368;1458;823;537;346;29173
"130320 NOVO AIRAO";1805;1662;1651;1554;2460;1588;1140;772;469;252;104;13457
"130330 NOVO ARIPUANA";2402;2831;2695;2376;3766;2493;1660;1061;721;389;160;20554
"130340 PARINTINS";12696;13621;12754;11241;17886;11742;8448;5599;3493;2116;877;100473
"130350 PAUINI";2810;2649;2403;2068;3478;1942;1300;787;481;225;68;18211
"130353 PRESIDENTE FIGUEIREDO";2912;3085;2943;2488;4381;3478;2596;1687;774;279;84;24707
"130356 RIO PRETO DA EVA";2663;2861;2887;2536;4586;3478;2202;1365;759;316;79;23732
"130360 SANTA ISABEL DO RIO NEGRO";2907;2311;2069;1681;2593;1820;1132;740;543;284;92;16172
"130370 SANTO ANTONIO DO ICA";4146;3702;3688;3208;4563;2845;1859;1098;583;292;164;26148
"130380 SAO GABRIEL DA CACHOEIRA";5079;4855;4397;3708;6194;4599;3082;2034;1333;642;297;36220
"130390 SAO PAULO DE OLIVENCA";4402;4301;3979;3388;5059;3459;2199;1203;895;444;171;29500
"130395 SAO SEBASTIAO DO UATUMA";1302;1469;1320;1126;1754;1143;719;505;302;130;59;9829
"130400 SILVES";1222;1172;1074;902;1340;963;723;506;282;172;60;8416
"130406 TABATINGA";7081;6758;6002;5421;8985;6086;3902;2305;1382;699;289;48910
"130410 TAPAUA";2597;2730;2657;2364;3501;2053;1397;846;464;245;90;18944
"130420 TEFE";8973;8895;7957;7249;11992;7520;4744;3049;1907;961;418;63665
"130423 TONANTINS";2665;2514;2386;2010;2901;1893;1135;677;445;247;76;16949
"130426 UARINI";1909;1721;1523;1333;2095;1326;760;487;284;136;57;11631
"130430 URUCARA";2481;2464;2287;1965;2951;2107;1496;973;649;328;145;17846
"130440 URUCURITUBA";2150;2250;2178;1966;2883;1760;1320;892;556;315;210;16480
"140002 AMAJARI";1469;1185;998;780;1230;932;701;502;278;124;56;8255
"140005 ALTO ALEGRE";3127;2148;1901;1852;2812;2011;1555;961;535;252;105;17259
"140010 BOA VISTA";27245;29594;29261;27303;54779;40127;27931;15613;7234;3438;1444;263969
"140015 BONFIM";1726;1549;1406;1055;1611;1262;856;642;326;170;64;10667
"140017 CANTA";1635;1683;1523;1199;1876;1520;1320;979;524;192;66;12517
"140020 CARACARAI";2082;2377;2201;1850;3092;2189;1674;1088;613;258;70;17494
"140023 CAROEBE";921;887;874;815;1407;970;751;466;279;117;36;7523
"140028 IRACEMA";907;952;911;812;1371;964;786;521;279;109;35;7647
"140030 MUCAJAI";1605;1675;1576;1444;2553;1851;1418;974;581;237;76;13990
"140040 NORMANDIA";1557;1298;1129;851;1248;860;561;367;210;111;56;8248
"140045 PACARAIMA";1524;1413;1231;980;1522;1176;812;511;235;111;55;9570
"140047 RORAINOPOLIS";2348;2807;2842;2652;4362;2808;2271;1455;730;271;80;22626
"140050 SAO JOAO DA BALIZA";732;792;735;677;1286;839;582;387;239;90;25;6384
"140060 SAO LUIZ";564;679;754;739;1367;856;678;451;211;104;37;6440
"140070 UIRAMUTA";1645;1302;1069;813;1156;716;489;261;159;95;37;7742
"150010 ABAETETUBA";14412;16138;16707;16085;27218;18315;12192;8201;5134;2608;1253;138263
"150013 ABEL FIGUEIREDO";759;765;742;688;1281;912;677;418;277;140;53;6712
"150020 ACARA";7245;7104;6872;6207;9556;6864;4394;2826;2018;1011;410;54507
"150030 AFUA";5112;5244;4743;3928;5826;3736;2412;1575;981;530;225;34312
"150034 AGUA AZUL DO NORTE";2235;2558;2723;2675;5323;4249;2595;1397;745;264;59;24823
"150040 ALENQUER";7160;7076;6489;5603;8850;5992;4225;3166;2171;1289;502;52523
"150050 ALMEIRIM";4562;4334;4187;3774;6166;4614;3282;1929;1013;515;192;34568
"150060 ALTAMIRA";10382;10651;10440;10021;18635;13691;9767;6008;3299;1736;631;95261
"150070 ANAJAS";3924;3666;3173;2697;3995;2488;1490;987;604;346;135;23505
"150080 ANANINDEUA";42151;45634;46108;45296;93282;75740;53790;33224;15974;7050;2779;461028
"150085 ANAPU";2436;2196;2180;2048;3278;2206;1546;1072;568;227;50;17807
"150090 AUGUSTO CORREA";5483;5368;5004;4483;6762;4405;2999;2213;1482;788;349;39336
"150095 AURORA DO PARA";2872;3316;3215;2902;4673;3135;2067;1448;960;453;185;25226
"150100 AVEIRO";2282;2320;2143;1747;2491;1723;1370;995;651;306;126;16154
"150110 BAGRE";3324;3391;3074;2565;3741;2308;1294;861;538;263;141;21500
"150120 BAIAO";3908;4364;4164;3752;6334;4094;2672;1899;1195;599;227;33208
"150125 BANNACH";436;411;358;341;660;527;392;277;149;54;15;3620
"150130 BARCARENA";10589;10685;10715;10258;18024;12880;8889;5131;2647;1253;620;91691
"150140 BELEM";116106;122657;126102;128588;276549;226902;169714;113402;66048;34637;15077;1395782
"150145 BELTERRA";1965;2082;1881;1617;2696;1973;1501;1128;800;440;145;16228
"150150 BENEVIDES";4915;5441;5330;4994;9547;7320;4833;2953;1695;865;358;48251
"150157 BOM JESUS DO TOCANTINS";1647;1702;1735;1540;2801;2005;1465;1043;638;333;136;15045
"150160 BONITO";1582;1456;1458;1399;2601;1696;1090;759;440;269;110;12860
"150170 BRAGANCA";12955;13076;12765;12353;20885;13925;9629;6773;4429;2545;1078;110413
"150172 BRASIL NOVO";1819;1800;1831;1737;2989;2322;1775;1097;707;349;102;16528
"150175 BREJO GRANDE DO ARAGUAIA";914;901;859;831;1361;934;718;513;295;158;62;7546
"150178 BREU BRANCO";6196;6385;5964;5330;8906;5888;4066;2748;1568;696;215;47962
"150180 BREVES";13656;13737;12140;10264;15734;10069;6483;4439;2681;1456;843;91502
"150190 BUJARU";3216;3314;3137;2781;4315;3134;2018;1366;990;504;209;24984
"150195 CACHOEIRA DO PIRIA";3506;3385;3049;2639;4310;3008;1952;1123;638;244;71;23925
"150200 CACHOEIRA DO ARARI";2332;2364;2337;2201;3534;2407;1798;1130;778;497;221;19599
"150210 CAMETA";14929;15218;14679;13729;21513;13453;8807;6598;4491;2455;1286;117158
"150215 CANAA DOS CARAJAS";2702;2507;2551;2469;4697;3398;2190;1247;686;262;66;22775
"150220 CAPANEMA";6168;6612;6603;6640;12252;8917;6559;4435;2759;1697;705;63347
"150230 CAPITAO POCO";5690;6549;6502;6038;9692;6803;4693;3043;2047;1111;421;52589
"150240 CASTANHAL";16783;17328;17585;17617;33507;24976;17034;10649;6265;3173;1322;166239
"150250 CHAVES";3083;2798;2696;2231;3439;2344;1576;1106;694;358;144;20469
"150260 COLARES";1390;1302;1328;1255;1976;1348;1034;764;586;335;133;11451
"150270 CONCEICAO DO ARAGUAIA";4791;5158;4986;4501;8098;6352;4794;3444;2315;1186;453;46078
"150275 CONCORDIA DO PARA";3499;3332;3342;3113;5048;3356;2015;1376;972;528;228;26809
"150276 CUMARU DO NORTE";1166;1038;993;835;1732;1498;1141;650;280;68;18;9419
"150277 CURIONOPOLIS";2160;2221;2220;2073;3186;2205;1983;1473;970;493;119;19103
"150280 CURRALINHO";4340;4128;3648;3102;4632;2733;1684;1137;773;358;243;26778
"150285 CURUA";1657;1665;1478;1322;2020;1256;942;619;408;213;99;11679
"150290 CURUCA";3618;3886;3712;3519;5713;3934;3021;2215;1679;1046;443;32786
"150293 DOM ELISEU";5800;6073;5711;5341;9826;6879;4689;2659;1396;614;185;49173
"150295 ELDORADO DOS CARAJAS";4060;4118;3809;3551;5583;3950;3079;2021;1215;454;116;31956
"150300 FARO";1283;1207;1149;1001;1477;1003;723;499;327;185;74;8928
"150304 FLORESTA DO ARAGUAIA";1993;2013;1947;1866;3092;2388;1692;1117;693;304;95;17200
"150307 GARRAFAO DO NORTE";3098;3535;3390;2998;4524;3037;1966;1336;954;443;151;25432
"150309 GOIANESIA DO PARA";3812;3770;3712;3601;6500;4427;2788;1814;995;421;105;31945
"150310 GURUPA";4163;4179;3771;3188;4828;3098;2000;1287;912;442;187;28055
"150320 IGARAPE-ACU";3597;4003;4164;3969;6683;4619;3379;2404;1649;933;378;35778
"150330 IGARAPE-MIRI";7417;6967;7045;6809;10902;6966;4663;3312;2099;1159;612;57951
"150340 INHANGAPI";1030;1137;1107;1103;1755;1212;899;613;422;228;97;9603
"150345 IPIXUNA DO PARA";4861;5603;5475;4763;8392;5708;3331;2075;1187;424;133;41952
"150350 IRITUIA";3925;3903;3728;3523;5715;3892;2584;2040;1450;774;379;31913
"150360 ITAITUBA";10685;11913;11621;10653;18626;13609;10431;6261;3321;1531;514;99165
"150370 ITUPIRANGA";6839;6666;6318;5743;9328;6245;4554;3254;2004;845;267;52063
"150375 JACAREACANGA";2452;2046;1743;1616;3009;2761;2154;977;439;128;38;17363
"150380 JACUNDA";5417;5673;5700;5593;10047;6998;4518;2741;1678;835;300;49500
"150390 JURUTI";6423;6212;5715;5003;7702;4583;3118;2262;1410;812;394;43634
"150400 LIMOEIRO DO AJURU";3202;3443;3226;2847;4290;2838;1744;1145;719;375;231;24060
"150405 MAE DO RIO";3219;3284;3142;3012;5271;3786;2417;1698;1134;623;280;27866
"150410 MAGALHAES BARATA";967;974;954;898;1409;889;716;581;425;263;122;8198
"150420 MARABA";26500;24884;24288;24069;44762;30916;21161;12558;6731;3394;1136;220399
"150430 MARACANA";3210;3633;3581;3202;4751;3330;2549;1924;1466;817;398;28861
"150440 MARAPANIM";2719;3117;3158;2892;4504;3228;2457;1930;1475;843;405;26728
"150442 MARITUBA";10295;10989;10870;10220;20890;16732;10264;5874;3032;1397;539;101102
"150445 MEDICILANDIA";2928;3080;3065;2864;5061;3582;2615;1668;908;402;109;26282
"150450 MELGACO";4138;3827;3456;2939;4180;2556;1458;882;505;255;147;24343
"150460 MOCAJUBA";3253;3464;3218;2958;4528;2920;1959;1419;1023;600;257;25599
"150470 MOJU";9003;8810;8594;7799;12329;8059;5214;3437;2140;1003;413;66801
"150475 MOJUI DOS CAMPOS";1514;1713;1706;1546;2584;1862;1418;1052;732;405;148;14680
"150480 MONTE ALEGRE";6155;7095;6803;6066;9702;7117;5073;3677;2498;1467;556;56209
"150490 MUANA";4211;4235;4087;3639;6076;3990;2631;1716;1069;593;270;32517
"150495 NOVA ESPERANCA DO PIRIA";2827;2918;2690;2350;3724;2547;1478;936;586;195;49;20300
"150497 NOVA IPIXUNA";1689;1738;1662;1510;2601;1764;1290;984;615;266;85;14204
"150500 NOVA TIMBOTEUA";1288;1368;1347;1344;2541;1829;1335;1005;711;415;172;13355
"150503 NOVO PROGRESSO";2836;2577;2552;2443;4572;4566;3517;1741;663;204;40;25711
"150506 NOVO REPARTIMENTO";7513;7362;7107;6411;10618;7117;5098;3460;1996;820;205;57707
"150510 OBIDOS";6646;6125;5696;5150;8807;5989;4262;3167;2238;1157;517;49754
"150520 OEIRAS DO PARA";4467;4223;3632;3096;4761;3002;1819;1295;854;365;245;27759
"150530 ORIXIMINA";8098;7900;7202;6426;10796;7268;5171;3478;2193;1161;465;60158
"150540 OUREM";1829;1916;1918;1783;2952;2015;1435;1013;732;396;176;16165
"150543 OURILANDIA DO NORTE";2956;2783;3021;2939;5223;3843;2473;1377;751;310;70;25746
"150548 PACAJA";4847;4590;4683;4267;6916;4614;3321;2325;1414;607;166;37750
"150549 PALESTINA DO PARA";900;873;896;835;1409;928;682;556;349;189;68;7685
"150550 PARAGOMINAS";11555;11577;10863;10350;19140;13621;8515;4856;2306;950;319;94052
"150553 PARAUAPEBAS";16037;15108;14889;14899;29478;20223;12531;6266;2750;1197;353;133731
"150555 PAU D'ARCO";683;743;749;717;1159;894;621;450;298;150;41;6505
"150560 PEIXE-BOI";783;864;857;825;1483;1022;820;607;399;259;107;8026
"150563 PICARRA";1530;1613;1492;1360;2343;1830;1252;851;490;189;62;13012
"150565 PLACAS";2803;2648;2465;2350;4192;2792;1945;1240;704;270;50;21459
"150570 PONTA DE PEDRAS";3014;2993;2907;2762;4514;3049;2227;1417;861;542;236;24522
"150580 PORTEL";8522;7888;6693;5438;8248;5058;3066;2162;1333;616;340;49364
"150590 PORTO DE MOZ";5258;4792;4399;3694;5531;3508;2063;1188;811;369;160;31773
"150600 PRAINHA";4122;4454;4052;3391;5130;3525;2424;1517;919;453;154;30141
"150610 PRIMAVERA";1003;1243;1205;1149;1828;1281;936;684;553;325;161;10368
"150611 QUATIPURU";1269;1551;1465;1335;2257;1459;1138;790;564;325;133;12286
"150613 REDENCAO";7679;8283;8054;7650;14258;11194;7936;4570;2568;1282;401;73875
"150616 RIO MARIA";1773;1867;1819;1869;3442;2668;1993;1345;818;369;125;18088
"150618 RONDON DO PARA";4796;4964;4998;4893;9196;6622;4819;2985;1712;805;291;46081
"150619 RUROPOLIS";4359;4497;4367;4118;6987;4615;3322;2299;1273;573;182;36592
"150620 SALINOPOLIS";3908;4376;4359;4229;7097;5012;3382;2331;1477;723;315;37209
"150630 SALVATERRA";2080;2247;2276;2108;3343;2541;1787;1262;868;483;219;19214
"150635 SANTA BARBARA DO PARA";1694;1847;1803;1689;2975;2285;1502;1001;642;311;141;15890
"150640 SANTA CRUZ DO ARARI";743;825;916;839;1487;1021;713;433;314;169;54;7514
"150650 SANTA IZABEL DO PARA";5386;5824;6144;6061;11692;8618;5467;3378;2114;1081;461;56226
"150655 SANTA LUZIA DO PARA";2247;2587;2445;2304;3659;2403;1674;1159;787;462;183;19910
"150658 SANTA MARIA DAS BARREIRAS";1732;1806;1639;1483;2650;2192;1830;1370;737;288;88;15815
"150660 SANTA MARIA DO PARA";2178;2423;2442;2417;4406;3346;2354;1545;1014;606;243;22974
"150670 SANTANA DO ARAGUAIA";5437;5846;5820;5212;10012;7820;5007;2944;1507;540;140;50285
"150680 SANTAREM";31849;32043;31456;30177;52805;36321;26211;17670;10872;6092;2510;278006
"150690 SANTAREM NOVO";709;760;750;687;1092;722;504;375;280;149;62;6090
"150700 SANTO ANTONIO DO TAUA";2773;2872;2909;2804;4715;3353;2264;1685;1170;568;238;25351
"150710 SAO CAETANO DE ODIVELAS";1796;1955;1965;1882;3070;2139;1511;1177;816;466;164;16941
"150715 SAO DOMINGOS DO ARAGUAIA";2689;2771;2689;2484;4161;2814;1974;1460;1040;532;189;22803
"150720 SAO DOMINGOS DO CAPIM";4462;4190;3793;3320;5128;3374;2126;1577;1157;514;249;29890
"150730 SAO FELIX DO XINGU";7340;8955;8674;8525;16129;12319;7734;4352;2139;748;154;77069
"150740 SAO FRANCISCO DO PARA";1499;1622;1635;1602;2903;2029;1496;1094;749;409;166;15204
"150745 SAO GERALDO DO ARAGUAIA";3000;3183;3042;2875;5027;3531;2564;1728;1102;575;212;26839
"150746 SAO JOAO DA PONTA";597;583;583;554;854;574;458;347;264;150;75;5039
"150747 SAO JOAO DE PIRABAS";2265;2398;2441;2290;3600;2362;1728;1336;999;556;271;20246
"150750 SAO JOAO DO ARAGUAIA";1727;1631;1568;1454;2236;1575;1255;893;535;262;88;13224
"150760 SAO MIGUEL DO GUAMA";5933;6121;5818;5414;9378;6441;4335;2948;1995;977;532;49892
"150770 SAO SEBASTIAO DA BOA VISTA";3029;2905;2772;2605;4054;2493;1664;1079;744;396;212;21953
"150775 SAPUCAIA";505;531;529;520;895;710;560;315;162;64;18;4809
"150780 SENADOR JOSE PORFIRIO";2063;1895;1779;1501;2408;1844;1297;757;406;164;45;14159
"150790 SOURE";2467;2526;2606;2456;4097;2958;2184;1528;1013;617;243;22695
"150795 TAILANDIA";8270;9168;8795;7757;14785;9929;5337;2887;1617;645;168;69358
"150796 TERRA ALTA";1041;1214;1212;1088;1743;1244;886;642;496;265;106;9937
"150797 TERRA SANTA";1896;2113;2014;1856;3152;2059;1353;1018;667;403;159;16690
"150800 TOME-ACU";7281;6872;6752;6143;10342;7069;4551;2993;1969;918;359;55249
"150803 TRACUATEUA";3296;3291;3263;3083;4810;3116;2250;1642;1128;639;256;26774
"150805 TRAIRAO";2028;1963;1975;1852;3260;2166;1542;968;494;186;41;16475
"150808 TUCUMA";3557;3406;3547;3545;6288;4629;3423;2022;1105;459;113;32094
"150810 TUCURUI";10907;10716;10480;10204;18687;12921;8952;5476;2716;1270;441;92770
"150812 ULIANOPOLIS";4585;4660;4536;3963;7610;5803;3290;1752;863;260;74;37396
"150815 URUARA";5646;5207;5266;4993;9133;6403;4264;2699;1591;656;189;46047
"150820 VIGIA";4862;5066;5211;5151;9035;6284;4339;3171;2129;1090;511;46849
"150830 VISEU";8240;7874;7257;6460;9672;5943;4321;3126;1994;1180;443;56510
"150835 VITORIA DO XINGU";1388;1458;1589;1481;2633;1804;1186;762;488;240;73;13102
"150840 XINGUARA";4278;4332;4295;4229;7751;5978;4257;2557;1443;705;213;40038
"160005 SERRA DO NAVIO";558;588;500;426;781;574;376;230;119;39;14;4205
