"Municipio";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"120033 MANCIO LIMA";2148;2220;2081;1897;2956;2423;1467;975;613;353;144;17277
"120034 MANOEL URBANO";1132;1153;1119;988;1473;1228;764;482;274;154;74;8841
"120035 MARECHAL THAUMATURGO";2641;2659;2410;2066;2771;1882;1069;612;328;171;61;16670
"120038 PLACIDO DE CASTRO";1955;2130;2138;1894;2968;2526;2061;1489;944;475;194;18774
"120039 PORTO WALTER";1812;1762;1547;1251;1603;1237;716;382;204;102;51;10667
"120040 RIO BRANCO";32744;37077;38780;38099;69988;62666;43056;27530;15518;7420;3470;376348
"120042 RODRIGUES ALVES";2297;2309;2346;1956;2714;2238;1349;779;488;233;82;16791
"120043 SANTA ROSA DO PURUS";972;855;778;603;1032;675;349;222;106;38;12;5642
"120045 SENADOR GUIOMARD";2152;2353;2428;2229;3634;3183;2426;1674;1043;593;233;21948
"120050 SENA MADUREIRA";4537;4811;5036;4662;7872;6346;3857;2537;1573;826;421;42478
"120060 TARAUACA";5541;5796;5300;4407;6526;4762;3060;1961;1216;692;338;39599
"120070 XAPURI";1791;1952;2014;1906;3073;2554;1882;1291;825;436;215;17939
"120080 PORTO ACRE";1707;1844;1939;1796;2708;2315;1820;1233;860;461;194;16877
"130002 ALVARAES";2401;2140;1950;1675;2578;1800;1134;716;419;223;86;15122
"130006 AMATURA";1444;1301;1143;1259;2002;1409;897;543;286;157;61;10502
"130008 ANAMA";1408;1340;1390;1361;2222;1707;1109;661;340;236;84;11858
"130010 ANORI";2298;2212;2122;2146;3451;2697;1696;953;535;351;149;18610
"130014 APUI";1813;1746;1880;2144;4040;3337;2206;1584;842;318;80;19990
"130020 ATALAIA DO NORTE";2404;2213;1994;2009;3623;2316;1391;773;420;236;88;17467
"130030 AUTAZES";4660;4416;4100;3874;5921;4516;3337;2359;1463;789;398;35833
"130040 BARCELOS";2674;2697;2844;3341;5771;3621;2404;1774;1034;515;127;26802
"130050 BARREIRINHA";4435;4075;3717;3342;4781;3449;2356;1643;1010;621;336;29765
"130060 BENJAMIN CONSTANT";5528;5309;4523;4153;6844;4557;3074;1983;1132;674;312;38089
"130063 BERURI";2653;2423;2279;1958;2819;1998;1396;970;580;318;150;17544
"130068 BOA VISTA DO RAMOS";2222;2139;2125;2052;3009;2122;1398;986;549;288;157;17047
"130070 BOCA DO ACRE";3710;3627;3580;3537;5734;4641;3242;2116;1343;763;329;32622
"130080 BORBA";5117;4673;4336;4274;6931;5083;3151;2079;1300;745;447;38136
"130083 CAAPIRANGA";1519;1427;1377;1391;2158;1696;1089;667;432;211;77;12044
"130090 CANUTAMA";1549;1482;1472;1532;2671;2333;1536;1091;629;319;102;14716
"130100 CARAUARI";3563;3366;3315;3249;4837;3436;2294;1499;914;505;213;27191
"130110 CAREIRO";3914;3918;3857;3846;6086;5298;3702;2365;1410;733;276;35405
"130115 CAREIRO DA VARZEA";2739;2742;2709;2776;4597;3833;3322;2107;1246;702;254;27027
"130120 COARI";9576;9282;9260;9650;16339;11334;6656;4276;2563;1386;586;80908
"130130 CODAJAS";2934;2854;3094;2926;5124;3746;2312;1432;839;455;190;25906
"130140 EIRUNEPE";4539;4316;3904;3624;6030;4244;2671;1837;1071;602;238;33076
"130150 ENVIRA";2493;2337;2213;2187;3307;2482;1404;820;484;303;151;18181
"130160 FONTE BOA";2963;2715;2391;2315;3743;2595;1637;1061;713;408;178;20719
"130165 GUAJARA";2045;1903;1957;1884;2785;1864;1370;795;428;220;94;15345
"130170 HUMAITA";5171;5092;5524;5824;9432;7142;4836;3283;1924;987;384;49599
"130180 IPIXUNA";4247;3526;3199;2706;4328;3465;2010;1201;676;363;126;25847
"130185 IRANDUBA";5178;5125;5008;4701;7399;6272;4512;3105;1887;1037;388;44612
"130190 ITACOATIARA";10821;10516;10163;9923;16248;13514;9436;6480;4051;2182;985;94319
"130195 ITAMARATI";1180;1001;962;932;1495;1108;634;376;223;92;39;8042
"130200 ITAPIRANGA";988;973;973;936;1547;1180;824;619;379;216;88;8723
"130210 JAPURA";745;735;652;654;973;703;460;230;97;63;34;5346
"130220 JURUA";1761;1644;1636;1516;2331;1644;973;589;319;188;80;12681
"130230 JUTAI";2839;2390;1976;1774;2757;1915;1195;771;520;290;105;16532
"130240 LABREA";5166;4937;4820;4576;7666;5749;3678;2632;1510;811;337;41882
"130250 MANACAPURU";10467;10402;10436;10326;16458;12689;8597;5729;3472;2112;895;91583
"130255 MANAQUIRI";3320;3245;3135;3008;4742;3732;2584;1759;995;529;193;27242
"130260 MANAUS";174928;178899;182650;197967;374761;349782;243836;156296;81949;36319;15835;1993222
"130270 MANICORE";6054;5886;5748;5863;9589;7127;4711;3175;1858;1009;445;51465
"130280 MARAA";2534;2483;2313;2178;3414;2375;1281;749;414;213;79;18033
"130290 MAUES";8145;7552;6743;6305;9935;7179;4715;3654;2067;1090;678;58063
"130300 NHAMUNDA";2291;2200;2190;2102;3475;2740;1879;1367;784;514;240;19782
"130310 NOVA OLINDA DO NORTE";4033;3853;3907;3959;6474;4538;3057;2178;1071;554;417;34041
"130320 NOVO AIRAO";2073;1987;1780;1756;3121;2331;1619;1192;652;347;157;17015
"130330 NOVO ARIPUANA";2615;2455;2619;2616;4431;3466;2275;1491;871;516;219;23574
"130340 PARINTINS";12634;12573;12459;12128;19206;14444;10013;7202;4358;2420;1224;108661
"130350 PAUINI";2622;2510;2389;2197;3501;2495;1397;937;527;259;98;18932
"130353 PRESIDENTE FIGUEIREDO";3446;3357;3337;3574;5440;4581;3369;2475;1370;494;130;31573
"130356 RIO PRETO DA EVA";2999;2930;3066;3270;5483;4516;3247;2052;1168;538;168;29437
"130360 SANTA ISABEL DO RIO NEGRO";3578;3286;2643;2330;3551;2326;1678;945;632;388;145;21502
"130370 SANTO ANTONIO DO ICA";3468;3162;2760;2672;4349;3081;1727;1072;661;314;185;23451
"130380 SAO GABRIEL DA CACHOEIRA";5359;5140;4805;4590;7129;5378;3804;2551;1719;887;402;41764
"130390 SAO PAULO DE OLIVENCA";4929;4478;4139;3983;6328;4538;3022;1811;1129;681;276;35314
"130395 SAO SEBASTIAO DO UATUMA";1564;1470;1514;1447;2191;1670;1110;693;422;172;63;12316
"130400 SILVES";1187;1102;984;932;1424;1111;832;656;370;177;89;8864
"130406 TABATINGA";7768;7423;6935;6262;10825;7937;5242;3383;1846;931;406;58958
"130410 TAPAUA";2230;2108;2054;1989;3390;2422;1474;1082;660;346;128;17883
"130420 TEFE";7882;7652;7312;6695;11096;8443;5220;3346;2120;1129;505;61400
"130423 TONANTINS";2705;2404;2124;2137;3442;2215;1400;732;481;275;105;18020
"130426 UARINI";1929;1741;1550;1380;2256;1710;971;605;370;171;80;12763
"130430 URUCARA";2139;2083;1965;1790;2707;2097;1643;1138;744;415;182;16903
"130440 URUCURITUBA";2575;2385;2269;2273;3847;2625;1724;1299;743;409;238;20387
"140002 AMAJARI";1813;1499;1321;1111;1656;1254;946;689;376;171;60;10896
"140005 ALTO ALEGRE";2341;2417;1911;1553;2386;1898;1425;1121;692;330;112;16186
"140010 BOA VISTA";29415;29230;30889;33051;62532;55192;36116;23187;11796;4855;2021;318284
"140015 BONFIM";1699;1496;1391;1300;1789;1369;1040;758;520;238;83;11683
"140017 CANTA";1935;1789;1779;1692;2311;1990;1767;1426;877;340;93;15999
"140020 CARACARAI";2201;2126;2273;2282;3476;2863;2077;1536;841;364;96;20135
"140023 CAROEBE";1005;962;925;896;1592;1426;979;704;380;169;57;9095
"140028 IRACEMA";1145;1067;1051;1086;1758;1562;1106;800;414;174;50;10213
"140030 MUCAJAI";1693;1653;1692;1632;2825;2486;1768;1282;774;362;106;16273
"140040 NORMANDIA";1689;1540;1344;1188;1567;1078;683;448;313;145;73;10068
"140045 PACARAIMA";1742;1549;1413;1323;1868;1522;1064;720;395;145;69;11810
"140047 RORAINOPOLIS";2576;2626;2935;3095;5282;4227;2690;1980;1139;410;127;27087
"140050 SAO JOAO DA BALIZA";795;762;783;802;1383;1230;749;487;307;134;34;7466
"140060 SAO LUIZ";593;590;653;764;1554;1314;773;598;340;129;54;7362
"140070 UIRAMUTA";1805;1587;1316;1043;1433;914;589;369;183;129;45;9413
"150010 ABAETETUBA";13006;14239;15086;16204;30155;23610;16027;10422;6697;3557;1562;150565
"150013 ABEL FIGUEIREDO";645;718;731;721;1263;1116;791;568;350;184;82;7169
"150020 ACARA";6006;6377;6216;6179;10062;7472;5513;3457;2188;1229;494;55193
"150030 AFUA";4732;4803;4801;4527;6693;4669;3105;1954;1187;666;280;37417
"150034 AGUA AZUL DO NORTE";1972;2221;2557;2718;5500;5154;3424;1675;810;355;87;26473
"150040 ALENQUER";6206;6526;6322;5837;9072;7470;5273;3779;2545;1507;686;55223
"150050 ALMEIRIM";3683;3910;3741;3700;6139;4839;3557;2490;1318;629;271;34277
"150060 ALTAMIRA";9341;10631;10946;11058;19873;17185;12186;8345;4672;2298;964;107499
"150070 ANAJAS";3793;3782;3579;3152;4803;3319;2047;1270;797;425;191;27158
"150080 ANANINDEUA";36201;41509;45007;47908;94112;89113;67058;44930;24788;10365;4075;505066
"150085 ANAPU";2688;2858;2618;2569;4467;3602;2428;1584;884;382;110;24190
"150090 AUGUSTO CORREA";5091;5251;5066;4827;7833;5725;3846;2730;1811;962;411;43553
"150095 AURORA DO PARA";2870;2937;3172;3303;5584;4370;2937;1870;1196;621;235;29095
"150100 AVEIRO";1906;1978;1958;1886;2612;1988;1484;1138;751;432;169;16302
"150110 BAGRE";3749;3601;3478;3404;5041;3553;2056;1177;746;362;139;27306
"150120 BAIAO";4173;4439;4847;4745;8150;6393;4082;2604;1618;874;296;42221
"150125 BANNACH";318;333;322;300;524;531;432;317;210;95;27;3409
"150130 BARCARENA";10664;11480;11441;12033;22246;18219;12160;7773;3980;1785;793;112574
"150140 BELEM";93437;110062;118375;126386;257729;252625;200000;144567;88131;45085;20762;1457159
"150145 BELTERRA";1722;1825;1892;1733;2713;2390;1779;1382;950;566;228;17180
"150150 BENEVIDES";4751;5277;5780;5856;10784;9638;6942;4339;2367;1191;496;57421
"150157 BOM JESUS DO TOCANTINS";1434;1549;1620;1690;2899;2484;1841;1332;862;382;177;16270
"150160 BONITO";1541;1613;1540;1477;2890;2464;1544;958;576;291;135;15029
"150170 BRAGANCA";11733;12649;12629;12472;22962;17973;12650;8516;5416;2975;1372;121347
"150172 BRASIL NOVO";1381;1500;1455;1527;2674;2342;1889;1399;826;457;165;15615
"150175 BREJO GRANDE DO ARAGUAIA";713;771;757;732;1334;1069;769;616;392;197;91;7441
"150178 BREU BRANCO";6521;6672;6702;6701;11145;8574;5526;3750;2319;1124;376;59410
"150180 BREVES";12251;12546;12392;11554;17149;12558;8274;5510;3548;1844;965;98591
"150190 BUJARU";2952;3168;3230;3034;4875;3848;2810;1655;1105;673;259;27609
"150195 CACHOEIRA DO PIRIA";3755;3782;3863;3382;5486;4277;2839;1588;808;354;105;30239
"150200 CACHOEIRA DO ARARI";2195;2267;2238;2299;4119;3319;2342;1608;954;589;308;22238
"150210 CAMETA";13982;14606;14438;14424;24870;18293;11775;7807;5481;3134;1472;130282
"150215 CANAA DOS CARAJAS";3240;3437;3262;3320;6340;5559;3415;1848;886;406;120;31833
"150220 CAPANEMA";5168;5995;6333;6479;12144;10760;7968;5660;3508;1980;947;66942
"150230 CAPITAO POCO";4885;5311;5773;5802;10043;7911;5869;3775;2362;1368;575;53674
"150240 CASTANHAL";15141;17328;17945;18637;36557;31452;22361;14286;8261;4348;1796;188112
"150250 CHAVES";2842;2865;2726;2497;3877;2875;2023;1333;849;447;191;22525
"150260 COLARES";1163;1248;1160;1180;2024;1567;1274;918;698;432;189;11853
"150270 CONCEICAO DO ARAGUAIA";3873;4378;4621;4633;7743;7053;5700;4154;2837;1571;645;47208
"150275 CONCORDIA DO PARA";3358;3550;3393;3372;6103;4414;2880;1688;1202;665;304;30929
"150276 CUMARU DO NORTE";1174;1184;1157;1128;2033;2115;1542;1038;453;137;24;11985
"150277 CURIONOPOLIS";1674;1821;1803;1885;3260;2398;1819;1709;1113;668;210;18360
"150280 CURRALINHO";4371;4340;4061;3727;5609;3960;2371;1491;927;516;260;31633
"150285 CURUA";1624;1635;1659;1440;2383;1782;1179;844;470;268;113;13397
"150290 CURUCA";3397;3686;3901;3703;6498;5276;3978;3057;2011;1280;607;37394
"150293 DOM ELISEU";5285;5754;6081;5948;10810;9066;5958;3796;1975;872;304;55849
"150295 ELDORADO DOS CARAJAS";3428;3607;3603;3509;5940;4559;3462;2601;1520;693;206;33128
"150300 FARO";910;962;922;834;1348;947;708;563;347;205;84;7830
"150304 FLORESTA DO ARAGUAIA";1815;1952;1925;1944;3458;3008;2181;1456;847;430;149;19165
"150307 GARRAFAO DO NORTE";2678;2797;3002;2947;4825;3564;2490;1582;1092;626;230;25833
"150309 GOIANESIA DO PARA";3685;3842;3772;3966;7324;6311;3774;2433;1415;656;166;37344
"150310 GURUPA";3932;4012;4000;3716;5649;3946;2605;1673;1049;597;244;31423
"150320 IGARAPE-ACU";3107;3486;3735;3858;7086;5639;4161;2975;1994;1153;501;37695
"150330 IGARAPE-MIRI";6431;6776;6362;6381;11650;8868;5804;3936;2579;1442;727;60956
"150340 INHANGAPI";979;1070;1128;1114;2089;1573;1187;837;540;292;129;10938
"150345 IPIXUNA DO PARA";5635;5837;6563;6769;11374;9043;5412;2800;1621;703;186;55943
"150350 IRITUIA";3235;3480;3465;3280;5603;4543;3307;2201;1775;968;459;32316
"150360 ITAITUBA";8721;9688;10440;11029;18857;15249;11054;8119;4474;2075;777;100483
"150370 ITUPIRANGA";5654;5941;5810;5727;9390;7464;5222;3753;2381;1098;386;52826
"150375 JACAREACANGA";1240;1375;1332;1159;1997;1660;1426;880;352;125;41;11587
"150380 JACUNDA";5046;5563;5732;5886;11224;9034;6051;3472;2048;1120;436;55612
"150390 JURUTI";6711;6513;6249;5855;9724;7254;4362;2841;1748;939;495;52691
"150400 LIMOEIRO DO AJURU";3061;3162;3257;3213;5196;3643;2424;1517;917;498;258;27146
"150405 MAE DO RIO";2763;3033;3084;2975;5328;4406;3192;1991;1355;775;364;29266
"150410 MAGALHAES BARATA";798;881;891;850;1433;1159;803;667;507;289;142;8420
"150420 MARABA";24763;27018;26246;26300;50723;42473;27281;17506;9266;4466;1673;257715
"150430 MARACANA";2721;2925;3104;3127;5026;3873;2998;2312;1669;1019;474;29248
"150440 MARAPANIM";2356;2565;2762;2853;4752;3871;3053;2337;1657;1037;503;27746
"150442 MARITUBA";9955;10771;11585;12169;23429;22286;14922;8281;4281;1935;744;120358
"150445 MEDICILANDIA";2678;2949;3123;3016;5580;4710;3355;2236;1237;573;189;29646
"150450 MELGACO";3773;3776;3473;3270;4918;3285;1902;1028;600;266;148;26439
"150460 MOCAJUBA";3054;3307;3464;3235;5346;3855;2745;1730;1236;779;353;29104
"150470 MOJU";8561;9012;8809;8550;14383;10922;7145;4466;2688;1388;558;76482
"150475 MOJUI DOS CAMPOS";1325;1434;1524;1561;2690;2248;1804;1354;930;487;212;15569
"150480 MONTE ALEGRE";5214;5706;6167;6031;9805;8193;6188;4487;3043;1773;756;57363
"150490 MUANA";4056;4284;4370;4150;7017;5477;3542;2257;1316;671;335;37475
"150495 NOVA ESPERANCA DO PIRIA";2479;2471;2474;2409;3941;3012;1930;1149;712;315;84;20976
"150497 NOVA IPIXUNA";1543;1641;1670;1624;2767;2359;1623;1214;809;390;130;15770
"150500 NOVA TIMBOTEUA";1127;1277;1366;1324;2521;2308;1778;1271;888;525;241;14626
"150503 NOVO PROGRESSO";2360;2861;2777;2777;4519;3737;3136;2212;995;299;70;25743
"150506 NOVO REPARTIMENTO";7458;7769;7607;7462;12616;10403;6878;4612;2794;1267;370;69236
"150510 OBIDOS";5536;5919;5595;5070;8377;7214;5223;3662;2567;1497;602;51262
"150520 OEIRAS DO PARA";4146;4131;3897;3509;5269;3945;2529;1475;1064;549;254;30768
"150530 ORIXIMINA";7501;8109;7947;7357;11720;9644;6486;4565;2830;1556;633;68348
"150540 OUREM";1586;1751;1780;1776;3075;2529;1825;1282;876;518;229;17227
"150543 OURILANDIA DO NORTE";2836;3238;3174;3274;6346;5152;3232;1627;821;408;123;30231
"150548 PACAJA";4596;4881;4635;4731;8124;6497;4486;3089;1856;891;266;44052
"150549 PALESTINA DO PARA";737;787;779;738;1351;1089;775;618;441;214;95;7624
"150550 PARAGOMINAS";10621;11335;11494;11500;20814;17359;11151;6505;3411;1444;504;106138
"150553 PARAUAPEBAS";17678;18602;18158;19270;39566;32723;18249;10038;4291;1731;611;180917
"150555 PAU D'ARCO";506;557;572;603;1060;837;706;452;331;178;56;5858
"150560 PEIXE-BOI";638;717;784;770;1390;1200;916;730;481;275;157;8058
"150563 PICARRA";1262;1323;1348;1356;2226;1956;1519;1005;629;277;91;12992
"150565 PLACAS";2921;3108;3048;2807;5130;4511;2683;1787;980;423;89;27487
"150570 PONTA DE PEDRAS";2901;3161;3151;2994;5386;4103;2912;2024;1122;596;325;28675
"150580 PORTEL";8487;8149;7605;6858;9682;6879;4215;2598;1693;863;361;57390
"150590 PORTO DE MOZ";5268;5280;4816;4582;6941;4594;2933;1608;916;546;215;37699
"150600 PRAINHA";3405;3542;3704;3523;5144;3955;2861;1933;1088;593;219;29967
"150610 PRIMAVERA";844;948;1108;1081;1887;1524;1162;859;639;418;187;10657
"150611 QUATIPURU";1124;1262;1458;1346;2330;1955;1380;1051;644;393;179;13122
"150613 REDENCAO";6683;7567;7984;8320;14919;13077;9804;6389;3541;1839;659;80782
"150616 RIO MARIA";1404;1595;1679;1695;3281;2945;2279;1608;1003;499;167;18155
"150618 RONDON DO PARA";4086;4724;4924;4996;9335;8251;5917;4025;2278;1099;419;50054
"150619 RUROPOLIS";4467;4823;4956;4808;8643;7133;4605;3089;1830;782;266;45402
"150620 SALINOPOLIS";3394;3709;3943;4153;7485;6115;4430;2911;1886;994;383;39403
"150630 SALVATERRA";2002;2157;2243;2296;4129;3157;2479;1692;1063;586;283;22087
"150635 SANTA BARBARA DO PARA";1682;1830;1935;2017;3487;2971;2267;1430;921;449;186;19175
"150640 SANTA CRUZ DO ARARI";777;842;897;971;1855;1496;992;678;369;216;76;9169
"150650 SANTA IZABEL DO PARA";4992;5657;6190;6627;13162;11463;7829;4650;2783;1482;617;65452
"150655 SANTA LUZIA DO PARA";1865;2019;2169;2173;3712;2790;1985;1417;919;575;247;19871
"150658 SANTA MARIA DAS BARREIRAS";1718;1847;1911;1835;3012;2924;2456;1856;1194;485;143;19381
"150660 SANTA MARIA DO PARA";1848;2125;2349;2299;4370;3853;3011;1984;1253;750;326;24168
"150670 SANTANA DO ARAGUAIA";5725;6357;7005;7189;12700;11148;7051;4098;2121;924;230;64548
"150680 SANTAREM";26978;30348;30558;30115;54581;44203;31378;22237;13608;7471;3356;294833
"150690 SANTAREM NOVO";640;672;662;711;1154;967;631;440;333;192;80;6482
"150700 SANTO ANTONIO DO TAUA";2668;2889;2885;2998;5393;4493;3156;2223;1429;799;299;29232
"150710 SAO CAETANO DE ODIVELAS";1551;1676;1752;1793;3201;2571;1915;1392;981;594;217;17643
"150715 SAO DOMINGOS DO ARAGUAIA";2373;2568;2582;2526;4227;3609;2483;1752;1335;793;298;24546
"150720 SAO DOMINGOS DO CAPIM";3871;3949;3679;3472;5377;4078;2769;1704;1299;731;290;31219
"150730 SAO FELIX DO XINGU";9099;9363;10886;11246;23128;21232;13535;6764;3004;1109;247;109613
"150740 SAO FRANCISCO DO PARA";1239;1408;1493;1520;2765;2407;1745;1355;928;549;224;15633
"150745 SAO GERALDO DO ARAGUAIA";2340;2531;2590;2632;4551;3910;2823;1938;1280;687;296;25578
"150746 SAO JOAO DA PONTA";585;596;567;547;1023;784;601;454;296;188;94;5735
"150747 SAO JOAO DE PIRABAS";2050;2191;2271;2286;4052;3108;2168;1629;1194;724;345;22018
"150750 SAO JOAO DO ARAGUAIA";1382;1514;1443;1440;2319;1880;1412;1109;722;353;139;13713
"150760 SAO MIGUEL DO GUAMA";5386;5882;6055;5874;10208;8273;5746;3745;2471;1368;640;55648
"150770 SAO SEBASTIAO DA BOA VISTA";2817;2992;2874;2729;4771;3386;2203;1469;873;545;261;24920
"150775 SAPUCAIA";448;512;544;565;1023;860;708;470;250;104;34;5518
"150780 SENADOR JOSE PORFIRIO";1464;1450;1394;1377;2080;1776;1331;967;492;193;52;12576
"150790 SOURE";2176;2381;2385;2506;4455;3585;2730;1937;1218;706;312;24391
"150795 TAILANDIA";9406;9843;10942;11075;19452;15667;8326;4320;2343;1100;293;92767
"150796 TERRA ALTA";989;1067;1129;1205;1931;1599;1236;815;587;358;150;11066
"150797 TERRA SANTA";1669;1862;2002;1934;3226;2742;1785;1275;842;457;212;18006
"150800 TOME-ACU";6534;6850;6522;6449;11178;8865;6051;3699;2423;1370;497;60438
"150803 TRACUATEUA";3030;3226;3139;3127;5415;4132;2867;2045;1331;753;358;29423
"150805 TRAIRAO";1827;1811;1800;1850;3537;3022;1849;1297;715;283;75;18066
"150808 TUCUMA";3309;3631;3527;3648;7308;6059;4169;2758;1522;718;198;36847
"150810 TUCURUI";9990;11309;11290;11322;20739;16747;10843;7373;3942;1802;636;105993
"150812 ULIANOPOLIS";5214;5409;5766;5745;10326;8193;5285;3021;1467;621;157;51204
"150815 URUARA";4495;5030;4832;4816;8594;7295;4679;3059;1773;847;265;45685
"150820 VIGIA";4350;4810;4972;5042;9743;8096;5630;3861;2611;1434;627;51176
"150830 VISEU";7277;7300;7001;6571;10669;7768;5124;3666;2377;1295;559;59607
